GEOID,YEAR,Income,Rent as % of Income,HHs
13121009300,2014,"$35,000 to $49,999",35.0 to 39.9 percent,0
13121009300,2014,"$35,000 to $49,999",40.0 to 49.9 percent,0
13121009300,2014,"$35,000 to $49,999",50.0 percent or more,0
13121009300,2014,"$50,000 to $74,999",Less than 20.0 percent,30
13121009300,2014,"$50,000 to $74,999",20.0 to 24.9 percent,50
13121009300,2014,"$50,000 to $74,999",25.0 to 29.9 percent,36
13121009300,2014,"$50,000 to $74,999",30.0 to 34.9 percent,22
13121009300,2014,"$50,000 to $74,999",35.0 to 39.9 percent,0
13121009300,2014,"$50,000 to $74,999",40.0 to 49.9 percent,53
13121009300,2014,"$50,000 to $74,999",50.0 percent or more,0
13121009300,2014,"$75,000 to $99,999",Less than 20.0 percent,93
13121009300,2014,"$75,000 to $99,999",20.0 to 24.9 percent,0
13121009300,2014,"$75,000 to $99,999",25.0 to 29.9 percent,19
13121009300,2014,"$75,000 to $99,999",30.0 to 34.9 percent,13
13121009300,2014,"$75,000 to $99,999",35.0 to 39.9 percent,0
13121009300,2014,"$75,000 to $99,999",40.0 to 49.9 percent,0
13121009300,2014,"$75,000 to $99,999",50.0 percent or more,0
13121009300,2014,"$100,000 or more",Less than 20.0 percent,200
13121009300,2014,"$100,000 or more",20.0 to 24.9 percent,21
13121009300,2014,"$100,000 or more",25.0 to 29.9 percent,0
13121009300,2014,"$100,000 or more",30.0 to 34.9 percent,0
13121009300,2014,"$100,000 or more",35.0 to 39.9 percent,0
13121009300,2014,"$100,000 or more",40.0 to 49.9 percent,0
13121009300,2014,"$100,000 or more",50.0 percent or more,0
13121009300,2015,"Less than $10,000",Less than 20.0 percent,0
13121009300,2015,"Less than $10,000",20.0 to 24.9 percent,0
13121009300,2015,"Less than $10,000",25.0 to 29.9 percent,0
13121009300,2015,"Less than $10,000",30.0 to 34.9 percent,0
13121009300,2015,"Less than $10,000",35.0 to 39.9 percent,0
13121009300,2015,"Less than $10,000",40.0 to 49.9 percent,0
13121009300,2015,"Less than $10,000",50.0 percent or more,44
13121009300,2015,"$10,000 to $19,999",Less than 20.0 percent,0
13121009300,2015,"$10,000 to $19,999",20.0 to 24.9 percent,0
13121009300,2015,"$10,000 to $19,999",25.0 to 29.9 percent,0
13121009300,2015,"$10,000 to $19,999",30.0 to 34.9 percent,0
13121009300,2015,"$10,000 to $19,999",35.0 to 39.9 percent,0
13121009300,2015,"$10,000 to $19,999",40.0 to 49.9 percent,0
13121009300,2015,"$10,000 to $19,999",50.0 percent or more,23
13121009300,2015,"$20,000 to $34,999",Less than 20.0 percent,0
13121009300,2015,"$20,000 to $34,999",20.0 to 24.9 percent,0
13121009300,2015,"$20,000 to $34,999",25.0 to 29.9 percent,0
13121009300,2015,"$20,000 to $34,999",30.0 to 34.9 percent,14
13121009300,2015,"$20,000 to $34,999",35.0 to 39.9 percent,24
13121009300,2015,"$20,000 to $34,999",40.0 to 49.9 percent,12
13121009300,2015,"$20,000 to $34,999",50.0 percent or more,114
13121009300,2015,"$35,000 to $49,999",Less than 20.0 percent,0
13121009300,2015,"$35,000 to $49,999",20.0 to 24.9 percent,14
13121009300,2015,"$35,000 to $49,999",25.0 to 29.9 percent,0
13121009300,2015,"$35,000 to $49,999",30.0 to 34.9 percent,33
13121009300,2015,"$35,000 to $49,999",35.0 to 39.9 percent,0
13121009300,2015,"$35,000 to $49,999",40.0 to 49.9 percent,0
13121009300,2015,"$35,000 to $49,999",50.0 percent or more,0
13121009300,2015,"$50,000 to $74,999",Less than 20.0 percent,31
13121009300,2015,"$50,000 to $74,999",20.0 to 24.9 percent,43
13121009300,2015,"$50,000 to $74,999",25.0 to 29.9 percent,53
13121009300,2015,"$50,000 to $74,999",30.0 to 34.9 percent,25
13121009300,2015,"$50,000 to $74,999",35.0 to 39.9 percent,0
13121009300,2015,"$50,000 to $74,999",40.0 to 49.9 percent,46
13121009300,2015,"$50,000 to $74,999",50.0 percent or more,0
13121009300,2015,"$75,000 to $99,999",Less than 20.0 percent,114
13121009300,2015,"$75,000 to $99,999",20.0 to 24.9 percent,0
13121009300,2015,"$75,000 to $99,999",25.0 to 29.9 percent,19
13121009300,2015,"$75,000 to $99,999",30.0 to 34.9 percent,13
13121009300,2015,"$75,000 to $99,999",35.0 to 39.9 percent,0
13121009300,2015,"$75,000 to $99,999",40.0 to 49.9 percent,0
13121009300,2015,"$75,000 to $99,999",50.0 percent or more,0
13121009300,2015,"$100,000 or more",Less than 20.0 percent,209
13121009300,2015,"$100,000 or more",20.0 to 24.9 percent,19
13121009300,2015,"$100,000 or more",25.0 to 29.9 percent,0
13121009300,2015,"$100,000 or more",30.0 to 34.9 percent,0
13121009300,2015,"$100,000 or more",35.0 to 39.9 percent,0
13121009300,2015,"$100,000 or more",40.0 to 49.9 percent,0
13121009300,2015,"$100,000 or more",50.0 percent or more,0
13121009300,2016,"Less than $10,000",Less than 20.0 percent,0
13121009300,2016,"Less than $10,000",20.0 to 24.9 percent,0
13121009300,2016,"Less than $10,000",25.0 to 29.9 percent,0
13121009300,2016,"Less than $10,000",30.0 to 34.9 percent,0
13121009300,2016,"Less than $10,000",35.0 to 39.9 percent,0
13121009300,2016,"Less than $10,000",40.0 to 49.9 percent,0
13121009300,2016,"Less than $10,000",50.0 percent or more,129
13121009300,2016,"$10,000 to $19,999",Less than 20.0 percent,0
13121009300,2016,"$10,000 to $19,999",20.0 to 24.9 percent,0
13121009300,2016,"$10,000 to $19,999",25.0 to 29.9 percent,0
13121009300,2016,"$10,000 to $19,999",30.0 to 34.9 percent,0
13121009300,2016,"$10,000 to $19,999",35.0 to 39.9 percent,0
13121009300,2016,"$10,000 to $19,999",40.0 to 49.9 percent,0
13121009300,2016,"$10,000 to $19,999",50.0 percent or more,23
13121009300,2016,"$20,000 to $34,999",Less than 20.0 percent,0
13121009300,2016,"$20,000 to $34,999",20.0 to 24.9 percent,0
13121009300,2016,"$20,000 to $34,999",25.0 to 29.9 percent,0
13121009300,2016,"$20,000 to $34,999",30.0 to 34.9 percent,14
13121009300,2016,"$20,000 to $34,999",35.0 to 39.9 percent,23
13121009300,2016,"$20,000 to $34,999",40.0 to 49.9 percent,36
13121009300,2016,"$20,000 to $34,999",50.0 percent or more,86
13121009300,2016,"$35,000 to $49,999",Less than 20.0 percent,0
13121009300,2016,"$35,000 to $49,999",20.0 to 24.9 percent,0
13121009300,2016,"$35,000 to $49,999",25.0 to 29.9 percent,0
13121009300,2016,"$35,000 to $49,999",30.0 to 34.9 percent,15
13121009300,2016,"$35,000 to $49,999",35.0 to 39.9 percent,9
13121009300,2016,"$35,000 to $49,999",40.0 to 49.9 percent,11
13121009300,2016,"$35,000 to $49,999",50.0 percent or more,0
13121009300,2016,"$50,000 to $74,999",Less than 20.0 percent,22
13121009300,2016,"$50,000 to $74,999",20.0 to 24.9 percent,30
13121009300,2016,"$50,000 to $74,999",25.0 to 29.9 percent,42
13121009300,2016,"$50,000 to $74,999",30.0 to 34.9 percent,25
13121009300,2016,"$50,000 to $74,999",35.0 to 39.9 percent,0
13121009300,2016,"$50,000 to $74,999",40.0 to 49.9 percent,52
13121009300,2016,"$50,000 to $74,999",50.0 percent or more,7
13121009300,2016,"$75,000 to $99,999",Less than 20.0 percent,89
13121009300,2016,"$75,000 to $99,999",20.0 to 24.9 percent,0
13121009300,2016,"$75,000 to $99,999",25.0 to 29.9 percent,39
13121009300,2016,"$75,000 to $99,999",30.0 to 34.9 percent,13
13121009300,2016,"$75,000 to $99,999",35.0 to 39.9 percent,0
13121009300,2016,"$75,000 to $99,999",40.0 to 49.9 percent,13
13121009300,2016,"$75,000 to $99,999",50.0 percent or more,0
13121009300,2016,"$100,000 or more",Less than 20.0 percent,180
13121009300,2016,"$100,000 or more",20.0 to 24.9 percent,14
13121009300,2016,"$100,000 or more",25.0 to 29.9 percent,0
13121009300,2016,"$100,000 or more",30.0 to 34.9 percent,0
13121009300,2016,"$100,000 or more",35.0 to 39.9 percent,0
13121009300,2016,"$100,000 or more",40.0 to 49.9 percent,0
13121009300,2016,"$100,000 or more",50.0 percent or more,0
13121009300,2017,"Less than $10,000",Less than 20.0 percent,0
13121009300,2017,"Less than $10,000",20.0 to 24.9 percent,0
13121009300,2017,"Less than $10,000",25.0 to 29.9 percent,0
13121009300,2017,"Less than $10,000",30.0 to 34.9 percent,0
13121009300,2017,"Less than $10,000",35.0 to 39.9 percent,0
13121009300,2017,"Less than $10,000",40.0 to 49.9 percent,0
13121009300,2017,"Less than $10,000",50.0 percent or more,116
13121009300,2017,"$10,000 to $19,999",Less than 20.0 percent,0
13121009300,2017,"$10,000 to $19,999",20.0 to 24.9 percent,0
13121009300,2017,"$10,000 to $19,999",25.0 to 29.9 percent,0
13121009300,2017,"$10,000 to $19,999",30.0 to 34.9 percent,0
13121009300,2017,"$10,000 to $19,999",35.0 to 39.9 percent,0
13121009300,2017,"$10,000 to $19,999",40.0 to 49.9 percent,0
13121009300,2017,"$10,000 to $19,999",50.0 percent or more,23
13121009300,2017,"$20,000 to $34,999",Less than 20.0 percent,0
13121009300,2017,"$20,000 to $34,999",20.0 to 24.9 percent,0
13121009300,2017,"$20,000 to $34,999",25.0 to 29.9 percent,0
13121009300,2017,"$20,000 to $34,999",30.0 to 34.9 percent,15
13121009300,2017,"$20,000 to $34,999",35.0 to 39.9 percent,21
13121009300,2017,"$20,000 to $34,999",40.0 to 49.9 percent,73
13121009300,2017,"$20,000 to $34,999",50.0 percent or more,66
13121009300,2017,"$35,000 to $49,999",Less than 20.0 percent,0
13121009300,2017,"$35,000 to $49,999",20.0 to 24.9 percent,0
13121009300,2017,"$35,000 to $49,999",25.0 to 29.9 percent,0
13121009300,2017,"$35,000 to $49,999",30.0 to 34.9 percent,17
13121009300,2017,"$35,000 to $49,999",35.0 to 39.9 percent,11
13121009300,2017,"$35,000 to $49,999",40.0 to 49.9 percent,0
13121009300,2017,"$35,000 to $49,999",50.0 percent or more,0
13121009300,2017,"$50,000 to $74,999",Less than 20.0 percent,24
13121009300,2017,"$50,000 to $74,999",20.0 to 24.9 percent,49
13121009300,2017,"$50,000 to $74,999",25.0 to 29.9 percent,37
13121009300,2017,"$50,000 to $74,999",30.0 to 34.9 percent,18
13121009300,2017,"$50,000 to $74,999",35.0 to 39.9 percent,0
13121009300,2017,"$50,000 to $74,999",40.0 to 49.9 percent,51
13121009300,2017,"$50,000 to $74,999",50.0 percent or more,9
13121009300,2017,"$75,000 to $99,999",Less than 20.0 percent,29
13121009300,2017,"$75,000 to $99,999",20.0 to 24.9 percent,13
13121009300,2017,"$75,000 to $99,999",25.0 to 29.9 percent,43
13121009300,2017,"$75,000 to $99,999",30.0 to 34.9 percent,14
13121009300,2017,"$75,000 to $99,999",35.0 to 39.9 percent,0
13121009300,2017,"$75,000 to $99,999",40.0 to 49.9 percent,14
13121009300,2017,"$75,000 to $99,999",50.0 percent or more,0
13121009300,2017,"$100,000 or more",Less than 20.0 percent,278
13121009300,2017,"$100,000 or more",20.0 to 24.9 percent,34
13121009300,2017,"$100,000 or more",25.0 to 29.9 percent,0
13121009300,2017,"$100,000 or more",30.0 to 34.9 percent,0
13121009300,2017,"$100,000 or more",35.0 to 39.9 percent,0
13121009300,2017,"$100,000 or more",40.0 to 49.9 percent,0
13121009300,2017,"$100,000 or more",50.0 percent or more,0
13121009402,2014,"Less than $10,000",Less than 20.0 percent,0
13121009402,2014,"Less than $10,000",20.0 to 24.9 percent,0
13121009402,2014,"Less than $10,000",25.0 to 29.9 percent,0
13121009402,2014,"Less than $10,000",30.0 to 34.9 percent,0
13121009402,2014,"Less than $10,000",35.0 to 39.9 percent,0
13121009402,2014,"Less than $10,000",40.0 to 49.9 percent,0
13121009402,2014,"Less than $10,000",50.0 percent or more,49
13121009402,2014,"$10,000 to $19,999",Less than 20.0 percent,0
13121009402,2014,"$10,000 to $19,999",20.0 to 24.9 percent,0
13121009402,2014,"$10,000 to $19,999",25.0 to 29.9 percent,0
13121009402,2014,"$10,000 to $19,999",30.0 to 34.9 percent,20
13121009402,2014,"$10,000 to $19,999",35.0 to 39.9 percent,15
13121009402,2014,"$10,000 to $19,999",40.0 to 49.9 percent,24
13121009402,2014,"$10,000 to $19,999",50.0 percent or more,111
13121009402,2014,"$20,000 to $34,999",Less than 20.0 percent,29
13121009402,2014,"$20,000 to $34,999",20.0 to 24.9 percent,0
13121009402,2014,"$20,000 to $34,999",25.0 to 29.9 percent,0
13121009402,2014,"$20,000 to $34,999",30.0 to 34.9 percent,0
13121009402,2014,"$20,000 to $34,999",35.0 to 39.9 percent,6
13121009402,2014,"$20,000 to $34,999",40.0 to 49.9 percent,154
13121009402,2014,"$20,000 to $34,999",50.0 percent or more,113
13121009402,2014,"$35,000 to $49,999",Less than 20.0 percent,0
13121009402,2014,"$35,000 to $49,999",20.0 to 24.9 percent,32
13121009402,2014,"$35,000 to $49,999",25.0 to 29.9 percent,71
13121009402,2014,"$35,000 to $49,999",30.0 to 34.9 percent,55
13121009402,2014,"$35,000 to $49,999",35.0 to 39.9 percent,39
13121009402,2014,"$35,000 to $49,999",40.0 to 49.9 percent,62
13121009402,2014,"$35,000 to $49,999",50.0 percent or more,68
13121009402,2014,"$50,000 to $74,999",Less than 20.0 percent,34
13121009402,2014,"$50,000 to $74,999",20.0 to 24.9 percent,187
13121009402,2014,"$50,000 to $74,999",25.0 to 29.9 percent,134
13121009402,2014,"$50,000 to $74,999",30.0 to 34.9 percent,117
13121009402,2014,"$50,000 to $74,999",35.0 to 39.9 percent,13
13121009402,2014,"$50,000 to $74,999",40.0 to 49.9 percent,0
13121009402,2014,"$50,000 to $74,999",50.0 percent or more,0
13121009402,2014,"$75,000 to $99,999",Less than 20.0 percent,252
13121009402,2014,"$75,000 to $99,999",20.0 to 24.9 percent,17
13121009402,2014,"$75,000 to $99,999",25.0 to 29.9 percent,17
13121009402,2014,"$75,000 to $99,999",30.0 to 34.9 percent,0
13121009402,2014,"$75,000 to $99,999",35.0 to 39.9 percent,0
13121009402,2014,"$75,000 to $99,999",40.0 to 49.9 percent,0
13121009402,2014,"$75,000 to $99,999",50.0 percent or more,0
13121009402,2014,"$100,000 or more",Less than 20.0 percent,445
13121009402,2014,"$100,000 or more",20.0 to 24.9 percent,14
13121009402,2014,"$100,000 or more",25.0 to 29.9 percent,0
13121009402,2014,"$100,000 or more",30.0 to 34.9 percent,0
13121009402,2014,"$100,000 or more",35.0 to 39.9 percent,0
13121009402,2014,"$100,000 or more",40.0 to 49.9 percent,0
13121009402,2014,"$100,000 or more",50.0 percent or more,0
13121009402,2015,"Less than $10,000",Less than 20.0 percent,0
13121009402,2015,"Less than $10,000",20.0 to 24.9 percent,0
13121009402,2015,"Less than $10,000",25.0 to 29.9 percent,0
13121009402,2015,"Less than $10,000",30.0 to 34.9 percent,0
13121009402,2015,"Less than $10,000",35.0 to 39.9 percent,0
13121009402,2015,"Less than $10,000",40.0 to 49.9 percent,0
13121009402,2015,"Less than $10,000",50.0 percent or more,87
13121009402,2015,"$10,000 to $19,999",Less than 20.0 percent,0
13121009402,2015,"$10,000 to $19,999",20.0 to 24.9 percent,0
13121009402,2015,"$10,000 to $19,999",25.0 to 29.9 percent,0
13121009402,2015,"$10,000 to $19,999",30.0 to 34.9 percent,19
13121009402,2015,"$10,000 to $19,999",35.0 to 39.9 percent,15
13121009402,2015,"$10,000 to $19,999",40.0 to 49.9 percent,22
13121009402,2015,"$10,000 to $19,999",50.0 percent or more,131
13121009402,2015,"$20,000 to $34,999",Less than 20.0 percent,0
13121009402,2015,"$20,000 to $34,999",20.0 to 24.9 percent,0
13121009402,2015,"$20,000 to $34,999",25.0 to 29.9 percent,0
13121009402,2015,"$20,000 to $34,999",30.0 to 34.9 percent,0
13121009402,2015,"$20,000 to $34,999",35.0 to 39.9 percent,8
13121009402,2015,"$20,000 to $34,999",40.0 to 49.9 percent,104
13121009402,2015,"$20,000 to $34,999",50.0 percent or more,136
13121009402,2015,"$35,000 to $49,999",Less than 20.0 percent,0
13121009402,2015,"$35,000 to $49,999",20.0 to 24.9 percent,29
13121009402,2015,"$35,000 to $49,999",25.0 to 29.9 percent,59
13121009402,2015,"$35,000 to $49,999",30.0 to 34.9 percent,56
13121009402,2015,"$35,000 to $49,999",35.0 to 39.9 percent,41
13121009402,2015,"$35,000 to $49,999",40.0 to 49.9 percent,55
13121009402,2015,"$35,000 to $49,999",50.0 percent or more,78
13121009402,2015,"$50,000 to $74,999",Less than 20.0 percent,69
13121009402,2015,"$50,000 to $74,999",20.0 to 24.9 percent,200
13121009402,2015,"$50,000 to $74,999",25.0 to 29.9 percent,125
13121009402,2015,"$50,000 to $74,999",30.0 to 34.9 percent,102
13121009402,2015,"$50,000 to $74,999",35.0 to 39.9 percent,16
13121009402,2015,"$50,000 to $74,999",40.0 to 49.9 percent,15
13121009402,2015,"$50,000 to $74,999",50.0 percent or more,0
13121009402,2015,"$75,000 to $99,999",Less than 20.0 percent,253
13121009402,2015,"$75,000 to $99,999",20.0 to 24.9 percent,29
13121009402,2015,"$75,000 to $99,999",25.0 to 29.9 percent,15
13121009402,2015,"$75,000 to $99,999",30.0 to 34.9 percent,8
13121009402,2015,"$75,000 to $99,999",35.0 to 39.9 percent,0
13121009402,2015,"$75,000 to $99,999",40.0 to 49.9 percent,0
13121009402,2015,"$75,000 to $99,999",50.0 percent or more,0
13121009402,2015,"$100,000 or more",Less than 20.0 percent,439
13121009402,2015,"$100,000 or more",20.0 to 24.9 percent,38
13121009402,2015,"$100,000 or more",25.0 to 29.9 percent,0
13121009402,2015,"$100,000 or more",30.0 to 34.9 percent,0
13121009402,2015,"$100,000 or more",35.0 to 39.9 percent,0
13121009402,2015,"$100,000 or more",40.0 to 49.9 percent,0
13121009402,2015,"$100,000 or more",50.0 percent or more,0
13121009402,2016,"Less than $10,000",Less than 20.0 percent,0
13121009402,2016,"Less than $10,000",20.0 to 24.9 percent,0
13121009402,2016,"Less than $10,000",25.0 to 29.9 percent,0
13121009402,2016,"Less than $10,000",30.0 to 34.9 percent,0
13121009402,2016,"Less than $10,000",35.0 to 39.9 percent,0
13121009402,2016,"Less than $10,000",40.0 to 49.9 percent,0
13121009402,2016,"Less than $10,000",50.0 percent or more,76
13121009402,2016,"$10,000 to $19,999",Less than 20.0 percent,0
13121009402,2016,"$10,000 to $19,999",20.0 to 24.9 percent,0
13121009402,2016,"$10,000 to $19,999",25.0 to 29.9 percent,0
13121009402,2016,"$10,000 to $19,999",30.0 to 34.9 percent,20
13121009402,2016,"$10,000 to $19,999",35.0 to 39.9 percent,15
13121009402,2016,"$10,000 to $19,999",40.0 to 49.9 percent,23
13121009402,2016,"$10,000 to $19,999",50.0 percent or more,118
13121009402,2016,"$20,000 to $34,999",Less than 20.0 percent,0
13121009402,2016,"$20,000 to $34,999",20.0 to 24.9 percent,0
13121009402,2016,"$20,000 to $34,999",25.0 to 29.9 percent,0
13121009402,2016,"$20,000 to $34,999",30.0 to 34.9 percent,0
13121009402,2016,"$20,000 to $34,999",35.0 to 39.9 percent,6
13121009402,2016,"$20,000 to $34,999",40.0 to 49.9 percent,73
13121009402,2016,"$20,000 to $34,999",50.0 percent or more,131
13121009402,2016,"$35,000 to $49,999",Less than 20.0 percent,0
13121009402,2016,"$35,000 to $49,999",20.0 to 24.9 percent,0
13121009402,2016,"$35,000 to $49,999",25.0 to 29.9 percent,55
13121009402,2016,"$35,000 to $49,999",30.0 to 34.9 percent,22
13121009402,2016,"$35,000 to $49,999",35.0 to 39.9 percent,36
13121009402,2016,"$35,000 to $49,999",40.0 to 49.9 percent,54
13121009402,2016,"$35,000 to $49,999",50.0 percent or more,71
13121009402,2016,"$50,000 to $74,999",Less than 20.0 percent,63
13121009402,2016,"$50,000 to $74,999",20.0 to 24.9 percent,218
13121009402,2016,"$50,000 to $74,999",25.0 to 29.9 percent,133
13121009402,2016,"$50,000 to $74,999",30.0 to 34.9 percent,72
13121009402,2016,"$50,000 to $74,999",35.0 to 39.9 percent,27
13121009402,2016,"$50,000 to $74,999",40.0 to 49.9 percent,32
13121009402,2016,"$50,000 to $74,999",50.0 percent or more,0
13121009402,2016,"$75,000 to $99,999",Less than 20.0 percent,157
13121009402,2016,"$75,000 to $99,999",20.0 to 24.9 percent,39
13121009402,2016,"$75,000 to $99,999",25.0 to 29.9 percent,25
13121009402,2016,"$75,000 to $99,999",30.0 to 34.9 percent,8
13121009402,2016,"$75,000 to $99,999",35.0 to 39.9 percent,0
13121009402,2016,"$75,000 to $99,999",40.0 to 49.9 percent,0
13121009402,2016,"$75,000 to $99,999",50.0 percent or more,0
13121009402,2016,"$100,000 or more",Less than 20.0 percent,509
13121009402,2016,"$100,000 or more",20.0 to 24.9 percent,37
13121009402,2016,"$100,000 or more",25.0 to 29.9 percent,0
13121009402,2016,"$100,000 or more",30.0 to 34.9 percent,0
13121009402,2016,"$100,000 or more",35.0 to 39.9 percent,0
13121009402,2016,"$100,000 or more",40.0 to 49.9 percent,0
13121009402,2016,"$100,000 or more",50.0 percent or more,0
