,GEOID,CONTRACT RENT_Estimate!!Total,CONTRACT RENT_Estimate!!Total!!With cash rent,CONTRACT RENT_Estimate!!Total!!With cash rent!!Less than $100,CONTRACT RENT_Estimate!!Total!!With cash rent!!$100 to $149,CONTRACT RENT_Estimate!!Total!!With cash rent!!$150 to $199,CONTRACT RENT_Estimate!!Total!!With cash rent!!$200 to $249,CONTRACT RENT_Estimate!!Total!!With cash rent!!$250 to $299,CONTRACT RENT_Estimate!!Total!!With cash rent!!$300 to $349,CONTRACT RENT_Estimate!!Total!!With cash rent!!$350 to $399,CONTRACT RENT_Estimate!!Total!!With cash rent!!$400 to $449,CONTRACT RENT_Estimate!!Total!!With cash rent!!$450 to $499,CONTRACT RENT_Estimate!!Total!!With cash rent!!$500 to $549,CONTRACT RENT_Estimate!!Total!!With cash rent!!$550 to $599,CONTRACT RENT_Estimate!!Total!!With cash rent!!$600 to $649,CONTRACT RENT_Estimate!!Total!!With cash rent!!$650 to $699,CONTRACT RENT_Estimate!!Total!!With cash rent!!$700 to $749,CONTRACT RENT_Estimate!!Total!!With cash rent!!$750 to $799,CONTRACT RENT_Estimate!!Total!!With cash rent!!$800 to $899,CONTRACT RENT_Estimate!!Total!!With cash rent!!$900 to $999,"CONTRACT RENT_Estimate!!Total!!With cash rent!!$1,000 to $1,249","CONTRACT RENT_Estimate!!Total!!With cash rent!!$1,250 to $1,499","CONTRACT RENT_Estimate!!Total!!With cash rent!!$1,500 to $1,999","CONTRACT RENT_Estimate!!Total!!With cash rent!!$2,000 to $2,499","CONTRACT RENT_Estimate!!Total!!With cash rent!!$2,500 to $2,999","CONTRACT RENT_Estimate!!Total!!With cash rent!!$3,000 to $3,499","CONTRACT RENT_Estimate!!Total!!With cash rent!!$3,500 or more",CONTRACT RENT_Estimate!!Total!!No cash rent,YEAR
95,13121010303,1205.0,1205.0,0.0,55.0,34.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,17.0,50.0,65.0,478.0,167.0,212.0,71.0,35.0,0.0,0.0,0.0,0.0,0.0,2016.0
96,13121010303,1148.0,1148.0,0.0,60.0,33.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,18.0,32.0,86.0,270.0,226.0,301.0,73.0,29.0,0.0,0.0,0.0,0.0,0.0,2017.0
97,13121001700,1546.0,1540.0,87.0,8.0,52.0,19.0,18.0,17.0,0.0,0.0,47.0,72.0,60.0,48.0,43.0,67.0,47.0,150.0,151.0,176.0,244.0,227.0,7.0,0.0,0.0,0.0,6.0,2015.0
98,13121001700,1680.0,1680.0,22.0,8.0,76.0,20.0,20.0,18.0,0.0,0.0,55.0,33.0,59.0,7.0,21.0,0.0,93.0,213.0,141.0,178.0,311.0,336.0,55.0,14.0,0.0,0.0,0.0,2016.0
99,13121001700,1797.0,1797.0,22.0,34.0,66.0,80.0,20.0,0.0,0.0,0.0,49.0,15.0,45.0,0.0,20.0,0.0,75.0,126.0,121.0,215.0,312.0,448.0,133.0,16.0,0.0,0.0,0.0,2017.0
100,13121000600,1825.0,1795.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,18.0,0.0,59.0,83.0,0.0,49.0,273.0,197.0,524.0,313.0,224.0,0.0,0.0,19.0,0.0,30.0,2015.0
101,13121000600,1780.0,1734.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,31.0,64.0,3.0,34.0,128.0,0.0,21.0,108.0,157.0,516.0,223.0,370.0,8.0,0.0,51.0,0.0,46.0,2016.0
102,13121000600,1907.0,1846.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,37.0,72.0,9.0,57.0,87.0,19.0,0.0,91.0,128.0,463.0,282.0,542.0,8.0,0.0,31.0,0.0,61.0,2017.0
103,13121000200,893.0,869.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,123.0,0.0,133.0,199.0,159.0,126.0,33.0,28.0,26.0,0.0,0.0,24.0,2015.0
104,13121000200,920.0,872.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,127.0,0.0,71.0,226.0,192.0,135.0,68.0,12.0,13.0,11.0,0.0,48.0,2016.0
105,13121000200,832.0,799.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,29.0,71.0,43.0,112.0,235.0,120.0,147.0,12.0,15.0,0.0,0.0,33.0,2017.0
106,13121000400,311.0,311.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,9.0,60.0,0.0,33.0,77.0,52.0,0.0,7.0,0.0,34.0,0.0,2015.0
107,13121000400,308.0,308.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,9.0,69.0,0.0,40.0,50.0,74.0,17.0,8.0,0.0,0.0,0.0,2016.0
108,13121000400,363.0,363.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,42.0,34.0,16.0,64.0,144.0,23.0,4.0,0.0,0.0,0.0,2017.0
109,13121000100,326.0,326.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,10.0,6.0,41.0,0.0,62.0,21.0,44.0,18.0,0.0,68.0,0.0,9.0,23.0,0.0,2015.0
110,13121000100,347.0,347.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,6.0,21.0,0.0,64.0,21.0,40.0,25.0,32.0,71.0,0.0,9.0,23.0,0.0,2016.0
111,13121000100,395.0,395.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,20.0,0.0,12.0,49.0,40.0,59.0,88.0,72.0,13.0,11.0,21.0,0.0,2017.0
112,13121010206,198.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,63.0,0.0,6.0,6.0,0.0,7.0,39.0,0.0,20.0,0.0,0.0,28.0,2015.0
113,13121010206,192.0,163.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,53.0,0.0,6.0,0.0,4.0,6.0,37.0,0.0,22.0,0.0,7.0,29.0,2016.0
114,13121010206,176.0,156.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,11.0,37.0,7.0,0.0,3.0,6.0,10.0,0.0,21.0,0.0,29.0,20.0,2017.0
115,13121006602,351.0,337.0,21.0,4.0,0.0,0.0,30.0,20.0,34.0,9.0,34.0,29.0,28.0,37.0,42.0,18.0,0.0,26.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,14.0,2015.0
116,13121006602,357.0,344.0,16.0,4.0,0.0,0.0,30.0,22.0,37.0,10.0,35.0,20.0,23.0,58.0,40.0,19.0,6.0,18.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,13.0,2016.0
117,13121006602,366.0,354.0,15.0,0.0,0.0,0.0,28.0,24.0,20.0,11.0,46.0,15.0,37.0,56.0,41.0,5.0,27.0,22.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,12.0,2017.0
118,13121002900,877.0,877.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,19.0,7.0,0.0,28.0,31.0,10.0,21.0,59.0,89.0,287.0,200.0,66.0,27.0,0.0,0.0,0.0,0.0,2015.0
119,13121002900,869.0,869.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,19.0,0.0,0.0,26.0,30.0,8.0,20.0,73.0,56.0,215.0,242.0,91.0,24.0,0.0,0.0,0.0,0.0,2016.0
120,13121002900,899.0,899.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,21.0,19.0,0.0,31.0,22.0,8.0,10.0,73.0,103.0,221.0,187.0,122.0,24.0,0.0,0.0,0.0,0.0,2017.0
121,13121007705,1499.0,1459.0,49.0,29.0,39.0,97.0,0.0,0.0,82.0,78.0,42.0,69.0,68.0,139.0,107.0,128.0,138.0,129.0,147.0,110.0,0.0,8.0,0.0,0.0,0.0,0.0,40.0,2015.0
122,13121007705,1430.0,1398.0,16.0,27.0,52.0,79.0,47.0,0.0,41.0,65.0,42.0,65.0,101.0,72.0,151.0,232.0,109.0,130.0,58.0,96.0,0.0,15.0,0.0,0.0,0.0,0.0,32.0,2016.0
123,13121007705,1343.0,1290.0,18.0,8.0,62.0,92.0,48.0,7.0,45.0,77.0,33.0,40.0,20.0,57.0,91.0,205.0,230.0,71.0,118.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,2017.0
124,13121009603,1373.0,1373.0,0.0,0.0,0.0,23.0,0.0,0.0,33.0,44.0,24.0,0.0,32.0,149.0,70.0,43.0,91.0,228.0,220.0,237.0,19.0,112.0,0.0,25.0,23.0,0.0,0.0,2015.0
125,13121009603,1583.0,1557.0,0.0,0.0,0.0,28.0,0.0,0.0,49.0,43.0,0.0,0.0,37.0,167.0,67.0,64.0,89.0,203.0,227.0,264.0,85.0,148.0,15.0,39.0,32.0,0.0,26.0,2016.0
126,13121009603,1516.0,1494.0,0.0,0.0,0.0,31.0,0.0,14.0,14.0,0.0,0.0,0.0,0.0,174.0,80.0,53.0,67.0,254.0,104.0,236.0,84.0,280.0,25.0,28.0,50.0,0.0,22.0,2017.0
127,13121009601,741.0,741.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,6.0,9.0,51.0,101.0,174.0,111.0,210.0,64.0,11.0,0.0,0.0,0.0,2015.0
128,13121009601,802.0,802.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,7.0,22.0,36.0,93.0,176.0,211.0,163.0,72.0,16.0,0.0,0.0,0.0,2016.0
129,13121009601,950.0,941.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,30.0,38.0,73.0,191.0,250.0,224.0,84.0,41.0,8.0,0.0,9.0,2017.0
130,13121009801,441.0,429.0,11.0,20.0,54.0,56.0,27.0,25.0,10.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,35.0,24.0,47.0,10.0,0.0,23.0,12.0,2015.0
131,13121009801,522.0,512.0,9.0,20.0,17.0,55.0,27.0,26.0,8.0,55.0,16.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,47.0,48.0,0.0,82.0,10.0,0.0,83.0,10.0,2016.0
132,13121009801,565.0,543.0,9.0,20.0,30.0,40.0,29.0,15.0,40.0,44.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,116.0,0.0,40.0,0.0,11.0,83.0,22.0,2017.0
133,13121011900,1538.0,1507.0,71.0,92.0,92.0,46.0,9.0,63.0,0.0,8.0,50.0,46.0,36.0,74.0,75.0,48.0,124.0,168.0,153.0,261.0,40.0,45.0,6.0,0.0,0.0,0.0,31.0,2015.0
134,13121011900,1596.0,1576.0,102.0,85.0,101.0,74.0,11.0,72.0,0.0,20.0,57.0,9.0,76.0,92.0,14.0,52.0,68.0,243.0,116.0,263.0,49.0,67.0,5.0,0.0,0.0,0.0,20.0,2016.0
135,13121011900,1581.0,1571.0,98.0,86.0,77.0,85.0,37.0,91.0,0.0,24.0,41.0,0.0,33.0,129.0,17.0,110.0,0.0,137.0,113.0,303.0,73.0,110.0,7.0,0.0,0.0,0.0,10.0,2017.0
136,13121001202,1534.0,1534.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,36.0,0.0,0.0,13.0,130.0,151.0,185.0,114.0,432.0,190.0,153.0,42.0,23.0,0.0,23.0,0.0,2015.0
137,13121001202,1538.0,1523.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,27.0,0.0,0.0,13.0,37.0,120.0,203.0,258.0,402.0,144.0,210.0,52.0,0.0,0.0,29.0,15.0,2016.0
138,13121001202,1494.0,1475.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,13.0,47.0,254.0,271.0,350.0,226.0,217.0,51.0,0.0,0.0,24.0,19.0,2017.0
139,13121009102,1256.0,1256.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,131.0,163.0,142.0,64.0,104.0,143.0,93.0,133.0,91.0,112.0,17.0,0.0,0.0,0.0,0.0,2015.0
140,13121009102,1210.0,1210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,0.0,16.0,230.0,131.0,33.0,72.0,134.0,100.0,221.0,95.0,90.0,27.0,0.0,0.0,0.0,0.0,2016.0
141,13121009102,1138.0,1138.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.0,0.0,53.0,164.0,61.0,45.0,13.0,97.0,82.0,293.0,90.0,96.0,13.0,15.0,0.0,0.0,0.0,2017.0
142,13089020802,612.0,598.0,0.0,89.0,36.0,36.0,33.0,44.0,0.0,8.0,30.0,30.0,0.0,70.0,28.0,0.0,36.0,106.0,6.0,27.0,7.0,12.0,0.0,0.0,0.0,0.0,14.0,2015.0
143,13089020802,647.0,638.0,0.0,84.0,18.0,38.0,34.0,71.0,0.0,32.0,28.0,17.0,0.0,34.0,68.0,0.0,42.0,114.0,7.0,32.0,0.0,19.0,0.0,0.0,0.0,0.0,9.0,2016.0
144,13089020802,676.0,669.0,70.0,34.0,21.0,11.0,39.0,62.0,0.0,37.0,29.0,24.0,0.0,32.0,66.0,9.0,55.0,81.0,45.0,28.0,26.0,0.0,0.0,0.0,0.0,0.0,7.0,2017.0
145,13121001201,1564.0,1564.0,0.0,0.0,15.0,75.0,46.0,14.0,0.0,0.0,14.0,0.0,0.0,16.0,61.0,136.0,211.0,286.0,81.0,296.0,147.0,96.0,0.0,70.0,0.0,0.0,0.0,2015.0
146,13121001201,1680.0,1680.0,0.0,0.0,28.0,62.0,27.0,14.0,0.0,0.0,13.0,0.0,0.0,15.0,0.0,81.0,335.0,148.0,137.0,340.0,118.0,272.0,29.0,61.0,0.0,0.0,0.0,2016.0
147,13121001201,1875.0,1875.0,0.0,0.0,17.0,82.0,119.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,170.0,169.0,122.0,439.0,199.0,286.0,90.0,99.0,0.0,0.0,0.0,2017.0
148,13121001001,366.0,360.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,14.0,21.0,9.0,8.0,0.0,5.0,19.0,54.0,92.0,91.0,18.0,20.0,4.0,0.0,6.0,2015.0
149,13121001001,387.0,376.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,12.0,14.0,27.0,9.0,11.0,6.0,29.0,45.0,80.0,89.0,18.0,25.0,7.0,0.0,11.0,2016.0
150,13121001001,417.0,406.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,10.0,11.0,5.0,9.0,19.0,10.0,9.0,51.0,80.0,123.0,36.0,29.0,7.0,0.0,11.0,2017.0
151,13121008903,327.0,327.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,11.0,64.0,39.0,19.0,31.0,0.0,0.0,51.0,21.0,30.0,42.0,0.0,0.0,0.0,0.0,0.0,2015.0
152,13121008903,401.0,401.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,10.0,73.0,60.0,19.0,24.0,14.0,30.0,66.0,30.0,36.0,20.0,0.0,0.0,0.0,0.0,0.0,2016.0
153,13121008903,486.0,486.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,15.0,3.0,28.0,71.0,15.0,0.0,49.0,20.0,52.0,93.0,77.0,52.0,3.0,0.0,0.0,0.0,0.0,2017.0
154,13121004300,494.0,494.0,0.0,13.0,0.0,17.0,6.0,0.0,8.0,28.0,14.0,0.0,5.0,32.0,112.0,28.0,57.0,61.0,25.0,52.0,30.0,6.0,0.0,0.0,0.0,0.0,0.0,2015.0
155,13121004300,544.0,544.0,16.0,14.0,10.0,9.0,24.0,4.0,0.0,39.0,15.0,0.0,6.0,35.0,99.0,59.0,55.0,53.0,19.0,51.0,29.0,7.0,0.0,0.0,0.0,0.0,0.0,2016.0
156,13121004300,562.0,562.0,22.0,14.0,14.0,6.0,26.0,24.0,0.0,28.0,15.0,0.0,7.0,18.0,71.0,32.0,73.0,64.0,41.0,55.0,30.0,22.0,0.0,0.0,0.0,0.0,0.0,2017.0
157,13121007603,1875.0,1835.0,24.0,0.0,33.0,155.0,58.0,69.0,44.0,40.0,139.0,293.0,368.0,155.0,166.0,66.0,69.0,84.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,2015.0
158,13121007603,1905.0,1882.0,71.0,0.0,42.0,138.0,56.0,86.0,21.0,87.0,100.0,318.0,440.0,128.0,110.0,103.0,34.0,82.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,2016.0
159,13121007603,1981.0,1945.0,95.0,0.0,75.0,128.0,70.0,99.0,34.0,78.0,69.0,177.0,386.0,296.0,172.0,55.0,26.0,89.0,26.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,2017.0
160,13121007604,762.0,762.0,92.0,8.0,0.0,0.0,0.0,5.0,33.0,0.0,51.0,84.0,109.0,94.0,90.0,120.0,46.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0
161,13121007604,777.0,777.0,77.0,8.0,0.0,0.0,0.0,23.0,19.0,0.0,45.0,38.0,133.0,82.0,128.0,150.0,45.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0
162,13121007604,808.0,808.0,73.0,9.0,0.0,0.0,0.0,20.0,16.0,0.0,34.0,57.0,93.0,172.0,69.0,159.0,56.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017.0
163,13121007703,604.0,594.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,10.0,23.0,101.0,116.0,29.0,59.0,111.0,17.0,0.0,20.0,48.0,49.0,0.0,0.0,0.0,0.0,0.0,10.0,2015.0
164,13121007703,671.0,661.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,10.0,18.0,111.0,80.0,151.0,47.0,83.0,45.0,10.0,20.0,57.0,19.0,0.0,0.0,0.0,0.0,0.0,10.0,2016.0
165,13121007703,652.0,652.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,25.0,28.0,98.0,89.0,91.0,101.0,61.0,33.0,21.0,73.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,2017.0
166,13121007704,930.0,882.0,35.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,33.0,54.0,221.0,79.0,126.0,105.0,48.0,9.0,81.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,2015.0
167,13121007704,1027.0,982.0,51.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,44.0,27.0,143.0,89.0,184.0,106.0,85.0,45.0,94.0,60.0,0.0,47.0,0.0,0.0,0.0,0.0,45.0,2016.0
168,13121007704,1183.0,1122.0,54.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,24.0,54.0,161.0,73.0,210.0,197.0,104.0,50.0,0.0,139.0,0.0,48.0,0.0,0.0,0.0,0.0,61.0,2017.0
169,13121009501,340.0,334.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,15.0,0.0,22.0,0.0,22.0,69.0,65.0,37.0,8.0,0.0,16.0,74.0,6.0,2015.0
170,13121009501,314.0,296.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,21.0,0.0,26.0,0.0,23.0,32.0,83.0,66.0,0.0,8.0,7.0,21.0,18.0,2016.0
171,13121009501,330.0,314.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,10.0,0.0,25.0,0.0,15.0,17.0,99.0,111.0,0.0,0.0,9.0,21.0,16.0,2017.0
172,13089020700,426.0,410.0,0.0,0.0,0.0,5.0,13.0,7.0,0.0,0.0,0.0,73.0,13.0,70.0,72.0,12.0,18.0,18.0,13.0,35.0,24.0,37.0,0.0,0.0,0.0,0.0,16.0,2015.0
173,13089020700,430.0,405.0,0.0,0.0,0.0,7.0,0.0,6.0,0.0,0.0,0.0,67.0,9.0,84.0,62.0,21.0,26.0,24.0,17.0,47.0,0.0,35.0,0.0,0.0,0.0,0.0,25.0,2016.0
174,13089020700,437.0,417.0,0.0,0.0,0.0,6.0,0.0,9.0,0.0,0.0,0.0,44.0,40.0,75.0,40.0,29.0,34.0,23.0,32.0,24.0,23.0,38.0,0.0,0.0,0.0,0.0,20.0,2017.0
175,13121008902,2501.0,2467.0,17.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,46.0,0.0,28.0,91.0,85.0,104.0,150.0,409.0,423.0,619.0,388.0,83.0,0.0,0.0,0.0,0.0,34.0,2015.0
176,13121008902,2726.0,2712.0,16.0,0.0,0.0,0.0,0.0,32.0,13.0,0.0,34.0,0.0,0.0,111.0,127.0,85.0,197.0,325.0,420.0,759.0,485.0,86.0,22.0,0.0,0.0,0.0,14.0,2016.0
177,13121008902,2691.0,2691.0,17.0,0.0,0.0,0.0,0.0,44.0,20.0,0.0,0.0,0.0,0.0,114.0,62.0,98.0,184.0,312.0,244.0,856.0,509.0,195.0,23.0,13.0,0.0,0.0,0.0,2017.0
178,13121009403,2274.0,2257.0,40.0,0.0,99.0,37.0,0.0,13.0,0.0,28.0,44.0,0.0,10.0,82.0,41.0,112.0,204.0,416.0,362.0,547.0,119.0,103.0,0.0,0.0,0.0,0.0,17.0,2015.0
179,13121009403,2139.0,2056.0,0.0,0.0,80.0,72.0,0.0,10.0,0.0,30.0,43.0,0.0,10.0,82.0,44.0,51.0,147.0,183.0,334.0,637.0,143.0,190.0,0.0,0.0,0.0,0.0,83.0,2016.0
180,13121009403,2173.0,2089.0,0.0,0.0,31.0,74.0,0.0,14.0,0.0,15.0,45.0,0.0,10.0,37.0,83.0,0.0,115.0,190.0,215.0,858.0,177.0,196.0,29.0,0.0,0.0,0.0,84.0,2017.0
181,13121009602,1358.0,1358.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,16.0,17.0,0.0,0.0,95.0,84.0,177.0,216.0,271.0,97.0,50.0,15.0,288.0,0.0,2015.0
182,13121009602,1326.0,1326.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,0.0,0.0,127.0,73.0,307.0,154.0,299.0,53.0,95.0,43.0,127.0,0.0,2016.0
183,13121009602,1292.0,1292.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,119.0,75.0,301.0,123.0,312.0,86.0,51.0,13.0,166.0,0.0,2017.0
184,13121009404,1091.0,1059.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,0.0,0.0,0.0,33.0,0.0,0.0,130.0,40.0,252.0,253.0,220.0,40.0,12.0,0.0,0.0,32.0,2015.0
185,13121009404,1033.0,1003.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,33.0,0.0,0.0,11.0,69.0,264.0,301.0,262.0,0.0,0.0,12.0,0.0,30.0,2016.0
186,13121009404,999.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,35.0,0.0,0.0,41.0,0.0,0.0,12.0,57.0,191.0,337.0,250.0,29.0,0.0,36.0,0.0,0.0,2017.0
187,13121009502,789.0,759.0,0.0,0.0,0.0,43.0,15.0,11.0,48.0,0.0,0.0,15.0,39.0,15.0,0.0,29.0,12.0,49.0,118.0,105.0,134.0,126.0,0.0,0.0,0.0,0.0,30.0,2015.0
188,13121009502,988.0,964.0,0.0,0.0,0.0,46.0,31.0,44.0,15.0,0.0,17.0,15.0,56.0,15.0,0.0,29.0,7.0,0.0,154.0,224.0,80.0,145.0,77.0,9.0,0.0,0.0,24.0,2016.0
189,13121009502,1110.0,1082.0,0.0,0.0,0.0,42.0,27.0,25.0,13.0,0.0,11.0,0.0,37.0,13.0,0.0,0.0,0.0,17.0,83.0,285.0,143.0,258.0,114.0,14.0,0.0,0.0,28.0,2017.0
190,13121010114,1691.0,1643.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,72.0,41.0,160.0,133.0,175.0,326.0,160.0,375.0,116.0,64.0,0.0,0.0,0.0,0.0,48.0,2015.0
191,13121010114,1769.0,1705.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,0.0,96.0,114.0,227.0,347.0,168.0,411.0,190.0,65.0,0.0,16.0,0.0,0.0,64.0,2016.0
192,13121010114,1692.0,1665.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,0.0,64.0,36.0,228.0,265.0,181.0,468.0,160.0,175.0,0.0,27.0,0.0,0.0,27.0,2017.0
193,13121011800,1245.0,1245.0,8.0,0.0,16.0,8.0,0.0,17.0,23.0,40.0,163.0,72.0,128.0,127.0,80.0,54.0,104.0,127.0,95.0,120.0,46.0,11.0,6.0,0.0,0.0,0.0,0.0,2015.0
194,13121011800,1112.0,1112.0,8.0,0.0,17.0,10.0,0.0,20.0,30.0,9.0,85.0,24.0,158.0,74.0,112.0,45.0,128.0,123.0,63.0,96.0,73.0,32.0,5.0,0.0,0.0,0.0,0.0,2016.0
195,13121011800,971.0,959.0,8.0,0.0,0.0,15.0,0.0,10.0,17.0,9.0,40.0,15.0,85.0,97.0,107.0,52.0,58.0,198.0,17.0,109.0,83.0,39.0,0.0,0.0,0.0,0.0,12.0,2017.0
196,13089020600,568.0,562.0,50.0,0.0,3.0,0.0,0.0,5.0,9.0,0.0,0.0,8.0,66.0,4.0,26.0,58.0,0.0,48.0,63.0,141.0,62.0,19.0,0.0,0.0,0.0,0.0,6.0,2015.0
197,13089020600,699.0,693.0,50.0,0.0,7.0,0.0,0.0,10.0,12.0,0.0,0.0,13.0,69.0,4.0,39.0,75.0,0.0,31.0,88.0,185.0,94.0,8.0,0.0,0.0,8.0,0.0,6.0,2016.0
198,13089020600,601.0,578.0,31.0,11.0,8.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,14.0,58.0,53.0,34.0,23.0,24.0,88.0,87.0,97.0,9.0,0.0,0.0,25.0,0.0,23.0,2017.0
199,13089020400,492.0,492.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,71.0,72.0,24.0,23.0,97.0,86.0,36.0,20.0,23.0,0.0,0.0,0.0,0.0,0.0,2015.0
200,13089020400,549.0,549.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,59.0,52.0,24.0,49.0,155.0,78.0,47.0,14.0,28.0,0.0,0.0,0.0,0.0,0.0,2016.0
201,13089020400,549.0,543.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,76.0,61.0,28.0,28.0,183.0,26.0,86.0,8.0,19.0,8.0,0.0,0.0,0.0,6.0,2017.0
202,13089020500,674.0,674.0,72.0,8.0,18.0,18.0,8.0,0.0,18.0,0.0,0.0,59.0,36.0,7.0,71.0,34.0,0.0,128.0,43.0,105.0,40.0,9.0,0.0,0.0,0.0,0.0,0.0,2015.0
