,GEOID,VACANCY STATUS_Estimate!!Total,VACANCY STATUS_Estimate!!Total!!For rent,"VACANCY STATUS_Estimate!!Total!!Rented, not occupied",VACANCY STATUS_Estimate!!Total!!For sale only,"VACANCY STATUS_Estimate!!Total!!Sold, not occupied","VACANCY STATUS_Estimate!!Total!!For seasonal, recreational, or occasional use",VACANCY STATUS_Estimate!!Total!!For migrant workers,VACANCY STATUS_Estimate!!Total!!Other vacant,YEAR
611,13121003900,329.0,130.0,0.0,0.0,0.0,0.0,0.0,199.0,2016.0
612,13121003900,352.0,110.0,0.0,0.0,11.0,0.0,0.0,231.0,2017.0
613,13121004100,447.0,169.0,13.0,30.0,0.0,0.0,0.0,235.0,2012.0
614,13121004100,454.0,160.0,15.0,29.0,16.0,0.0,0.0,234.0,2013.0
615,13121004100,468.0,176.0,15.0,12.0,16.0,0.0,0.0,249.0,2014.0
616,13121004100,457.0,178.0,15.0,14.0,17.0,0.0,0.0,233.0,2015.0
617,13121004100,452.0,171.0,14.0,13.0,15.0,0.0,0.0,239.0,2016.0
618,13121004100,499.0,173.0,0.0,13.0,33.0,0.0,0.0,280.0,2017.0
619,13121004900,153.0,0.0,27.0,16.0,0.0,12.0,0.0,98.0,2012.0
620,13121004900,129.0,0.0,19.0,21.0,0.0,14.0,0.0,75.0,2013.0
621,13121004900,152.0,0.0,18.0,17.0,0.0,14.0,0.0,103.0,2014.0
622,13121004900,78.0,0.0,0.0,17.0,0.0,14.0,0.0,47.0,2015.0
623,13121004900,83.0,0.0,39.0,0.0,0.0,0.0,0.0,44.0,2016.0
624,13121004900,194.0,58.0,86.0,0.0,0.0,0.0,0.0,50.0,2017.0
625,13121004000,378.0,0.0,0.0,64.0,0.0,0.0,0.0,314.0,2012.0
626,13121004000,355.0,0.0,0.0,51.0,0.0,0.0,0.0,304.0,2013.0
627,13121004000,392.0,0.0,0.0,46.0,0.0,0.0,0.0,346.0,2014.0
628,13121004000,389.0,0.0,0.0,25.0,0.0,0.0,0.0,364.0,2015.0
629,13121004000,392.0,9.0,0.0,24.0,0.0,0.0,0.0,359.0,2016.0
630,13121004000,374.0,12.0,0.0,0.0,0.0,0.0,0.0,362.0,2017.0
631,13121004400,288.0,137.0,0.0,0.0,0.0,36.0,0.0,115.0,2012.0
632,13121004400,276.0,107.0,52.0,0.0,0.0,37.0,0.0,80.0,2013.0
633,13121004400,317.0,107.0,72.0,0.0,0.0,40.0,0.0,98.0,2014.0
634,13121004400,236.0,74.0,70.0,0.0,0.0,0.0,0.0,92.0,2015.0
635,13121004400,235.0,58.0,62.0,0.0,0.0,0.0,0.0,115.0,2016.0
636,13121004400,222.0,46.0,66.0,0.0,0.0,0.0,0.0,110.0,2017.0
637,13121005300,157.0,87.0,9.0,33.0,0.0,28.0,0.0,0.0,2012.0
638,13121005300,176.0,81.0,14.0,0.0,0.0,14.0,0.0,67.0,2013.0
639,13121005300,198.0,58.0,13.0,7.0,0.0,28.0,0.0,92.0,2014.0
640,13121005300,228.0,60.0,0.0,9.0,0.0,32.0,0.0,127.0,2015.0
641,13121005300,208.0,35.0,0.0,31.0,0.0,33.0,0.0,109.0,2016.0
642,13121005300,184.0,40.0,0.0,23.0,0.0,0.0,0.0,121.0,2017.0
643,13121008400,748.0,193.0,0.0,66.0,24.0,0.0,0.0,465.0,2012.0
644,13121008400,796.0,230.0,0.0,70.0,24.0,0.0,0.0,472.0,2013.0
645,13121008400,736.0,151.0,0.0,42.0,34.0,0.0,0.0,509.0,2014.0
646,13121008400,797.0,138.0,0.0,0.0,9.0,0.0,0.0,650.0,2015.0
647,13121008400,831.0,157.0,21.0,0.0,18.0,0.0,0.0,635.0,2016.0
648,13121008400,919.0,196.0,20.0,0.0,19.0,0.0,0.0,684.0,2017.0
649,13121008302,495.0,130.0,0.0,0.0,0.0,0.0,0.0,365.0,2012.0
650,13121008302,491.0,75.0,0.0,8.0,0.0,0.0,0.0,408.0,2013.0
651,13121008302,648.0,60.0,0.0,8.0,0.0,0.0,0.0,580.0,2014.0
652,13121008302,556.0,57.0,0.0,8.0,0.0,0.0,0.0,491.0,2015.0
653,13121008302,511.0,32.0,0.0,9.0,0.0,0.0,0.0,470.0,2016.0
654,13121008302,506.0,8.0,0.0,8.0,0.0,0.0,0.0,490.0,2017.0
655,13121005200,273.0,110.0,0.0,16.0,0.0,6.0,0.0,141.0,2012.0
656,13121005200,238.0,98.0,0.0,15.0,0.0,19.0,0.0,106.0,2013.0
657,13121005200,213.0,92.0,0.0,14.0,0.0,17.0,0.0,90.0,2014.0
658,13121005200,175.0,120.0,0.0,0.0,0.0,0.0,0.0,55.0,2015.0
659,13121005200,177.0,22.0,0.0,95.0,0.0,0.0,0.0,60.0,2016.0
660,13121005200,231.0,56.0,58.0,103.0,0.0,0.0,0.0,14.0,2017.0
661,13121008500,718.0,248.0,0.0,54.0,126.0,0.0,0.0,290.0,2012.0
662,13121008500,740.0,196.0,0.0,37.0,95.0,0.0,0.0,412.0,2013.0
663,13121008500,801.0,189.0,0.0,45.0,81.0,0.0,0.0,486.0,2014.0
664,13121008500,671.0,117.0,0.0,21.0,49.0,0.0,0.0,484.0,2015.0
665,13121008500,682.0,57.0,9.0,16.0,49.0,0.0,0.0,551.0,2016.0
666,13121008500,606.0,15.0,12.0,14.0,15.0,0.0,0.0,550.0,2017.0
667,13121008202,384.0,103.0,0.0,0.0,0.0,0.0,0.0,281.0,2012.0
668,13121008202,337.0,109.0,0.0,0.0,0.0,0.0,0.0,228.0,2013.0
669,13121008202,259.0,109.0,0.0,0.0,0.0,0.0,0.0,150.0,2014.0
670,13121008202,181.0,50.0,0.0,0.0,0.0,0.0,0.0,131.0,2015.0
671,13121008202,200.0,61.0,0.0,0.0,0.0,0.0,0.0,139.0,2016.0
672,13121008202,216.0,64.0,0.0,0.0,0.0,0.0,0.0,152.0,2017.0
673,13121008601,726.0,133.0,19.0,115.0,36.0,0.0,0.0,423.0,2012.0
674,13121008601,647.0,100.0,15.0,90.0,37.0,0.0,0.0,405.0,2013.0
675,13121008601,588.0,83.0,22.0,90.0,54.0,0.0,0.0,339.0,2014.0
676,13121008601,550.0,111.0,35.0,32.0,48.0,11.0,0.0,313.0,2015.0
677,13121008601,554.0,86.0,40.0,30.0,28.0,11.0,0.0,359.0,2016.0
678,13121008601,628.0,76.0,25.0,0.0,32.0,13.0,0.0,482.0,2017.0
679,13121008301,615.0,183.0,0.0,48.0,16.0,8.0,0.0,360.0,2012.0
680,13121008301,568.0,191.0,0.0,19.0,17.0,26.0,0.0,315.0,2013.0
681,13121008301,631.0,183.0,0.0,0.0,17.0,19.0,0.0,412.0,2014.0
682,13121008301,620.0,106.0,0.0,0.0,18.0,39.0,0.0,457.0,2015.0
683,13121008301,687.0,72.0,0.0,0.0,18.0,58.0,0.0,539.0,2016.0
684,13121008301,710.0,55.0,0.0,0.0,0.0,64.0,0.0,591.0,2017.0
685,13121005501,302.0,47.0,0.0,53.0,47.0,0.0,0.0,155.0,2012.0
686,13121005501,285.0,23.0,14.0,46.0,45.0,0.0,0.0,157.0,2013.0
687,13121005501,278.0,0.0,14.0,37.0,0.0,15.0,0.0,212.0,2014.0
688,13121005501,270.0,0.0,15.0,41.0,0.0,15.0,0.0,199.0,2015.0
689,13121005501,317.0,22.0,15.0,40.0,0.0,14.0,0.0,226.0,2016.0
690,13121005501,327.0,26.0,14.0,36.0,0.0,13.0,0.0,238.0,2017.0
691,13121005700,341.0,50.0,10.0,68.0,0.0,0.0,0.0,213.0,2012.0
692,13121005700,339.0,68.0,0.0,85.0,0.0,0.0,0.0,186.0,2013.0
693,13121005700,270.0,49.0,0.0,55.0,0.0,0.0,0.0,166.0,2014.0
694,13121005700,247.0,55.0,0.0,61.0,0.0,0.0,0.0,131.0,2015.0
695,13121005700,272.0,44.0,0.0,44.0,0.0,0.0,0.0,184.0,2016.0
696,13121005700,261.0,35.0,0.0,28.0,0.0,0.0,0.0,198.0,2017.0
697,13121006400,240.0,21.0,16.0,15.0,0.0,0.0,0.0,188.0,2012.0
698,13121006400,226.0,6.0,0.0,13.0,0.0,0.0,0.0,207.0,2013.0
699,13121006400,171.0,7.0,0.0,0.0,0.0,0.0,0.0,164.0,2014.0
700,13121006400,185.0,15.0,0.0,0.0,0.0,0.0,0.0,170.0,2015.0
701,13121006400,155.0,7.0,0.0,0.0,0.0,0.0,0.0,148.0,2016.0
702,13121006400,125.0,16.0,0.0,0.0,0.0,0.0,0.0,109.0,2017.0
703,13121006300,436.0,56.0,50.0,49.0,0.0,0.0,0.0,281.0,2012.0
704,13121006300,399.0,60.0,0.0,0.0,8.0,0.0,0.0,331.0,2013.0
705,13121006300,460.0,55.0,7.0,0.0,12.0,0.0,0.0,386.0,2014.0
706,13121006300,508.0,69.0,10.0,0.0,12.0,0.0,0.0,417.0,2015.0
707,13121006300,531.0,88.0,10.0,0.0,12.0,0.0,0.0,421.0,2016.0
708,13121006300,564.0,63.0,10.0,0.0,12.0,8.0,0.0,471.0,2017.0
709,13121006100,513.0,80.0,0.0,67.0,0.0,0.0,0.0,366.0,2012.0
710,13121006100,450.0,71.0,0.0,22.0,0.0,0.0,0.0,357.0,2013.0
711,13121006100,491.0,79.0,0.0,17.0,0.0,0.0,0.0,395.0,2014.0
712,13121006100,492.0,51.0,0.0,18.0,0.0,0.0,0.0,423.0,2015.0
713,13121006100,472.0,36.0,0.0,18.0,0.0,0.0,20.0,398.0,2016.0
714,13121006100,444.0,12.0,0.0,40.0,0.0,0.0,20.0,372.0,2017.0
715,13121005502,298.0,22.0,14.0,110.0,0.0,17.0,0.0,135.0,2012.0
716,13121005502,287.0,23.0,29.0,82.0,0.0,0.0,0.0,153.0,2013.0
717,13121005502,277.0,30.0,30.0,40.0,0.0,0.0,0.0,177.0,2014.0
718,13121005502,288.0,69.0,34.0,21.0,0.0,0.0,0.0,164.0,2015.0
719,13121005502,314.0,77.0,31.0,19.0,45.0,0.0,0.0,142.0,2016.0
720,13121005502,275.0,92.0,32.0,0.0,40.0,0.0,0.0,111.0,2017.0
721,13121005800,267.0,37.0,56.0,45.0,0.0,0.0,0.0,129.0,2012.0
722,13121005800,237.0,38.0,21.0,45.0,0.0,0.0,0.0,133.0,2013.0
723,13121005800,239.0,18.0,25.0,0.0,0.0,0.0,0.0,196.0,2014.0
724,13121005800,194.0,16.0,0.0,0.0,0.0,0.0,0.0,178.0,2015.0
725,13121005800,188.0,14.0,0.0,0.0,0.0,0.0,0.0,174.0,2016.0
726,13121005800,167.0,14.0,0.0,11.0,0.0,0.0,0.0,142.0,2017.0
727,13121006500,419.0,96.0,0.0,34.0,13.0,0.0,0.0,276.0,2012.0
728,13121006500,445.0,89.0,0.0,31.0,14.0,0.0,0.0,311.0,2013.0
729,13121006500,465.0,55.0,23.0,28.0,25.0,0.0,0.0,334.0,2014.0
730,13121006500,444.0,50.0,22.0,0.0,0.0,0.0,0.0,372.0,2015.0
731,13121006500,480.0,25.0,21.0,0.0,0.0,0.0,0.0,434.0,2016.0
732,13121006500,393.0,0.0,24.0,0.0,38.0,0.0,0.0,331.0,2017.0
733,13121008602,331.0,47.0,0.0,21.0,30.0,0.0,0.0,233.0,2012.0
734,13121008602,277.0,13.0,0.0,19.0,31.0,0.0,0.0,214.0,2013.0
735,13121008602,139.0,10.0,0.0,29.0,15.0,0.0,0.0,85.0,2014.0
736,13121008602,114.0,0.0,0.0,30.0,16.0,0.0,0.0,68.0,2015.0
737,13121008602,68.0,0.0,0.0,27.0,0.0,0.0,0.0,41.0,2016.0
738,13121008602,44.0,0.0,0.0,11.0,0.0,0.0,0.0,33.0,2017.0
739,13121008800,326.0,30.0,0.0,101.0,49.0,0.0,0.0,146.0,2012.0
740,13121008800,260.0,51.0,0.0,28.0,56.0,0.0,0.0,125.0,2013.0
741,13121008800,274.0,48.0,0.0,0.0,50.0,0.0,0.0,176.0,2014.0
742,13121008800,333.0,85.0,0.0,0.0,50.0,0.0,0.0,198.0,2015.0
743,13121008800,298.0,95.0,0.0,0.0,0.0,0.0,0.0,203.0,2016.0
744,13121008800,424.0,98.0,0.0,26.0,0.0,50.0,0.0,250.0,2017.0
745,13121009200,460.0,356.0,0.0,70.0,0.0,34.0,0.0,0.0,2012.0
746,13121009200,572.0,467.0,0.0,71.0,0.0,34.0,0.0,0.0,2013.0
747,13121009200,451.0,359.0,0.0,0.0,0.0,92.0,0.0,0.0,2014.0
748,13121009200,502.0,344.0,66.0,31.0,0.0,61.0,0.0,0.0,2015.0
749,13121009200,538.0,347.0,65.0,31.0,0.0,95.0,0.0,0.0,2016.0
750,13121009200,687.0,409.0,70.0,34.0,0.0,174.0,0.0,0.0,2017.0
751,13121007500,529.0,212.0,28.0,18.0,0.0,0.0,0.0,271.0,2012.0
752,13121007500,527.0,186.0,26.0,9.0,0.0,21.0,0.0,285.0,2013.0
753,13121007500,535.0,159.0,26.0,10.0,0.0,20.0,0.0,320.0,2014.0
754,13121007500,467.0,115.0,28.0,9.0,0.0,22.0,0.0,293.0,2015.0
755,13121007500,458.0,92.0,0.0,13.0,0.0,45.0,24.0,284.0,2016.0
756,13121007500,410.0,110.0,0.0,13.0,0.0,45.0,24.0,218.0,2017.0
757,13121008101,24.0,0.0,0.0,15.0,0.0,0.0,0.0,9.0,2012.0
758,13121008101,64.0,0.0,16.0,13.0,0.0,0.0,0.0,35.0,2013.0
759,13121008101,62.0,14.0,14.0,13.0,0.0,0.0,0.0,21.0,2014.0
760,13121008101,67.0,15.0,13.0,15.0,0.0,0.0,0.0,24.0,2015.0
761,13121008101,69.0,17.0,16.0,17.0,0.0,0.0,0.0,19.0,2016.0
762,13121008101,56.0,16.0,18.0,0.0,0.0,0.0,0.0,22.0,2017.0
763,13121006000,420.0,97.0,35.0,30.0,22.0,0.0,0.0,236.0,2012.0
764,13121006000,443.0,126.0,34.0,0.0,15.0,17.0,0.0,251.0,2013.0
765,13121006000,460.0,179.0,18.0,0.0,31.0,18.0,0.0,214.0,2014.0
766,13121006000,488.0,171.0,0.0,15.0,16.0,19.0,0.0,267.0,2015.0
767,13121006000,473.0,136.0,0.0,15.0,13.0,17.0,0.0,292.0,2016.0
768,13121006000,437.0,116.0,0.0,17.0,16.0,18.0,0.0,270.0,2017.0
