,GEOID,CONTRACT RENT_Estimate!!Total,CONTRACT RENT_Estimate!!Total!!With cash rent,CONTRACT RENT_Estimate!!Total!!With cash rent!!Less than $100,CONTRACT RENT_Estimate!!Total!!With cash rent!!$100 to $149,CONTRACT RENT_Estimate!!Total!!With cash rent!!$150 to $199,CONTRACT RENT_Estimate!!Total!!With cash rent!!$200 to $249,CONTRACT RENT_Estimate!!Total!!With cash rent!!$250 to $299,CONTRACT RENT_Estimate!!Total!!With cash rent!!$300 to $349,CONTRACT RENT_Estimate!!Total!!With cash rent!!$350 to $399,CONTRACT RENT_Estimate!!Total!!With cash rent!!$400 to $449,CONTRACT RENT_Estimate!!Total!!With cash rent!!$450 to $499,CONTRACT RENT_Estimate!!Total!!With cash rent!!$500 to $549,CONTRACT RENT_Estimate!!Total!!With cash rent!!$550 to $599,CONTRACT RENT_Estimate!!Total!!With cash rent!!$600 to $649,CONTRACT RENT_Estimate!!Total!!With cash rent!!$650 to $699,CONTRACT RENT_Estimate!!Total!!With cash rent!!$700 to $749,CONTRACT RENT_Estimate!!Total!!With cash rent!!$750 to $799,CONTRACT RENT_Estimate!!Total!!With cash rent!!$800 to $899,CONTRACT RENT_Estimate!!Total!!With cash rent!!$900 to $999,"CONTRACT RENT_Estimate!!Total!!With cash rent!!$1,000 to $1,249","CONTRACT RENT_Estimate!!Total!!With cash rent!!$1,250 to $1,499","CONTRACT RENT_Estimate!!Total!!With cash rent!!$1,500 to $1,999","CONTRACT RENT_Estimate!!Total!!With cash rent!!$2,000 to $2,499","CONTRACT RENT_Estimate!!Total!!With cash rent!!$2,500 to $2,999",YEAR
212,13121000400,404.0,404.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,48.0,31.0,0.0,60.0,41.0,32.0,107.0,39.0,39.0,0.0,2013.0
213,13121000400,349.0,349.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,61.0,0.0,8.0,49.0,13.0,52.0,57.0,63.0,40.0,0.0,2014.0
214,13121000400,311.0,311.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,9.0,60.0,0.0,33.0,77.0,52.0,0.0,7.0,2015.0
215,13121000400,308.0,308.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,9.0,69.0,0.0,40.0,50.0,74.0,17.0,8.0,2016.0
216,13121000400,363.0,363.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,42.0,34.0,16.0,64.0,144.0,23.0,4.0,2017.0
217,13121000100,369.0,369.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,35.0,70.0,9.0,9.0,20.0,25.0,9.0,63.0,93.0,13.0,0.0,2012.0
218,13121000100,333.0,333.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,123.0,11.0,11.0,29.0,9.0,33.0,53.0,0.0,41.0,0.0,2013.0
219,13121000100,303.0,303.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,58.0,28.0,0.0,36.0,7.0,36.0,36.0,0.0,76.0,0.0,2014.0
220,13121000100,326.0,326.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,10.0,6.0,41.0,0.0,62.0,21.0,44.0,18.0,0.0,68.0,0.0,2015.0
221,13121000100,347.0,347.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,6.0,21.0,0.0,64.0,21.0,40.0,25.0,32.0,71.0,0.0,2016.0
222,13121000100,395.0,395.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,20.0,0.0,12.0,49.0,40.0,59.0,88.0,72.0,13.0,2017.0
223,13121010206,164.0,124.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,63.0,0.0,33.0,14.0,40.0,2012.0
224,13121010206,155.0,148.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,10.0,0.0,10.0,6.0,52.0,0.0,28.0,13.0,7.0,2013.0
225,13121010206,183.0,165.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,9.0,0.0,25.0,4.0,46.0,6.0,31.0,19.0,18.0,2014.0
226,13121010206,198.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,63.0,0.0,6.0,6.0,0.0,7.0,39.0,0.0,20.0,2015.0
227,13121010206,192.0,163.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,53.0,0.0,6.0,0.0,4.0,6.0,37.0,0.0,22.0,2016.0
228,13121010206,176.0,156.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,11.0,37.0,7.0,0.0,3.0,6.0,10.0,0.0,21.0,2017.0
229,13121006602,362.0,349.0,19.0,6.0,0.0,0.0,0.0,0.0,55.0,34.0,60.0,31.0,9.0,50.0,10.0,38.0,0.0,25.0,0.0,12.0,0.0,0.0,0.0,13.0,2012.0
230,13121006602,328.0,317.0,28.0,5.0,0.0,0.0,4.0,13.0,41.0,20.0,64.0,19.0,22.0,19.0,9.0,38.0,0.0,23.0,6.0,6.0,0.0,0.0,0.0,11.0,2013.0
231,13121006602,356.0,352.0,13.0,5.0,0.0,0.0,20.0,14.0,33.0,10.0,48.0,30.0,39.0,37.0,13.0,21.0,13.0,43.0,2.0,8.0,0.0,3.0,0.0,4.0,2014.0
232,13121006602,351.0,337.0,21.0,4.0,0.0,0.0,30.0,20.0,34.0,9.0,34.0,29.0,28.0,37.0,42.0,18.0,0.0,26.0,3.0,0.0,0.0,2.0,0.0,0.0,2015.0
233,13121006602,357.0,344.0,16.0,4.0,0.0,0.0,30.0,22.0,37.0,10.0,35.0,20.0,23.0,58.0,40.0,19.0,6.0,18.0,3.0,0.0,0.0,3.0,0.0,0.0,2016.0
234,13121006602,366.0,354.0,15.0,0.0,0.0,0.0,28.0,24.0,20.0,11.0,46.0,15.0,37.0,56.0,41.0,5.0,27.0,22.0,4.0,0.0,0.0,3.0,0.0,0.0,2017.0
235,13121002900,698.0,698.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,7.0,0.0,66.0,10.0,0.0,6.0,11.0,0.0,44.0,162.0,188.0,161.0,21.0,0.0,0.0,2012.0
236,13121002900,694.0,694.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,37.0,0.0,38.0,16.0,10.0,0.0,33.0,134.0,234.0,177.0,7.0,0.0,0.0,2013.0
237,13121002900,871.0,871.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,18.0,39.0,0.0,44.0,26.0,9.0,27.0,60.0,132.0,269.0,177.0,44.0,0.0,0.0,2014.0
238,13121002900,877.0,877.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,19.0,7.0,0.0,28.0,31.0,10.0,21.0,59.0,89.0,287.0,200.0,66.0,27.0,0.0,2015.0
239,13121002900,869.0,869.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,19.0,0.0,0.0,26.0,30.0,8.0,20.0,73.0,56.0,215.0,242.0,91.0,24.0,0.0,2016.0
240,13121002900,899.0,899.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,21.0,19.0,0.0,31.0,22.0,8.0,10.0,73.0,103.0,221.0,187.0,122.0,24.0,0.0,2017.0
241,13121007705,1531.0,1531.0,44.0,19.0,78.0,26.0,14.0,75.0,9.0,105.0,65.0,96.0,67.0,129.0,54.0,78.0,141.0,332.0,94.0,95.0,0.0,10.0,0.0,0.0,2012.0
242,13121007705,1489.0,1461.0,45.0,19.0,76.0,45.0,15.0,49.0,71.0,106.0,42.0,120.0,83.0,168.0,52.0,44.0,78.0,323.0,67.0,49.0,0.0,9.0,0.0,28.0,2013.0
243,13121007705,1486.0,1448.0,66.0,20.0,41.0,99.0,14.0,15.0,89.0,56.0,18.0,148.0,85.0,129.0,87.0,72.0,130.0,115.0,140.0,116.0,0.0,8.0,0.0,38.0,2014.0
244,13121007705,1499.0,1459.0,49.0,29.0,39.0,97.0,0.0,0.0,82.0,78.0,42.0,69.0,68.0,139.0,107.0,128.0,138.0,129.0,147.0,110.0,0.0,8.0,0.0,0.0,2015.0
245,13121007705,1430.0,1398.0,16.0,27.0,52.0,79.0,47.0,0.0,41.0,65.0,42.0,65.0,101.0,72.0,151.0,232.0,109.0,130.0,58.0,96.0,0.0,15.0,0.0,0.0,2016.0
246,13121007705,1343.0,1290.0,18.0,8.0,62.0,92.0,48.0,7.0,45.0,77.0,33.0,40.0,20.0,57.0,91.0,205.0,230.0,71.0,118.0,68.0,0.0,0.0,0.0,0.0,2017.0
247,13121009603,1141.0,1141.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,35.0,65.0,16.0,79.0,37.0,45.0,16.0,119.0,315.0,123.0,100.0,45.0,44.0,68.0,0.0,2012.0
248,13121009603,1211.0,1211.0,0.0,0.0,0.0,27.0,0.0,0.0,32.0,47.0,39.0,13.0,42.0,33.0,112.0,15.0,75.0,294.0,181.0,151.0,41.0,39.0,70.0,0.0,2013.0
249,13121009603,1290.0,1290.0,0.0,0.0,0.0,27.0,0.0,0.0,35.0,44.0,40.0,0.0,102.0,39.0,66.0,22.0,90.0,305.0,210.0,231.0,8.0,50.0,21.0,0.0,2014.0
250,13121009603,1373.0,1373.0,0.0,0.0,0.0,23.0,0.0,0.0,33.0,44.0,24.0,0.0,32.0,149.0,70.0,43.0,91.0,228.0,220.0,237.0,19.0,112.0,0.0,25.0,2015.0
251,13121009603,1583.0,1557.0,0.0,0.0,0.0,28.0,0.0,0.0,49.0,43.0,0.0,0.0,37.0,167.0,67.0,64.0,89.0,203.0,227.0,264.0,85.0,148.0,15.0,39.0,2016.0
252,13121009603,1516.0,1494.0,0.0,0.0,0.0,31.0,0.0,14.0,14.0,0.0,0.0,0.0,0.0,174.0,80.0,53.0,67.0,254.0,104.0,236.0,84.0,280.0,25.0,28.0,2017.0
253,13121009601,728.0,710.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,232.0,120.0,147.0,139.0,25.0,18.0,2012.0
254,13121009601,738.0,738.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,216.0,138.0,134.0,150.0,45.0,0.0,2013.0
255,13121009601,740.0,740.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,53.0,156.0,186.0,122.0,151.0,64.0,0.0,2014.0
256,13121009601,741.0,741.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,6.0,9.0,51.0,101.0,174.0,111.0,210.0,64.0,11.0,2015.0
257,13121009601,802.0,802.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,7.0,22.0,36.0,93.0,176.0,211.0,163.0,72.0,16.0,2016.0
258,13121009601,950.0,941.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,30.0,38.0,73.0,191.0,250.0,224.0,84.0,41.0,2017.0
259,13121009801,427.0,395.0,0.0,0.0,32.0,19.0,0.0,23.0,0.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,16.0,0.0,60.0,134.0,32.0,2012.0
260,13121009801,413.0,395.0,9.0,0.0,51.0,14.0,9.0,23.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,17.0,0.0,40.0,147.0,18.0,2013.0
261,13121009801,375.0,375.0,11.0,0.0,53.0,40.0,31.0,25.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,32.0,27.0,73.0,0.0,2014.0
262,13121009801,441.0,429.0,11.0,20.0,54.0,56.0,27.0,25.0,10.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,35.0,24.0,47.0,10.0,2015.0
263,13121009801,522.0,512.0,9.0,20.0,17.0,55.0,27.0,26.0,8.0,55.0,16.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,47.0,48.0,0.0,82.0,10.0,2016.0
264,13121009801,565.0,543.0,9.0,20.0,30.0,40.0,29.0,15.0,40.0,44.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,116.0,0.0,40.0,0.0,2017.0
265,13121011900,876.0,848.0,21.0,20.0,36.0,23.0,0.0,0.0,0.0,0.0,15.0,31.0,28.0,63.0,99.0,62.0,104.0,65.0,124.0,101.0,37.0,12.0,7.0,28.0,2012.0
266,13121011900,1223.0,1198.0,40.0,40.0,117.0,34.0,50.0,0.0,0.0,0.0,16.0,23.0,29.0,87.0,131.0,42.0,93.0,109.0,188.0,161.0,0.0,28.0,10.0,25.0,2013.0
267,13121011900,1389.0,1359.0,58.0,62.0,113.0,45.0,7.0,47.0,0.0,0.0,14.0,24.0,44.0,81.0,94.0,47.0,151.0,130.0,168.0,212.0,30.0,23.0,9.0,30.0,2014.0
268,13121011900,1538.0,1507.0,71.0,92.0,92.0,46.0,9.0,63.0,0.0,8.0,50.0,46.0,36.0,74.0,75.0,48.0,124.0,168.0,153.0,261.0,40.0,45.0,6.0,0.0,2015.0
269,13121011900,1596.0,1576.0,102.0,85.0,101.0,74.0,11.0,72.0,0.0,20.0,57.0,9.0,76.0,92.0,14.0,52.0,68.0,243.0,116.0,263.0,49.0,67.0,5.0,0.0,2016.0
270,13121011900,1581.0,1571.0,98.0,86.0,77.0,85.0,37.0,91.0,0.0,24.0,41.0,0.0,33.0,129.0,17.0,110.0,0.0,137.0,113.0,303.0,73.0,110.0,7.0,0.0,2017.0
271,13121001202,1289.0,1274.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,106.0,16.0,362.0,127.0,239.0,198.0,133.0,56.0,15.0,2012.0
272,13121001202,1417.0,1412.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,30.0,0.0,0.0,0.0,1.0,85.0,13.0,338.0,124.0,350.0,235.0,118.0,59.0,5.0,2013.0
273,13121001202,1458.0,1458.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,48.0,0.0,0.0,15.0,123.0,21.0,220.0,157.0,391.0,224.0,152.0,54.0,0.0,2014.0
274,13121001202,1534.0,1534.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,36.0,0.0,0.0,13.0,130.0,151.0,185.0,114.0,432.0,190.0,153.0,42.0,23.0,2015.0
275,13121001202,1538.0,1523.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,27.0,0.0,0.0,13.0,37.0,120.0,203.0,258.0,402.0,144.0,210.0,52.0,0.0,2016.0
276,13121001202,1494.0,1475.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,13.0,47.0,254.0,271.0,350.0,226.0,217.0,51.0,0.0,2017.0
277,13121009102,1293.0,1269.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,165.0,71.0,145.0,182.0,104.0,179.0,28.0,134.0,70.0,85.0,29.0,24.0,2012.0
278,13121009102,1359.0,1359.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,206.0,179.0,162.0,159.0,34.0,168.0,74.0,110.0,87.0,65.0,45.0,0.0,2013.0
279,13121009102,1316.0,1316.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,143.0,183.0,92.0,71.0,138.0,169.0,100.0,138.0,81.0,107.0,32.0,0.0,2014.0
280,13121009102,1256.0,1256.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,131.0,163.0,142.0,64.0,104.0,143.0,93.0,133.0,91.0,112.0,17.0,0.0,2015.0
281,13121009102,1210.0,1210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,0.0,16.0,230.0,131.0,33.0,72.0,134.0,100.0,221.0,95.0,90.0,27.0,0.0,2016.0
282,13121009102,1138.0,1138.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.0,0.0,53.0,164.0,61.0,45.0,13.0,97.0,82.0,293.0,90.0,96.0,13.0,15.0,2017.0
283,13089020802,690.0,632.0,0.0,55.0,130.0,29.0,0.0,30.0,0.0,27.0,9.0,11.0,27.0,14.0,21.0,24.0,10.0,29.0,21.0,108.0,65.0,22.0,0.0,58.0,2012.0
284,13089020802,603.0,543.0,0.0,67.0,99.0,23.0,12.0,27.0,0.0,7.0,9.0,9.0,22.0,11.0,0.0,24.0,26.0,79.0,26.0,37.0,48.0,17.0,0.0,60.0,2013.0
285,13089020802,586.0,537.0,0.0,61.0,29.0,47.0,21.0,39.0,0.0,8.0,0.0,30.0,11.0,46.0,0.0,13.0,50.0,95.0,7.0,53.0,8.0,19.0,0.0,49.0,2014.0
286,13089020802,612.0,598.0,0.0,89.0,36.0,36.0,33.0,44.0,0.0,8.0,30.0,30.0,0.0,70.0,28.0,0.0,36.0,106.0,6.0,27.0,7.0,12.0,0.0,0.0,2015.0
287,13089020802,647.0,638.0,0.0,84.0,18.0,38.0,34.0,71.0,0.0,32.0,28.0,17.0,0.0,34.0,68.0,0.0,42.0,114.0,7.0,32.0,0.0,19.0,0.0,0.0,2016.0
288,13089020802,676.0,669.0,70.0,34.0,21.0,11.0,39.0,62.0,0.0,37.0,29.0,24.0,0.0,32.0,66.0,9.0,55.0,81.0,45.0,28.0,26.0,0.0,0.0,0.0,2017.0
289,13121001201,1474.0,1474.0,0.0,0.0,43.0,46.0,61.0,0.0,0.0,43.0,0.0,0.0,0.0,18.0,199.0,156.0,33.0,306.0,222.0,169.0,80.0,75.0,23.0,0.0,2012.0
290,13121001201,1540.0,1540.0,0.0,0.0,69.0,31.0,49.0,0.0,0.0,50.0,0.0,0.0,0.0,17.0,151.0,210.0,85.0,336.0,115.0,205.0,99.0,99.0,24.0,0.0,2013.0
291,13121001201,1498.0,1498.0,0.0,0.0,11.0,98.0,17.0,30.0,0.0,24.0,11.0,0.0,0.0,14.0,107.0,152.0,169.0,310.0,51.0,264.0,103.0,125.0,12.0,0.0,2014.0
292,13121001201,1564.0,1564.0,0.0,0.0,15.0,75.0,46.0,14.0,0.0,0.0,14.0,0.0,0.0,16.0,61.0,136.0,211.0,286.0,81.0,296.0,147.0,96.0,0.0,70.0,2015.0
293,13121001201,1680.0,1680.0,0.0,0.0,28.0,62.0,27.0,14.0,0.0,0.0,13.0,0.0,0.0,15.0,0.0,81.0,335.0,148.0,137.0,340.0,118.0,272.0,29.0,61.0,2016.0
294,13121001201,1875.0,1875.0,0.0,0.0,17.0,82.0,119.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,170.0,169.0,122.0,439.0,199.0,286.0,90.0,99.0,2017.0
295,13121001001,435.0,424.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,22.0,9.0,39.0,0.0,0.0,0.0,78.0,88.0,113.0,41.0,11.0,2012.0
296,13121001001,334.0,325.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,22.0,7.0,10.0,12.0,0.0,8.0,59.0,59.0,98.0,31.0,9.0,2013.0
297,13121001001,324.0,315.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,19.0,8.0,0.0,11.0,5.0,9.0,65.0,93.0,98.0,0.0,9.0,2014.0
298,13121001001,366.0,360.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,14.0,21.0,9.0,8.0,0.0,5.0,19.0,54.0,92.0,91.0,18.0,20.0,2015.0
299,13121001001,387.0,376.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,12.0,14.0,27.0,9.0,11.0,6.0,29.0,45.0,80.0,89.0,18.0,25.0,2016.0
300,13121001001,417.0,406.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,10.0,11.0,5.0,9.0,19.0,10.0,9.0,51.0,80.0,123.0,36.0,29.0,2017.0
301,13121008903,476.0,476.0,30.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,8.0,39.0,58.0,43.0,124.0,0.0,72.0,0.0,5.0,0.0,22.0,37.0,0.0,0.0,2012.0
302,13121008903,388.0,388.0,30.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,7.0,55.0,62.0,11.0,15.0,52.0,0.0,0.0,42.0,17.0,13.0,42.0,0.0,0.0,2013.0
303,13121008903,370.0,370.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,7.0,12.0,62.0,43.0,24.0,23.0,0.0,0.0,44.0,19.0,32.0,39.0,0.0,0.0,2014.0
304,13121008903,327.0,327.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,11.0,64.0,39.0,19.0,31.0,0.0,0.0,51.0,21.0,30.0,42.0,0.0,0.0,2015.0
305,13121008903,401.0,401.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,10.0,73.0,60.0,19.0,24.0,14.0,30.0,66.0,30.0,36.0,20.0,0.0,0.0,2016.0
306,13121008903,486.0,486.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,15.0,3.0,28.0,71.0,15.0,0.0,49.0,20.0,52.0,93.0,77.0,52.0,3.0,0.0,2017.0
307,13121004300,357.0,357.0,0.0,20.0,5.0,36.0,0.0,0.0,0.0,4.0,28.0,0.0,0.0,57.0,44.0,58.0,16.0,56.0,33.0,0.0,0.0,0.0,0.0,0.0,2012.0
308,13121004300,369.0,369.0,0.0,12.0,0.0,30.0,0.0,0.0,0.0,4.0,15.0,0.0,5.0,55.0,69.0,49.0,18.0,64.0,27.0,16.0,5.0,0.0,0.0,0.0,2013.0
309,13121004300,420.0,420.0,0.0,12.0,0.0,17.0,6.0,0.0,0.0,27.0,13.0,0.0,8.0,31.0,120.0,6.0,43.0,61.0,16.0,41.0,19.0,0.0,0.0,0.0,2014.0
310,13121004300,494.0,494.0,0.0,13.0,0.0,17.0,6.0,0.0,8.0,28.0,14.0,0.0,5.0,32.0,112.0,28.0,57.0,61.0,25.0,52.0,30.0,6.0,0.0,0.0,2015.0
311,13121004300,544.0,544.0,16.0,14.0,10.0,9.0,24.0,4.0,0.0,39.0,15.0,0.0,6.0,35.0,99.0,59.0,55.0,53.0,19.0,51.0,29.0,7.0,0.0,0.0,2016.0
312,13121004300,562.0,562.0,22.0,14.0,14.0,6.0,26.0,24.0,0.0,28.0,15.0,0.0,7.0,18.0,71.0,32.0,73.0,64.0,41.0,55.0,30.0,22.0,0.0,0.0,2017.0
313,13121007603,2070.0,2022.0,7.0,95.0,97.0,210.0,32.0,97.0,47.0,78.0,187.0,155.0,292.0,262.0,177.0,147.0,50.0,45.0,0.0,44.0,0.0,0.0,0.0,48.0,2012.0
314,13121007603,2024.0,1999.0,41.0,90.0,52.0,210.0,55.0,58.0,32.0,85.0,123.0,314.0,245.0,179.0,177.0,163.0,95.0,42.0,0.0,38.0,0.0,0.0,0.0,25.0,2013.0
315,13121007603,1918.0,1896.0,37.0,59.0,46.0,182.0,63.0,37.0,39.0,53.0,142.0,360.0,288.0,198.0,138.0,50.0,86.0,39.0,0.0,79.0,0.0,0.0,0.0,22.0,2014.0
316,13121007603,1875.0,1835.0,24.0,0.0,33.0,155.0,58.0,69.0,44.0,40.0,139.0,293.0,368.0,155.0,166.0,66.0,69.0,84.0,0.0,72.0,0.0,0.0,0.0,0.0,2015.0
317,13121007603,1905.0,1882.0,71.0,0.0,42.0,138.0,56.0,86.0,21.0,87.0,100.0,318.0,440.0,128.0,110.0,103.0,34.0,82.0,0.0,66.0,0.0,0.0,0.0,0.0,2016.0
318,13121007603,1981.0,1945.0,95.0,0.0,75.0,128.0,70.0,99.0,34.0,78.0,69.0,177.0,386.0,296.0,172.0,55.0,26.0,89.0,26.0,70.0,0.0,0.0,0.0,0.0,2017.0
319,13121007604,861.0,861.0,60.0,0.0,0.0,0.0,0.0,8.0,24.0,0.0,20.0,75.0,69.0,202.0,105.0,48.0,67.0,154.0,17.0,12.0,0.0,0.0,0.0,0.0,2012.0
320,13121007604,804.0,804.0,90.0,0.0,0.0,0.0,0.0,9.0,47.0,0.0,23.0,58.0,104.0,111.0,80.0,91.0,110.0,55.0,16.0,10.0,0.0,0.0,0.0,0.0,2013.0
321,13121007604,823.0,823.0,117.0,0.0,0.0,0.0,0.0,9.0,42.0,0.0,36.0,83.0,106.0,131.0,87.0,92.0,95.0,10.0,15.0,0.0,0.0,0.0,0.0,0.0,2014.0
322,13121007604,762.0,762.0,92.0,8.0,0.0,0.0,0.0,5.0,33.0,0.0,51.0,84.0,109.0,94.0,90.0,120.0,46.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0
323,13121007604,777.0,777.0,77.0,8.0,0.0,0.0,0.0,23.0,19.0,0.0,45.0,38.0,133.0,82.0,128.0,150.0,45.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0
324,13121007604,808.0,808.0,73.0,9.0,0.0,0.0,0.0,20.0,16.0,0.0,34.0,57.0,93.0,172.0,69.0,159.0,56.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,2017.0
325,13121007703,454.0,447.0,0.0,0.0,0.0,44.0,11.0,0.0,0.0,0.0,24.0,53.0,43.0,115.0,41.0,11.0,0.0,78.0,0.0,0.0,27.0,0.0,0.0,7.0,2012.0
326,13121007703,530.0,523.0,0.0,0.0,0.0,45.0,8.0,0.0,0.0,0.0,0.0,72.0,90.0,107.0,44.0,80.0,0.0,0.0,49.0,0.0,28.0,0.0,0.0,7.0,2013.0
327,13121007703,560.0,550.0,0.0,0.0,0.0,36.0,10.0,0.0,0.0,10.0,0.0,92.0,117.0,20.0,75.0,88.0,7.0,0.0,19.0,30.0,46.0,0.0,0.0,10.0,2014.0
328,13121007703,604.0,594.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,10.0,23.0,101.0,116.0,29.0,59.0,111.0,17.0,0.0,20.0,48.0,49.0,0.0,0.0,0.0,2015.0
329,13121007703,671.0,661.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,10.0,18.0,111.0,80.0,151.0,47.0,83.0,45.0,10.0,20.0,57.0,19.0,0.0,0.0,0.0,2016.0
330,13121007703,652.0,652.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,25.0,28.0,98.0,89.0,91.0,101.0,61.0,33.0,21.0,73.0,23.0,0.0,0.0,0.0,2017.0
331,13121007704,779.0,749.0,29.0,16.0,0.0,0.0,16.0,0.0,0.0,0.0,16.0,60.0,135.0,40.0,135.0,59.0,41.0,42.0,83.0,77.0,0.0,0.0,0.0,30.0,2012.0
332,13121007704,850.0,800.0,33.0,16.0,8.0,0.0,0.0,0.0,0.0,0.0,10.0,29.0,207.0,50.0,166.0,35.0,37.0,17.0,140.0,52.0,0.0,0.0,0.0,50.0,2013.0
