,GEOID,"HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!Less than $10,000","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!Less than $10,000!!Less than 20.0 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!Less than $10,000!!20.0 to 24.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!Less than $10,000!!25.0 to 29.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!Less than $10,000!!30.0 to 34.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!Less than $10,000!!35.0 to 39.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!Less than $10,000!!40.0 to 49.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!Less than $10,000!!50.0 percent or more","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$10,000 to $19,999","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$10,000 to $19,999!!Less than 20.0 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$10,000 to $19,999!!20.0 to 24.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$10,000 to $19,999!!25.0 to 29.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$10,000 to $19,999!!30.0 to 34.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$10,000 to $19,999!!35.0 to 39.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$10,000 to $19,999!!40.0 to 49.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$10,000 to $19,999!!50.0 percent or more","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$20,000 to $34,999","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$20,000 to $34,999!!Less than 20.0 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$20,000 to $34,999!!20.0 to 24.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$20,000 to $34,999!!25.0 to 29.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$20,000 to $34,999!!30.0 to 34.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$20,000 to $34,999!!35.0 to 39.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$20,000 to $34,999!!40.0 to 49.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$20,000 to $34,999!!50.0 percent or more","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$35,000 to $49,999","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$35,000 to $49,999!!Less than 20.0 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$35,000 to $49,999!!20.0 to 24.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$35,000 to $49,999!!25.0 to 29.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$35,000 to $49,999!!30.0 to 34.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$35,000 to $49,999!!35.0 to 39.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$35,000 to $49,999!!40.0 to 49.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$35,000 to $49,999!!50.0 percent or more","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$50,000 to $74,999","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$50,000 to $74,999!!Less than 20.0 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$50,000 to $74,999!!20.0 to 24.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$50,000 to $74,999!!25.0 to 29.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$50,000 to $74,999!!30.0 to 34.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$50,000 to $74,999!!35.0 to 39.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$50,000 to $74,999!!40.0 to 49.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$50,000 to $74,999!!50.0 percent or more",YEAR
141,13121000400,12.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,78.0,32.0,29.0,17.0,0.0,0.0,0.0,0.0,118.0,0.0,80.0,28.0,0.0,10.0,0.0,0.0,2014.0
142,13121000400,16.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,72.0,0.0,31.0,18.0,23.0,0.0,0.0,0.0,86.0,0.0,31.0,37.0,8.0,10.0,0.0,0.0,2015.0
143,13121000400,16.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,83.0,0.0,33.0,27.0,23.0,0.0,0.0,0.0,85.0,0.0,31.0,7.0,31.0,16.0,0.0,0.0,2016.0
144,13121000400,29.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,73.0,0.0,31.0,20.0,22.0,0.0,0.0,0.0,89.0,0.0,27.0,6.0,33.0,14.0,0.0,9.0,2017.0
145,13121000100,26.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,26.0,0.0,8.0,18.0,0.0,0.0,0.0,0.0,85.0,60.0,17.0,8.0,0.0,0.0,0.0,0.0,2014.0
146,13121000100,24.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,10.0,0.0,10.0,0.0,0.0,41.0,0.0,6.0,35.0,0.0,0.0,0.0,0.0,87.0,19.0,50.0,18.0,0.0,0.0,0.0,0.0,2015.0
147,13121000100,26.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,9.0,0.0,11.0,0.0,0.0,19.0,0.0,6.0,13.0,0.0,0.0,0.0,0.0,92.0,20.0,52.0,20.0,0.0,0.0,0.0,0.0,2016.0
148,13121000100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,10.0,0.0,11.0,0.0,0.0,24.0,0.0,9.0,0.0,0.0,0.0,15.0,0.0,72.0,12.0,36.0,24.0,0.0,0.0,0.0,0.0,2017.0
149,13121010206,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,6.0,7.0,16.0,33.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,2014.0
150,13121010206,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,99.0,0.0,0.0,52.0,0.0,7.0,10.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0
151,13121010206,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,0.0,28.0,44.0,0.0,6.0,10.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0
152,13121010206,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,0.0,32.0,37.0,0.0,6.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017.0
153,13121006602,119.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,117.0,0.0,14.0,13.0,0.0,0.0,14.0,76.0,88.0,9.0,0.0,0.0,30.0,21.0,5.0,23.0,13.0,6.0,0.0,0.0,0.0,7.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2014.0
154,13121006602,97.0,0.0,0.0,10.0,0.0,0.0,0.0,53.0,118.0,0.0,12.0,11.0,0.0,0.0,14.0,81.0,75.0,7.0,0.0,0.0,28.0,9.0,5.0,26.0,33.0,9.0,13.0,4.0,0.0,7.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0
155,13121006602,101.0,0.0,0.0,9.0,0.0,0.0,0.0,57.0,107.0,0.0,11.0,7.0,0.0,0.0,13.0,76.0,88.0,7.0,13.0,0.0,18.0,10.0,16.0,24.0,31.0,8.0,12.0,7.0,0.0,4.0,0.0,0.0,10.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,2016.0
156,13121006602,86.0,0.0,0.0,8.0,0.0,0.0,0.0,52.0,102.0,0.0,8.0,7.0,0.0,0.0,11.0,76.0,98.0,0.0,17.0,0.0,36.0,10.0,14.0,21.0,49.0,11.0,13.0,23.0,0.0,2.0,0.0,0.0,8.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,2017.0
157,13121002900,73.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,98.0,0.0,0.0,0.0,0.0,0.0,5.0,93.0,52.0,0.0,0.0,0.0,23.0,0.0,0.0,29.0,133.0,0.0,8.0,45.0,31.0,13.0,36.0,0.0,171.0,37.0,39.0,68.0,21.0,6.0,0.0,0.0,2014.0
158,13121002900,102.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,69.0,0.0,0.0,0.0,0.0,0.0,6.0,63.0,82.0,0.0,0.0,0.0,30.0,0.0,16.0,36.0,97.0,5.0,11.0,22.0,0.0,15.0,36.0,8.0,214.0,41.0,38.0,83.0,28.0,24.0,0.0,0.0,2015.0
159,13121002900,70.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,80.0,0.0,0.0,0.0,0.0,0.0,7.0,73.0,98.0,0.0,0.0,0.0,22.0,0.0,46.0,30.0,105.0,0.0,0.0,16.0,16.0,14.0,42.0,17.0,189.0,32.0,30.0,66.0,41.0,20.0,0.0,0.0,2016.0
160,13121002900,65.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,100.0,0.0,0.0,0.0,0.0,0.0,27.0,73.0,108.0,0.0,0.0,0.0,22.0,0.0,58.0,28.0,105.0,0.0,0.0,21.0,44.0,15.0,9.0,16.0,232.0,35.0,39.0,91.0,46.0,21.0,0.0,0.0,2017.0
161,13121007705,436.0,20.0,9.0,26.0,0.0,0.0,18.0,302.0,459.0,28.0,54.0,63.0,38.0,27.0,70.0,171.0,269.0,0.0,15.0,53.0,56.0,20.0,79.0,46.0,139.0,0.0,9.0,40.0,90.0,0.0,0.0,0.0,105.0,65.0,29.0,0.0,0.0,0.0,11.0,0.0,2014.0
162,13121007705,326.0,21.0,9.0,24.0,9.0,0.0,0.0,202.0,459.0,28.0,55.0,77.0,36.0,25.0,54.0,176.0,372.0,0.0,33.0,22.0,68.0,21.0,133.0,95.0,172.0,0.0,10.0,39.0,112.0,0.0,11.0,0.0,86.0,33.0,53.0,0.0,0.0,0.0,0.0,0.0,2015.0
163,13121007705,316.0,16.0,9.0,0.0,37.0,0.0,16.0,182.0,492.0,8.0,52.0,82.0,8.0,0.0,62.0,274.0,339.0,0.0,34.0,21.0,67.0,0.0,148.0,69.0,69.0,0.0,10.0,13.0,35.0,0.0,11.0,0.0,128.0,80.0,23.0,25.0,0.0,0.0,0.0,0.0,2016.0
164,13121007705,305.0,0.0,0.0,16.0,17.0,0.0,19.0,149.0,406.0,26.0,55.0,81.0,23.0,0.0,35.0,178.0,359.0,7.0,37.0,31.0,78.0,0.0,132.0,74.0,126.0,0.0,9.0,38.0,67.0,0.0,12.0,0.0,85.0,40.0,19.0,26.0,0.0,0.0,0.0,0.0,2017.0
165,13121009603,241.0,0.0,0.0,15.0,0.0,0.0,0.0,158.0,137.0,0.0,0.0,0.0,35.0,0.0,12.0,90.0,184.0,0.0,0.0,54.0,53.0,29.0,35.0,13.0,210.0,0.0,0.0,95.0,115.0,0.0,0.0,0.0,261.0,88.0,123.0,0.0,0.0,0.0,50.0,0.0,2014.0
166,13121009603,215.0,0.0,0.0,15.0,0.0,0.0,0.0,151.0,138.0,0.0,0.0,0.0,33.0,0.0,8.0,97.0,149.0,0.0,0.0,44.0,56.0,0.0,38.0,11.0,201.0,0.0,14.0,92.0,86.0,0.0,9.0,0.0,335.0,126.0,125.0,23.0,0.0,0.0,61.0,0.0,2015.0
167,13121009603,194.0,0.0,0.0,16.0,0.0,0.0,0.0,103.0,215.0,0.0,0.0,10.0,39.0,0.0,12.0,154.0,162.0,0.0,0.0,41.0,71.0,0.0,39.0,11.0,199.0,0.0,13.0,121.0,43.0,0.0,9.0,13.0,324.0,124.0,133.0,25.0,0.0,42.0,0.0,0.0,2016.0
168,13121009603,159.0,0.0,0.0,15.0,0.0,0.0,0.0,66.0,126.0,0.0,0.0,14.0,14.0,0.0,16.0,82.0,234.0,0.0,0.0,45.0,64.0,0.0,76.0,49.0,155.0,0.0,23.0,104.0,6.0,0.0,9.0,13.0,248.0,87.0,69.0,66.0,26.0,0.0,0.0,0.0,2017.0
169,13121009601,63.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,65.0,0.0,0.0,0.0,0.0,0.0,33.0,32.0,110.0,0.0,0.0,0.0,75.0,6.0,8.0,21.0,123.0,0.0,42.0,27.0,22.0,19.0,13.0,0.0,2014.0
170,13121009601,27.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,77.0,0.0,0.0,0.0,0.0,4.0,30.0,43.0,138.0,0.0,0.0,13.0,47.0,26.0,22.0,30.0,128.0,0.0,26.0,42.0,19.0,27.0,14.0,0.0,2015.0
171,13121009601,39.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,50.0,0.0,0.0,0.0,0.0,6.0,0.0,44.0,145.0,0.0,0.0,14.0,50.0,26.0,23.0,32.0,162.0,13.0,44.0,33.0,25.0,28.0,19.0,0.0,2016.0
172,13121009601,36.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,38.0,0.0,0.0,0.0,0.0,2.0,0.0,36.0,137.0,0.0,0.0,7.0,55.0,24.0,20.0,31.0,216.0,23.0,42.0,56.0,25.0,23.0,38.0,0.0,2017.0
173,13121009801,86.0,0.0,20.0,0.0,8.0,0.0,43.0,0.0,93.0,37.0,17.0,0.0,28.0,0.0,11.0,0.0,64.0,25.0,0.0,0.0,0.0,0.0,18.0,21.0,9.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,2014.0
174,13121009801,119.0,0.0,21.0,8.0,19.0,0.0,47.0,8.0,116.0,41.0,15.0,0.0,9.0,39.0,12.0,0.0,57.0,14.0,10.0,0.0,0.0,0.0,0.0,33.0,20.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,2015.0
175,13121009801,63.0,0.0,0.0,8.0,19.0,0.0,29.0,7.0,125.0,38.0,33.0,0.0,10.0,34.0,10.0,0.0,102.0,17.0,8.0,0.0,0.0,0.0,0.0,77.0,36.0,10.0,9.0,0.0,0.0,0.0,0.0,17.0,56.0,0.0,47.0,9.0,0.0,0.0,0.0,0.0,2016.0
176,13121009801,56.0,0.0,0.0,9.0,10.0,0.0,31.0,6.0,151.0,42.0,22.0,32.0,0.0,34.0,9.0,0.0,94.0,18.0,8.0,0.0,0.0,0.0,0.0,68.0,23.0,10.0,0.0,0.0,0.0,0.0,0.0,13.0,123.0,0.0,63.0,30.0,30.0,0.0,0.0,0.0,2017.0
177,13121011900,361.0,44.0,7.0,29.0,6.0,0.0,0.0,221.0,323.0,75.0,44.0,27.0,24.0,0.0,5.0,138.0,259.0,0.0,23.0,25.0,30.0,17.0,69.0,85.0,175.0,0.0,52.0,77.0,41.0,5.0,0.0,0.0,191.0,68.0,80.0,13.0,0.0,20.0,0.0,0.0,2014.0
178,13121011900,379.0,46.0,16.0,34.0,7.0,0.0,0.0,235.0,317.0,76.0,48.0,33.0,41.0,0.0,8.0,92.0,257.0,0.0,30.0,13.0,42.0,17.0,67.0,76.0,264.0,11.0,87.0,121.0,39.0,6.0,0.0,0.0,201.0,66.0,95.0,14.0,0.0,26.0,0.0,0.0,2015.0
179,13121011900,436.0,65.0,27.0,21.0,9.0,0.0,0.0,271.0,367.0,68.0,83.0,39.0,42.0,0.0,27.0,88.0,174.0,0.0,32.0,12.0,16.0,6.0,71.0,37.0,293.0,12.0,76.0,144.0,42.0,7.0,12.0,0.0,220.0,68.0,93.0,28.0,8.0,23.0,0.0,0.0,2016.0
180,13121011900,437.0,64.0,34.0,20.0,11.0,0.0,0.0,257.0,307.0,54.0,96.0,0.0,55.0,0.0,22.0,70.0,212.0,23.0,38.0,0.0,21.0,28.0,46.0,56.0,291.0,11.0,80.0,122.0,49.0,8.0,10.0,11.0,205.0,61.0,71.0,14.0,17.0,42.0,0.0,0.0,2017.0
181,13121001202,62.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,149.0,0.0,0.0,0.0,0.0,0.0,0.0,149.0,209.0,0.0,0.0,0.0,61.0,74.0,15.0,59.0,171.0,0.0,53.0,98.0,0.0,0.0,0.0,20.0,352.0,80.0,155.0,99.0,0.0,0.0,18.0,0.0,2014.0
182,13121001202,91.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,133.0,0.0,0.0,0.0,0.0,0.0,0.0,133.0,173.0,0.0,0.0,0.0,62.0,54.0,0.0,57.0,220.0,0.0,93.0,60.0,0.0,51.0,0.0,16.0,370.0,91.0,154.0,94.0,17.0,14.0,0.0,0.0,2015.0
183,13121001202,109.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,185.0,0.0,0.0,0.0,46.0,49.0,22.0,68.0,177.0,0.0,89.0,25.0,0.0,47.0,0.0,16.0,409.0,124.0,176.0,66.0,27.0,16.0,0.0,0.0,2016.0
184,13121001202,112.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,174.0,0.0,0.0,0.0,13.0,41.0,35.0,85.0,171.0,0.0,91.0,16.0,0.0,64.0,0.0,0.0,405.0,130.0,158.0,65.0,32.0,20.0,0.0,0.0,2017.0
185,13121009102,195.0,0.0,0.0,0.0,0.0,0.0,0.0,141.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,378.0,0.0,15.0,174.0,70.0,37.0,46.0,36.0,203.0,15.0,60.0,79.0,49.0,0.0,0.0,0.0,177.0,29.0,51.0,45.0,52.0,0.0,0.0,0.0,2014.0
186,13121009102,242.0,0.0,0.0,0.0,0.0,0.0,0.0,142.0,95.0,0.0,0.0,0.0,0.0,0.0,63.0,32.0,282.0,0.0,0.0,117.0,55.0,31.0,52.0,27.0,253.0,15.0,42.0,144.0,52.0,0.0,0.0,0.0,141.0,35.0,38.0,14.0,54.0,0.0,0.0,0.0,2015.0
187,13121009102,184.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,91.0,0.0,0.0,0.0,0.0,0.0,61.0,30.0,326.0,0.0,0.0,112.0,51.0,29.0,102.0,32.0,185.0,14.0,34.0,102.0,35.0,0.0,0.0,0.0,132.0,34.0,35.0,13.0,50.0,0.0,0.0,0.0,2016.0
188,13121009102,145.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,116.0,0.0,0.0,0.0,0.0,0.0,100.0,16.0,293.0,0.0,0.0,45.0,95.0,25.0,100.0,28.0,131.0,16.0,43.0,60.0,12.0,0.0,0.0,0.0,164.0,22.0,18.0,69.0,55.0,0.0,0.0,0.0,2017.0
189,13089020802,171.0,0.0,17.0,0.0,0.0,0.0,12.0,48.0,140.0,10.0,0.0,48.0,0.0,10.0,0.0,72.0,59.0,0.0,0.0,0.0,13.0,10.0,36.0,0.0,115.0,40.0,7.0,43.0,14.0,4.0,0.0,0.0,39.0,19.0,12.0,0.0,8.0,0.0,0.0,0.0,2014.0
190,13089020802,144.0,0.0,15.0,9.0,0.0,0.0,0.0,94.0,147.0,10.0,0.0,62.0,0.0,9.0,0.0,66.0,94.0,0.0,0.0,0.0,0.0,47.0,32.0,15.0,149.0,38.0,6.0,94.0,0.0,4.0,0.0,0.0,33.0,25.0,0.0,0.0,8.0,0.0,0.0,0.0,2015.0
191,13089020802,138.0,0.0,8.0,10.0,0.0,0.0,0.0,87.0,178.0,0.0,0.0,101.0,0.0,9.0,0.0,68.0,100.0,0.0,0.0,0.0,15.0,34.0,32.0,19.0,144.0,38.0,6.0,92.0,0.0,8.0,0.0,0.0,32.0,25.0,0.0,0.0,7.0,0.0,0.0,0.0,2016.0
192,13089020802,173.0,23.0,10.0,11.0,0.0,0.0,0.0,111.0,197.0,47.0,0.0,76.0,0.0,0.0,0.0,74.0,106.0,0.0,0.0,0.0,16.0,36.0,33.0,21.0,104.0,8.0,0.0,91.0,0.0,5.0,0.0,0.0,45.0,23.0,15.0,0.0,7.0,0.0,0.0,0.0,2017.0
193,13121001201,271.0,0.0,0.0,67.0,0.0,0.0,0.0,165.0,196.0,25.0,0.0,17.0,0.0,0.0,30.0,124.0,236.0,41.0,0.0,0.0,14.0,65.0,106.0,10.0,261.0,0.0,90.0,83.0,88.0,0.0,0.0,0.0,245.0,104.0,69.0,13.0,17.0,0.0,42.0,0.0,2014.0
194,13121001201,276.0,0.0,0.0,48.0,0.0,0.0,0.0,181.0,158.0,15.0,0.0,21.0,25.0,0.0,14.0,83.0,274.0,27.0,0.0,0.0,16.0,76.0,110.0,45.0,179.0,0.0,108.0,51.0,20.0,0.0,0.0,0.0,272.0,134.0,99.0,14.0,25.0,0.0,0.0,0.0,2015.0
195,13121001201,243.0,0.0,0.0,14.0,0.0,0.0,0.0,146.0,133.0,15.0,14.0,0.0,27.0,0.0,14.0,63.0,347.0,34.0,0.0,0.0,15.0,91.0,141.0,66.0,258.0,0.0,107.0,26.0,45.0,0.0,0.0,80.0,226.0,44.0,89.0,25.0,27.0,41.0,0.0,0.0,2016.0
196,13121001201,342.0,0.0,0.0,27.0,0.0,81.0,0.0,155.0,104.0,0.0,15.0,14.0,23.0,0.0,0.0,52.0,313.0,57.0,0.0,0.0,0.0,62.0,103.0,91.0,237.0,0.0,61.0,13.0,98.0,0.0,0.0,65.0,256.0,55.0,59.0,26.0,32.0,41.0,43.0,0.0,2017.0
197,13121001001,39.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,46.0,0.0,0.0,0.0,0.0,0.0,8.0,38.0,43.0,0.0,5.0,0.0,5.0,0.0,0.0,24.0,79.0,0.0,14.0,35.0,11.0,8.0,11.0,0.0,2014.0
198,13121001001,33.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,56.0,0.0,0.0,0.0,0.0,0.0,10.0,46.0,25.0,0.0,5.0,0.0,6.0,0.0,8.0,0.0,92.0,8.0,17.0,17.0,10.0,11.0,9.0,20.0,2015.0
199,13121001001,44.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,48.0,0.0,0.0,0.0,0.0,0.0,10.0,33.0,24.0,0.0,6.0,0.0,5.0,0.0,7.0,0.0,87.0,9.0,8.0,38.0,13.0,4.0,0.0,15.0,2016.0
