,GEOID,"HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!Less than $10,000","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!Less than $10,000!!Less than 20.0 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!Less than $10,000!!20.0 to 24.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!Less than $10,000!!25.0 to 29.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!Less than $10,000!!30.0 to 34.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!Less than $10,000!!35.0 to 39.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!Less than $10,000!!40.0 to 49.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!Less than $10,000!!50.0 percent or more","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$10,000 to $19,999","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$10,000 to $19,999!!Less than 20.0 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$10,000 to $19,999!!20.0 to 24.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$10,000 to $19,999!!25.0 to 29.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$10,000 to $19,999!!30.0 to 34.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$10,000 to $19,999!!35.0 to 39.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$10,000 to $19,999!!40.0 to 49.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$10,000 to $19,999!!50.0 percent or more","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$20,000 to $34,999","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$20,000 to $34,999!!Less than 20.0 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$20,000 to $34,999!!20.0 to 24.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$20,000 to $34,999!!25.0 to 29.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$20,000 to $34,999!!30.0 to 34.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$20,000 to $34,999!!35.0 to 39.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$20,000 to $34,999!!40.0 to 49.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$20,000 to $34,999!!50.0 percent or more","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$35,000 to $49,999","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$35,000 to $49,999!!Less than 20.0 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$35,000 to $49,999!!20.0 to 24.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$35,000 to $49,999!!25.0 to 29.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$35,000 to $49,999!!30.0 to 34.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$35,000 to $49,999!!35.0 to 39.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$35,000 to $49,999!!40.0 to 49.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$35,000 to $49,999!!50.0 percent or more","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$50,000 to $74,999","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$50,000 to $74,999!!Less than 20.0 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$50,000 to $74,999!!20.0 to 24.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$50,000 to $74,999!!25.0 to 29.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$50,000 to $74,999!!30.0 to 34.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$50,000 to $74,999!!35.0 to 39.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$50,000 to $74,999!!40.0 to 49.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$50,000 to $74,999!!50.0 percent or more",YEAR
377,13121008000,83.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,179.0,0.0,0.0,0.0,0.0,0.0,0.0,153.0,159.0,14.0,0.0,0.0,0.0,8.0,37.0,91.0,36.0,0.0,27.0,0.0,9.0,0.0,0.0,0.0,116.0,66.0,24.0,26.0,0.0,0.0,0.0,0.0,2014.0
378,13121008000,120.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,161.0,0.0,0.0,0.0,0.0,0.0,0.0,132.0,138.0,15.0,0.0,0.0,0.0,8.0,38.0,59.0,18.0,0.0,0.0,0.0,9.0,0.0,9.0,0.0,138.0,72.0,34.0,32.0,0.0,0.0,0.0,0.0,2015.0
379,13121008000,109.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,151.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0,116.0,17.0,0.0,0.0,22.0,18.0,0.0,38.0,61.0,0.0,21.0,23.0,8.0,0.0,9.0,0.0,159.0,92.0,34.0,33.0,0.0,0.0,0.0,0.0,2016.0
380,13121008000,124.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,153.0,0.0,0.0,0.0,0.0,0.0,0.0,148.0,128.0,17.0,0.0,0.0,20.0,10.0,0.0,51.0,54.0,0.0,23.0,23.0,0.0,0.0,8.0,0.0,177.0,96.0,47.0,34.0,0.0,0.0,0.0,0.0,2017.0
381,13121007807,197.0,9.0,0.0,0.0,0.0,0.0,16.0,107.0,158.0,0.0,0.0,7.0,0.0,0.0,56.0,85.0,101.0,55.0,0.0,0.0,12.0,0.0,22.0,12.0,42.0,11.0,0.0,10.0,9.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014.0
382,13121007807,181.0,10.0,0.0,0.0,0.0,0.0,0.0,100.0,136.0,0.0,0.0,7.0,0.0,0.0,35.0,83.0,130.0,56.0,0.0,0.0,11.0,8.0,45.0,10.0,96.0,19.0,34.0,20.0,11.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0
383,13121007807,248.0,11.0,0.0,0.0,0.0,0.0,0.0,163.0,154.0,0.0,0.0,7.0,28.0,0.0,32.0,87.0,135.0,69.0,0.0,0.0,5.0,8.0,34.0,14.0,96.0,7.0,38.0,20.0,19.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0
384,13121007807,252.0,12.0,0.0,0.0,0.0,28.0,0.0,162.0,148.0,10.0,0.0,19.0,19.0,0.0,31.0,60.0,119.0,74.0,0.0,0.0,6.0,11.0,11.0,0.0,102.0,6.0,36.0,21.0,20.0,0.0,19.0,0.0,12.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,2017.0
385,13121007900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,120.0,0.0,0.0,0.0,0.0,0.0,43.0,77.0,108.0,48.0,0.0,0.0,55.0,0.0,0.0,0.0,91.0,17.0,20.0,19.0,35.0,0.0,0.0,0.0,2014.0
386,13121007900,18.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,99.0,0.0,0.0,0.0,0.0,66.0,33.0,0.0,100.0,47.0,0.0,0.0,30.0,0.0,0.0,0.0,115.0,18.0,12.0,0.0,13.0,72.0,0.0,0.0,2015.0
387,13121007900,43.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,90.0,0.0,0.0,0.0,0.0,63.0,27.0,0.0,56.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,135.0,16.0,10.0,0.0,0.0,97.0,0.0,0.0,2016.0
388,13121007900,60.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,95.0,0.0,0.0,22.0,0.0,0.0,0.0,73.0,93.0,0.0,0.0,39.0,0.0,54.0,0.0,0.0,56.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,246.0,89.0,12.0,0.0,10.0,124.0,0.0,0.0,2017.0
389,13121008201,212.0,13.0,0.0,0.0,0.0,19.0,0.0,70.0,353.0,0.0,12.0,21.0,0.0,10.0,104.0,206.0,288.0,0.0,0.0,48.0,112.0,5.0,58.0,65.0,97.0,0.0,0.0,67.0,0.0,21.0,0.0,0.0,63.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,2014.0
390,13121008201,254.0,15.0,0.0,0.0,0.0,21.0,0.0,103.0,322.0,13.0,13.0,14.0,0.0,12.0,76.0,194.0,344.0,0.0,0.0,51.0,144.0,0.0,98.0,51.0,115.0,0.0,0.0,69.0,0.0,37.0,0.0,0.0,165.0,58.0,80.0,16.0,0.0,0.0,0.0,0.0,2015.0
391,13121008201,224.0,17.0,0.0,0.0,0.0,25.0,0.0,67.0,268.0,13.0,13.0,15.0,0.0,14.0,74.0,139.0,268.0,0.0,0.0,59.0,110.0,0.0,73.0,26.0,152.0,0.0,0.0,97.0,0.0,45.0,0.0,0.0,160.0,5.0,56.0,87.0,0.0,0.0,0.0,0.0,2016.0
392,13121008201,144.0,16.0,0.0,0.0,0.0,0.0,0.0,89.0,309.0,30.0,15.0,0.0,0.0,17.0,48.0,199.0,260.0,0.0,0.0,59.0,82.0,0.0,103.0,16.0,277.0,0.0,47.0,107.0,0.0,109.0,0.0,0.0,97.0,0.0,43.0,42.0,0.0,0.0,0.0,0.0,2017.0
393,13121008102,483.0,0.0,33.0,15.0,41.0,14.0,0.0,232.0,511.0,45.0,11.0,34.0,0.0,60.0,38.0,304.0,321.0,34.0,10.0,10.0,152.0,48.0,67.0,0.0,307.0,0.0,138.0,38.0,80.0,51.0,0.0,0.0,84.0,42.0,42.0,0.0,0.0,0.0,0.0,0.0,2014.0
394,13121008102,527.0,0.0,26.0,25.0,41.0,16.0,34.0,267.0,592.0,56.0,42.0,34.0,0.0,55.0,51.0,334.0,276.0,35.0,40.0,0.0,66.0,66.0,69.0,0.0,182.0,0.0,99.0,37.0,0.0,46.0,0.0,0.0,191.0,104.0,87.0,0.0,0.0,0.0,0.0,0.0,2015.0
395,13121008102,460.0,0.0,33.0,26.0,28.0,15.0,39.0,208.0,639.0,49.0,34.0,35.0,40.0,62.0,28.0,361.0,441.0,56.0,72.0,14.0,60.0,41.0,162.0,36.0,217.0,0.0,88.0,53.0,14.0,62.0,0.0,0.0,172.0,93.0,79.0,0.0,0.0,0.0,0.0,0.0,2016.0
396,13121008102,363.0,0.0,28.0,30.0,16.0,0.0,39.0,196.0,576.0,15.0,69.0,35.0,39.0,0.0,16.0,402.0,616.0,63.0,77.0,22.0,119.0,106.0,175.0,54.0,163.0,0.0,0.0,72.0,15.0,76.0,0.0,0.0,225.0,148.0,77.0,0.0,0.0,0.0,0.0,0.0,2017.0
397,13121004800,242.0,17.0,0.0,21.0,5.0,14.0,15.0,122.0,114.0,0.0,31.0,12.0,0.0,5.0,0.0,51.0,110.0,8.0,19.0,14.0,6.0,19.0,16.0,28.0,33.0,0.0,19.0,8.0,6.0,0.0,0.0,0.0,24.0,18.0,0.0,6.0,0.0,0.0,0.0,0.0,2014.0
398,13121004800,189.0,19.0,0.0,11.0,4.0,19.0,18.0,90.0,123.0,0.0,16.0,29.0,0.0,4.0,0.0,48.0,113.0,6.0,3.0,12.0,5.0,29.0,22.0,31.0,65.0,0.0,32.0,6.0,17.0,0.0,10.0,0.0,38.0,33.0,0.0,5.0,0.0,0.0,0.0,0.0,2015.0
399,13121004800,175.0,14.0,11.0,9.0,4.0,14.0,11.0,77.0,145.0,4.0,5.0,30.0,0.0,9.0,0.0,69.0,83.0,0.0,0.0,16.0,6.0,19.0,12.0,25.0,100.0,18.0,31.0,5.0,26.0,0.0,20.0,0.0,27.0,22.0,0.0,5.0,0.0,0.0,0.0,0.0,2016.0
400,13121004800,194.0,23.0,26.0,5.0,5.0,15.0,5.0,77.0,131.0,5.0,0.0,25.0,6.0,5.0,0.0,61.0,77.0,5.0,0.0,5.0,0.0,12.0,13.0,38.0,111.0,17.0,34.0,20.0,23.0,0.0,17.0,0.0,29.0,24.0,0.0,5.0,0.0,0.0,0.0,0.0,2017.0
401,13121005000,17.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,90.0,0.0,0.0,23.0,0.0,15.0,28.0,24.0,62.0,0.0,22.0,0.0,27.0,0.0,13.0,0.0,73.0,21.0,30.0,4.0,0.0,0.0,18.0,0.0,2014.0
402,13121005000,19.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,80.0,0.0,0.0,12.0,0.0,16.0,29.0,23.0,67.0,0.0,21.0,4.0,28.0,0.0,14.0,0.0,80.0,12.0,42.0,11.0,0.0,0.0,15.0,0.0,2015.0
403,13121005000,19.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,104.0,0.0,0.0,14.0,0.0,31.0,31.0,28.0,66.0,6.0,6.0,6.0,11.0,15.0,22.0,0.0,84.0,9.0,50.0,11.0,0.0,0.0,14.0,0.0,2016.0
404,13121005000,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,98.0,0.0,0.0,15.0,0.0,34.0,34.0,15.0,55.0,0.0,0.0,13.0,15.0,19.0,8.0,0.0,59.0,11.0,38.0,10.0,0.0,0.0,0.0,0.0,2017.0
405,13121003900,128.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,63.0,0.0,0.0,0.0,0.0,20.0,0.0,43.0,31.0,0.0,4.0,0.0,19.0,0.0,0.0,8.0,75.0,11.0,21.0,0.0,16.0,9.0,18.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014.0
406,13121003900,123.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,65.0,0.0,10.0,0.0,0.0,0.0,0.0,55.0,52.0,0.0,4.0,0.0,29.0,0.0,11.0,8.0,83.0,12.0,26.0,0.0,27.0,0.0,12.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0
407,13121003900,107.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,91.0,0.0,11.0,0.0,0.0,0.0,0.0,71.0,57.0,0.0,0.0,0.0,30.0,0.0,19.0,8.0,125.0,18.0,36.0,0.0,36.0,0.0,15.0,9.0,19.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,2016.0
408,13121003900,93.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,83.0,0.0,14.0,0.0,0.0,0.0,0.0,59.0,78.0,0.0,0.0,0.0,11.0,11.0,32.0,24.0,176.0,20.0,29.0,44.0,33.0,0.0,29.0,6.0,49.0,0.0,0.0,14.0,21.0,0.0,0.0,0.0,2017.0
409,13121004100,95.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,163.0,0.0,0.0,0.0,0.0,0.0,29.0,134.0,96.0,0.0,5.0,5.0,17.0,0.0,30.0,39.0,66.0,0.0,28.0,0.0,14.0,6.0,14.0,0.0,73.0,3.0,59.0,5.0,6.0,0.0,0.0,0.0,2014.0
410,13121004100,91.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,122.0,120.0,7.0,7.0,14.0,19.0,0.0,27.0,46.0,71.0,0.0,22.0,0.0,16.0,7.0,19.0,0.0,51.0,10.0,13.0,21.0,7.0,0.0,0.0,0.0,2015.0
411,13121004100,99.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,89.0,6.0,0.0,6.0,18.0,0.0,14.0,45.0,100.0,6.0,31.0,5.0,29.0,0.0,22.0,0.0,50.0,0.0,12.0,31.0,7.0,0.0,0.0,0.0,2016.0
412,13121004100,55.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,86.0,7.0,0.0,6.0,19.0,0.0,0.0,44.0,117.0,7.0,50.0,6.0,30.0,0.0,6.0,18.0,62.0,7.0,12.0,36.0,7.0,0.0,0.0,0.0,2017.0
413,13121004900,149.0,0.0,33.0,16.0,0.0,13.0,0.0,51.0,92.0,11.0,8.0,49.0,0.0,0.0,0.0,24.0,85.0,4.0,0.0,36.0,14.0,9.0,9.0,13.0,41.0,8.0,3.0,0.0,20.0,0.0,10.0,0.0,53.0,0.0,0.0,6.0,13.0,9.0,25.0,0.0,2014.0
414,13121004900,57.0,0.0,27.0,17.0,0.0,0.0,0.0,7.0,115.0,21.0,8.0,60.0,0.0,0.0,0.0,26.0,94.0,5.0,0.0,43.0,0.0,14.0,12.0,20.0,53.0,14.0,4.0,0.0,25.0,0.0,10.0,0.0,59.0,0.0,0.0,18.0,13.0,10.0,18.0,0.0,2015.0
415,13121004900,18.0,0.0,0.0,11.0,0.0,0.0,0.0,7.0,164.0,12.0,11.0,66.0,0.0,0.0,0.0,75.0,109.0,0.0,0.0,45.0,0.0,14.0,10.0,40.0,48.0,0.0,7.0,0.0,13.0,0.0,28.0,0.0,45.0,0.0,0.0,10.0,0.0,11.0,24.0,0.0,2016.0
416,13121004900,27.0,0.0,0.0,20.0,0.0,0.0,0.0,7.0,100.0,10.0,11.0,36.0,0.0,0.0,0.0,43.0,120.0,0.0,0.0,44.0,0.0,11.0,9.0,56.0,19.0,0.0,0.0,0.0,10.0,0.0,9.0,0.0,22.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,2017.0
417,13121004000,134.0,0.0,5.0,0.0,0.0,4.0,0.0,104.0,55.0,0.0,0.0,0.0,0.0,0.0,3.0,52.0,77.0,0.0,0.0,12.0,0.0,0.0,39.0,26.0,54.0,0.0,0.0,30.0,0.0,15.0,0.0,0.0,41.0,19.0,0.0,13.0,5.0,4.0,0.0,0.0,2014.0
418,13121004000,125.0,0.0,6.0,0.0,0.0,6.0,0.0,76.0,57.0,0.0,0.0,0.0,0.0,0.0,4.0,53.0,75.0,0.0,0.0,11.0,5.0,0.0,45.0,14.0,83.0,0.0,12.0,48.0,0.0,15.0,0.0,0.0,58.0,35.0,0.0,13.0,4.0,6.0,0.0,0.0,2015.0
419,13121004000,154.0,0.0,6.0,0.0,0.0,6.0,0.0,96.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,90.0,0.0,0.0,10.0,10.0,7.0,53.0,10.0,98.0,5.0,11.0,51.0,15.0,16.0,0.0,0.0,59.0,37.0,0.0,14.0,3.0,5.0,0.0,0.0,2016.0
420,13121004000,189.0,0.0,19.0,0.0,0.0,5.0,0.0,123.0,70.0,0.0,5.0,0.0,0.0,0.0,0.0,60.0,120.0,0.0,0.0,20.0,11.0,17.0,54.0,18.0,101.0,5.0,13.0,54.0,14.0,15.0,0.0,0.0,62.0,32.0,0.0,24.0,6.0,0.0,0.0,0.0,2017.0
421,13121004400,245.0,9.0,0.0,49.0,22.0,41.0,9.0,33.0,263.0,46.0,43.0,21.0,49.0,0.0,6.0,98.0,230.0,49.0,20.0,13.0,0.0,32.0,59.0,43.0,59.0,0.0,10.0,0.0,35.0,0.0,5.0,0.0,53.0,30.0,23.0,0.0,0.0,0.0,0.0,0.0,2014.0
422,13121004400,246.0,8.0,0.0,11.0,8.0,40.0,41.0,36.0,301.0,46.0,39.0,18.0,76.0,0.0,4.0,118.0,249.0,50.0,18.0,24.0,0.0,60.0,35.0,62.0,99.0,0.0,11.0,0.0,38.0,39.0,5.0,0.0,58.0,35.0,23.0,0.0,0.0,0.0,0.0,0.0,2015.0
423,13121004400,237.0,24.0,0.0,0.0,13.0,38.0,42.0,70.0,309.0,37.0,36.0,3.0,76.0,14.0,5.0,138.0,316.0,62.0,23.0,42.0,0.0,74.0,70.0,45.0,90.0,0.0,0.0,0.0,38.0,42.0,5.0,0.0,55.0,37.0,8.0,10.0,0.0,0.0,0.0,0.0,2016.0
424,13121004400,243.0,12.0,0.0,0.0,0.0,36.0,39.0,80.0,346.0,112.0,28.0,14.0,69.0,13.0,4.0,106.0,327.0,70.0,0.0,37.0,0.0,117.0,63.0,40.0,103.0,0.0,0.0,0.0,53.0,47.0,0.0,0.0,29.0,14.0,4.0,11.0,0.0,0.0,0.0,0.0,2017.0
425,13121005300,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,50.0,0.0,0.0,0.0,0.0,0.0,27.0,23.0,41.0,0.0,0.0,23.0,0.0,0.0,10.0,0.0,83.0,23.0,22.0,14.0,7.0,9.0,8.0,0.0,2014.0
426,13121005300,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,58.0,0.0,0.0,0.0,0.0,0.0,34.0,24.0,64.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,63.0,0.0,23.0,12.0,7.0,13.0,8.0,0.0,2015.0
427,13121005300,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,66.0,0.0,0.0,0.0,0.0,0.0,38.0,28.0,62.0,0.0,18.0,37.0,0.0,0.0,7.0,0.0,83.0,0.0,29.0,36.0,7.0,11.0,0.0,0.0,2016.0
428,13121005300,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,75.0,0.0,0.0,0.0,0.0,0.0,47.0,28.0,81.0,0.0,32.0,34.0,0.0,0.0,15.0,0.0,92.0,0.0,32.0,37.0,9.0,14.0,0.0,0.0,2017.0
429,13121008400,220.0,0.0,0.0,19.0,8.0,0.0,9.0,131.0,370.0,9.0,25.0,69.0,9.0,8.0,11.0,239.0,170.0,0.0,9.0,37.0,11.0,24.0,66.0,23.0,151.0,23.0,43.0,62.0,0.0,23.0,0.0,0.0,55.0,17.0,11.0,27.0,0.0,0.0,0.0,0.0,2014.0
430,13121008400,190.0,0.0,0.0,10.0,0.0,0.0,10.0,138.0,294.0,10.0,0.0,51.0,0.0,7.0,0.0,217.0,260.0,10.0,34.0,49.0,11.0,27.0,90.0,39.0,95.0,24.0,23.0,23.0,0.0,25.0,0.0,0.0,74.0,38.0,13.0,23.0,0.0,0.0,0.0,0.0,2015.0
431,13121008400,263.0,0.0,0.0,19.0,0.0,0.0,0.0,222.0,242.0,10.0,0.0,37.0,13.0,0.0,10.0,157.0,289.0,37.0,23.0,48.0,10.0,27.0,92.0,52.0,92.0,26.0,21.0,20.0,0.0,25.0,0.0,0.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0
432,13121008400,223.0,0.0,0.0,9.0,0.0,0.0,0.0,204.0,262.0,9.0,0.0,46.0,14.0,0.0,10.0,141.0,285.0,36.0,0.0,29.0,42.0,38.0,66.0,56.0,124.0,0.0,47.0,53.0,0.0,0.0,24.0,0.0,41.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,2017.0
433,13121008302,76.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,63.0,0.0,0.0,0.0,0.0,32.0,24.0,7.0,31.0,0.0,0.0,24.0,0.0,0.0,7.0,0.0,58.0,31.0,27.0,0.0,0.0,0.0,0.0,0.0,2014.0
434,13121008302,48.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,141.0,0.0,0.0,0.0,0.0,0.0,11.0,125.0,79.0,0.0,0.0,0.0,9.0,47.0,5.0,18.0,52.0,0.0,0.0,42.0,0.0,0.0,10.0,0.0,66.0,40.0,26.0,0.0,0.0,0.0,0.0,0.0,2015.0
435,13121008302,50.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,99.0,0.0,0.0,0.0,0.0,0.0,13.0,86.0,90.0,0.0,0.0,0.0,8.0,42.0,13.0,27.0,30.0,0.0,0.0,19.0,0.0,0.0,11.0,0.0,41.0,15.0,26.0,0.0,0.0,0.0,0.0,0.0,2016.0
