,GEOID,HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS)_Estimate!!Total,"HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS)_Estimate!!Total!!Less than $10,000","HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS)_Estimate!!Total!!$10,000 to $14,999","HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS)_Estimate!!Total!!$15,000 to $19,999","HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS)_Estimate!!Total!!$20,000 to $24,999","HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS)_Estimate!!Total!!$25,000 to $29,999","HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS)_Estimate!!Total!!$30,000 to $34,999","HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS)_Estimate!!Total!!$35,000 to $39,999","HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS)_Estimate!!Total!!$40,000 to $44,999","HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS)_Estimate!!Total!!$45,000 to $49,999","HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS)_Estimate!!Total!!$50,000 to $59,999","HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS)_Estimate!!Total!!$60,000 to $74,999","HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS)_Estimate!!Total!!$75,000 to $99,999","HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS)_Estimate!!Total!!$100,000 to $124,999","HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS)_Estimate!!Total!!$125,000 to $149,999","HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS)_Estimate!!Total!!$150,000 to $199,999","HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS)_Estimate!!Total!!$200,000 or more",YEAR
259,13121009801,1745.0,123.0,39.0,60.0,46.0,70.0,48.0,40.0,23.0,47.0,39.0,70.0,47.0,283.0,55.0,256.0,499.0,2012.0
260,13121009801,1792.0,121.0,57.0,61.0,49.0,33.0,27.0,31.0,48.0,92.0,27.0,78.0,70.0,146.0,86.0,286.0,580.0,2013.0
261,13121009801,1782.0,122.0,52.0,92.0,63.0,11.0,28.0,27.0,45.0,43.0,28.0,82.0,113.0,152.0,76.0,244.0,604.0,2014.0
262,13121009801,1900.0,148.0,82.0,85.0,51.0,21.0,21.0,40.0,65.0,46.0,63.0,111.0,102.0,104.0,90.0,214.0,657.0,2015.0
263,13121009801,1939.0,101.0,51.0,111.0,78.0,37.0,19.0,45.0,53.0,39.0,92.0,102.0,147.0,114.0,57.0,211.0,682.0,2016.0
264,13121009801,1962.0,88.0,79.0,102.0,60.0,28.0,22.0,52.0,38.0,35.0,122.0,112.0,198.0,113.0,77.0,149.0,687.0,2017.0
265,13121011900,1120.0,260.0,92.0,41.0,70.0,60.0,101.0,55.0,0.0,18.0,107.0,87.0,162.0,18.0,0.0,0.0,49.0,2012.0
266,13121011900,1417.0,322.0,213.0,101.0,102.0,85.0,99.0,55.0,0.0,19.0,144.0,98.0,108.0,27.0,9.0,0.0,35.0,2013.0
267,13121011900,1548.0,367.0,198.0,125.0,106.0,73.0,102.0,70.0,50.0,55.0,116.0,106.0,120.0,34.0,11.0,7.0,8.0,2014.0
268,13121011900,1720.0,393.0,179.0,138.0,121.0,62.0,84.0,89.0,85.0,96.0,105.0,134.0,154.0,32.0,26.0,6.0,16.0,2015.0
269,13121011900,1777.0,452.0,204.0,174.0,81.0,68.0,38.0,101.0,107.0,92.0,114.0,152.0,91.0,40.0,25.0,13.0,25.0,2016.0
270,13121011900,1842.0,457.0,225.0,118.0,95.0,97.0,67.0,73.0,102.0,124.0,94.0,165.0,106.0,64.0,20.0,13.0,22.0,2017.0
271,13121001202,2475.0,115.0,52.0,109.0,71.0,77.0,145.0,89.0,118.0,19.0,235.0,461.0,304.0,275.0,60.0,135.0,210.0,2012.0
272,13121001202,2549.0,104.0,88.0,129.0,88.0,72.0,128.0,85.0,84.0,20.0,256.0,486.0,411.0,186.0,62.0,152.0,198.0,2013.0
273,13121001202,2623.0,102.0,65.0,97.0,54.0,108.0,109.0,51.0,158.0,98.0,168.0,515.0,433.0,195.0,88.0,140.0,242.0,2014.0
274,13121001202,2771.0,157.0,55.0,78.0,38.0,144.0,60.0,46.0,107.0,177.0,187.0,449.0,527.0,199.0,124.0,156.0,267.0,2015.0
275,13121001202,2927.0,175.0,38.0,16.0,76.0,101.0,50.0,63.0,78.0,172.0,208.0,479.0,519.0,238.0,208.0,210.0,296.0,2016.0
276,13121001202,2945.0,155.0,33.0,15.0,77.0,94.0,63.0,55.0,28.0,227.0,185.0,427.0,530.0,227.0,240.0,252.0,337.0,2017.0
277,13121009102,1982.0,203.0,51.0,94.0,125.0,104.0,43.0,155.0,122.0,4.0,131.0,153.0,137.0,207.0,67.0,115.0,271.0,2012.0
278,13121009102,2021.0,241.0,43.0,52.0,101.0,159.0,122.0,192.0,118.0,8.0,81.0,101.0,154.0,201.0,97.0,110.0,241.0,2013.0
279,13121009102,1904.0,247.0,45.0,0.0,61.0,238.0,94.0,160.0,51.0,10.0,63.0,154.0,104.0,208.0,115.0,95.0,259.0,2014.0
280,13121009102,1867.0,306.0,47.0,63.0,52.0,167.0,63.0,169.0,103.0,0.0,51.0,90.0,40.0,196.0,108.0,86.0,326.0,2015.0
281,13121009102,1816.0,243.0,30.0,61.0,80.0,146.0,116.0,123.0,66.0,14.0,61.0,86.0,84.0,226.0,80.0,54.0,346.0,2016.0
282,13121009102,1755.0,189.0,71.0,61.0,73.0,147.0,128.0,43.0,72.0,16.0,113.0,96.0,68.0,174.0,97.0,62.0,345.0,2017.0
283,13089020802,1676.0,229.0,206.0,55.0,92.0,30.0,97.0,99.0,71.0,30.0,99.0,167.0,132.0,163.0,115.0,24.0,67.0,2012.0
284,13089020802,1634.0,204.0,188.0,60.0,74.0,74.0,84.0,122.0,76.0,29.0,99.0,117.0,124.0,120.0,125.0,48.0,90.0,2013.0
285,13089020802,1623.0,208.0,119.0,87.0,29.0,74.0,70.0,90.0,92.0,44.0,120.0,136.0,144.0,115.0,87.0,73.0,135.0,2014.0
286,13089020802,1640.0,180.0,133.0,101.0,74.0,79.0,36.0,100.0,46.0,64.0,117.0,140.0,129.0,112.0,93.0,94.0,142.0,2015.0
287,13089020802,1700.0,156.0,155.0,96.0,58.0,114.0,30.0,75.0,26.0,84.0,90.0,146.0,146.0,103.0,110.0,146.0,165.0,2016.0
288,13089020802,1783.0,180.0,183.0,102.0,80.0,124.0,25.0,36.0,35.0,67.0,72.0,83.0,215.0,99.0,95.0,184.0,203.0,2017.0
289,13121001201,2403.0,262.0,98.0,125.0,101.0,93.0,75.0,104.0,137.0,50.0,309.0,190.0,297.0,182.0,120.0,103.0,157.0,2012.0
290,13121001201,2428.0,279.0,135.0,116.0,37.0,140.0,119.0,97.0,147.0,64.0,299.0,177.0,309.0,170.0,84.0,126.0,129.0,2013.0
291,13121001201,2443.0,271.0,115.0,108.0,52.0,99.0,96.0,44.0,154.0,116.0,348.0,138.0,371.0,180.0,104.0,188.0,59.0,2014.0
292,13121001201,2534.0,276.0,114.0,76.0,64.0,139.0,96.0,55.0,75.0,106.0,274.0,218.0,276.0,233.0,158.0,234.0,140.0,2015.0
293,13121001201,2552.0,243.0,74.0,88.0,120.0,160.0,133.0,97.0,28.0,197.0,198.0,147.0,330.0,225.0,153.0,188.0,171.0,2016.0
294,13121001201,2680.0,342.0,31.0,106.0,145.0,114.0,126.0,80.0,31.0,178.0,225.0,144.0,302.0,214.0,231.0,187.0,224.0,2017.0
295,13121001001,786.0,59.0,39.0,0.0,18.0,28.0,37.0,79.0,41.0,21.0,42.0,61.0,94.0,60.0,76.0,87.0,44.0,2012.0
296,13121001001,697.0,64.0,34.0,0.0,18.0,33.0,40.0,33.0,29.0,26.0,48.0,76.0,77.0,33.0,61.0,51.0,74.0,2013.0
297,13121001001,734.0,60.0,33.0,7.0,37.0,35.0,19.0,33.0,20.0,18.0,65.0,73.0,91.0,63.0,43.0,26.0,111.0,2014.0
298,13121001001,770.0,59.0,30.0,5.0,41.0,41.0,22.0,8.0,0.0,23.0,74.0,79.0,92.0,95.0,36.0,43.0,122.0,2015.0
299,13121001001,782.0,70.0,23.0,31.0,35.0,29.0,20.0,7.0,0.0,29.0,73.0,72.0,104.0,92.0,41.0,52.0,104.0,2016.0
300,13121001001,818.0,51.0,30.0,26.0,43.0,28.0,23.0,11.0,4.0,26.0,70.0,76.0,110.0,111.0,57.0,57.0,95.0,2017.0
301,13121008903,860.0,93.0,65.0,48.0,42.0,0.0,80.0,5.0,0.0,5.0,99.0,90.0,165.0,58.0,75.0,35.0,0.0,2012.0
302,13121008903,788.0,22.0,34.0,55.0,50.0,21.0,33.0,5.0,7.0,33.0,117.0,106.0,128.0,54.0,72.0,51.0,0.0,2013.0
303,13121008903,650.0,13.0,5.0,38.0,8.0,73.0,23.0,6.0,7.0,36.0,56.0,125.0,130.0,47.0,38.0,30.0,15.0,2014.0
304,13121008903,640.0,9.0,6.0,32.0,16.0,58.0,32.0,17.0,19.0,37.0,88.0,85.0,89.0,67.0,42.0,28.0,15.0,2015.0
305,13121008903,725.0,4.0,13.0,29.0,14.0,48.0,56.0,16.0,29.0,53.0,54.0,125.0,115.0,53.0,37.0,62.0,17.0,2016.0
306,13121008903,784.0,4.0,14.0,34.0,13.0,42.0,21.0,51.0,23.0,38.0,64.0,170.0,120.0,47.0,42.0,72.0,29.0,2017.0
307,13121004300,487.0,38.0,62.0,5.0,58.0,63.0,36.0,35.0,43.0,0.0,5.0,6.0,59.0,22.0,0.0,22.0,33.0,2012.0
308,13121004300,479.0,43.0,59.0,28.0,62.0,34.0,62.0,28.0,39.0,0.0,6.0,19.0,40.0,20.0,5.0,6.0,28.0,2013.0
309,13121004300,537.0,73.0,63.0,53.0,31.0,46.0,41.0,41.0,44.0,4.0,33.0,18.0,27.0,38.0,5.0,5.0,15.0,2014.0
310,13121004300,599.0,76.0,61.0,87.0,42.0,46.0,54.0,35.0,16.0,5.0,29.0,30.0,18.0,23.0,27.0,6.0,44.0,2015.0
311,13121004300,671.0,115.0,58.0,81.0,72.0,46.0,53.0,40.0,0.0,5.0,28.0,31.0,40.0,17.0,35.0,11.0,39.0,2016.0
312,13121004300,699.0,126.0,62.0,73.0,80.0,27.0,24.0,55.0,0.0,11.0,46.0,32.0,72.0,25.0,33.0,5.0,28.0,2017.0
313,13121007603,2170.0,735.0,307.0,285.0,146.0,90.0,165.0,61.0,30.0,97.0,54.0,99.0,30.0,71.0,0.0,0.0,0.0,2012.0
314,13121007603,2131.0,740.0,359.0,299.0,154.0,48.0,154.0,23.0,12.0,57.0,83.0,111.0,32.0,36.0,23.0,0.0,0.0,2013.0
315,13121007603,2061.0,688.0,415.0,248.0,165.0,85.0,111.0,53.0,12.0,14.0,63.0,86.0,64.0,34.0,23.0,0.0,0.0,2014.0
316,13121007603,2018.0,730.0,456.0,167.0,215.0,63.0,92.0,45.0,9.0,13.0,42.0,43.0,96.0,24.0,23.0,0.0,0.0,2015.0
317,13121007603,2049.0,616.0,520.0,219.0,246.0,55.0,133.0,38.0,9.0,59.0,18.0,43.0,71.0,0.0,22.0,0.0,0.0,2016.0
318,13121007603,2152.0,670.0,534.0,251.0,234.0,83.0,136.0,26.0,0.0,57.0,0.0,58.0,82.0,0.0,21.0,0.0,0.0,2017.0
319,13121007604,1004.0,185.0,143.0,178.0,33.0,75.0,202.0,7.0,13.0,42.0,78.0,28.0,20.0,0.0,0.0,0.0,0.0,2012.0
320,13121007604,920.0,247.0,119.0,184.0,85.0,11.0,111.0,9.0,14.0,40.0,50.0,24.0,17.0,0.0,0.0,9.0,0.0,2013.0
321,13121007604,980.0,249.0,191.0,205.0,76.0,0.0,109.0,73.0,13.0,0.0,11.0,34.0,10.0,0.0,0.0,9.0,0.0,2014.0
322,13121007604,913.0,287.0,187.0,100.0,111.0,0.0,100.0,56.0,0.0,9.0,5.0,41.0,7.0,0.0,0.0,9.0,1.0,2015.0
323,13121007604,928.0,259.0,190.0,104.0,152.0,0.0,102.0,14.0,11.0,9.0,6.0,42.0,15.0,0.0,0.0,9.0,15.0,2016.0
324,13121007604,990.0,227.0,179.0,113.0,165.0,77.0,59.0,7.0,34.0,10.0,9.0,61.0,7.0,0.0,16.0,8.0,18.0,2017.0
325,13121007703,1423.0,117.0,180.0,85.0,35.0,145.0,106.0,40.0,37.0,81.0,173.0,69.0,149.0,10.0,106.0,55.0,35.0,2012.0
326,13121007703,1501.0,158.0,176.0,88.0,44.0,113.0,110.0,107.0,34.0,61.0,208.0,62.0,118.0,25.0,130.0,50.0,17.0,2013.0
327,13121007703,1481.0,111.0,150.0,93.0,71.0,78.0,126.0,95.0,105.0,74.0,194.0,87.0,122.0,57.0,98.0,10.0,10.0,2014.0
328,13121007703,1499.0,95.0,91.0,48.0,61.0,90.0,119.0,155.0,124.0,85.0,226.0,72.0,127.0,74.0,103.0,10.0,19.0,2015.0
329,13121007703,1543.0,156.0,92.0,74.0,65.0,105.0,137.0,141.0,98.0,103.0,170.0,79.0,156.0,90.0,47.0,0.0,30.0,2016.0
330,13121007703,1518.0,148.0,40.0,96.0,99.0,69.0,103.0,161.0,84.0,147.0,134.0,111.0,144.0,91.0,55.0,7.0,29.0,2017.0
331,13121007704,1774.0,271.0,69.0,122.0,57.0,114.0,130.0,73.0,264.0,16.0,119.0,52.0,188.0,122.0,70.0,37.0,70.0,2012.0
332,13121007704,1799.0,307.0,85.0,77.0,88.0,167.0,130.0,85.0,215.0,24.0,153.0,101.0,93.0,131.0,32.0,27.0,84.0,2013.0
333,13121007704,1906.0,301.0,123.0,143.0,46.0,204.0,183.0,63.0,110.0,122.0,168.0,111.0,62.0,100.0,59.0,17.0,94.0,2014.0
334,13121007704,1926.0,314.0,124.0,167.0,49.0,172.0,195.0,73.0,115.0,87.0,114.0,112.0,108.0,100.0,62.0,47.0,87.0,2015.0
335,13121007704,2002.0,293.0,185.0,156.0,71.0,213.0,224.0,30.0,39.0,106.0,119.0,201.0,106.0,90.0,39.0,53.0,77.0,2016.0
336,13121007704,2058.0,253.0,251.0,170.0,106.0,217.0,245.0,58.0,28.0,55.0,163.0,183.0,140.0,73.0,29.0,56.0,31.0,2017.0
337,13121009501,1730.0,117.0,55.0,15.0,39.0,0.0,37.0,35.0,34.0,0.0,33.0,43.0,135.0,258.0,168.0,152.0,609.0,2012.0
338,13121009501,1648.0,26.0,46.0,18.0,35.0,20.0,53.0,24.0,25.0,11.0,59.0,28.0,145.0,226.0,172.0,149.0,611.0,2013.0
339,13121009501,1678.0,34.0,42.0,24.0,19.0,59.0,46.0,28.0,67.0,26.0,78.0,34.0,135.0,165.0,163.0,181.0,577.0,2014.0
340,13121009501,1641.0,19.0,36.0,34.0,7.0,39.0,28.0,23.0,49.0,59.0,83.0,61.0,80.0,123.0,168.0,161.0,671.0,2015.0
341,13121009501,1674.0,58.0,7.0,34.0,0.0,77.0,41.0,25.0,73.0,85.0,98.0,95.0,108.0,82.0,115.0,142.0,634.0,2016.0
342,13121009501,1651.0,61.0,9.0,35.0,0.0,69.0,17.0,25.0,59.0,76.0,110.0,101.0,95.0,94.0,76.0,125.0,699.0,2017.0
343,13089020700,935.0,158.0,76.0,74.0,76.0,50.0,22.0,13.0,47.0,15.0,86.0,49.0,108.0,63.0,12.0,23.0,63.0,2012.0
344,13089020700,907.0,109.0,93.0,45.0,13.0,52.0,42.0,19.0,77.0,12.0,61.0,30.0,118.0,112.0,24.0,28.0,72.0,2013.0
345,13089020700,893.0,126.0,84.0,52.0,13.0,47.0,47.0,24.0,36.0,64.0,60.0,32.0,80.0,120.0,22.0,41.0,45.0,2014.0
346,13089020700,918.0,88.0,77.0,57.0,32.0,47.0,46.0,28.0,34.0,36.0,90.0,27.0,92.0,117.0,43.0,45.0,59.0,2015.0
347,13089020700,979.0,91.0,46.0,74.0,37.0,86.0,26.0,24.0,39.0,44.0,78.0,27.0,92.0,133.0,69.0,49.0,64.0,2016.0
348,13089020700,962.0,73.0,53.0,67.0,60.0,54.0,38.0,15.0,54.0,29.0,81.0,35.0,72.0,118.0,79.0,59.0,75.0,2017.0
349,13121008902,3308.0,403.0,44.0,154.0,181.0,44.0,266.0,115.0,121.0,194.0,270.0,326.0,274.0,245.0,167.0,231.0,273.0,2012.0
350,13121008902,3324.0,428.0,32.0,151.0,129.0,84.0,220.0,108.0,153.0,156.0,315.0,331.0,282.0,309.0,196.0,190.0,240.0,2013.0
351,13121008902,3554.0,388.0,125.0,215.0,158.0,62.0,256.0,87.0,222.0,180.0,331.0,319.0,385.0,349.0,113.0,240.0,124.0,2014.0
352,13121008902,3666.0,380.0,144.0,164.0,169.0,56.0,199.0,162.0,204.0,132.0,425.0,345.0,400.0,369.0,101.0,296.0,120.0,2015.0
353,13121008902,3816.0,299.0,141.0,144.0,127.0,58.0,113.0,184.0,144.0,192.0,489.0,458.0,452.0,440.0,157.0,295.0,123.0,2016.0
354,13121008902,3761.0,272.0,185.0,142.0,131.0,99.0,65.0,260.0,132.0,222.0,451.0,451.0,436.0,406.0,164.0,195.0,150.0,2017.0
355,13121009403,2776.0,303.0,135.0,89.0,82.0,130.0,195.0,84.0,152.0,124.0,338.0,294.0,373.0,248.0,92.0,41.0,96.0,2012.0
356,13121009403,2840.0,354.0,101.0,103.0,160.0,139.0,189.0,87.0,55.0,126.0,282.0,273.0,475.0,245.0,135.0,27.0,89.0,2013.0
357,13121009403,2854.0,379.0,203.0,128.0,168.0,214.0,195.0,112.0,82.0,141.0,319.0,173.0,479.0,102.0,83.0,10.0,66.0,2014.0
358,13121009403,2789.0,386.0,140.0,115.0,253.0,208.0,144.0,75.0,177.0,120.0,315.0,216.0,401.0,82.0,53.0,16.0,88.0,2015.0
359,13121009403,2646.0,251.0,184.0,136.0,218.0,210.0,144.0,110.0,169.0,95.0,266.0,329.0,315.0,100.0,64.0,22.0,33.0,2016.0
360,13121009403,2787.0,233.0,131.0,164.0,109.0,302.0,138.0,135.0,178.0,122.0,222.0,450.0,336.0,114.0,70.0,29.0,54.0,2017.0
361,13121009602,2574.0,150.0,45.0,33.0,191.0,94.0,160.0,74.0,102.0,97.0,101.0,159.0,272.0,312.0,216.0,80.0,488.0,2012.0
362,13121009602,2659.0,118.0,15.0,21.0,160.0,81.0,110.0,65.0,110.0,78.0,159.0,207.0,221.0,398.0,240.0,111.0,565.0,2013.0
363,13121009602,2688.0,71.0,23.0,39.0,170.0,54.0,111.0,113.0,111.0,74.0,227.0,210.0,266.0,339.0,230.0,128.0,522.0,2014.0
364,13121009602,2703.0,87.0,24.0,29.0,133.0,83.0,144.0,96.0,16.0,78.0,211.0,256.0,266.0,366.0,193.0,140.0,581.0,2015.0
365,13121009602,2787.0,152.0,36.0,56.0,94.0,70.0,142.0,132.0,15.0,26.0,181.0,249.0,238.0,315.0,258.0,150.0,673.0,2016.0
366,13121009602,2746.0,108.0,35.0,106.0,43.0,33.0,204.0,134.0,29.0,12.0,138.0,248.0,258.0,310.0,300.0,184.0,604.0,2017.0
367,13121009404,2330.0,134.0,61.0,0.0,34.0,32.0,20.0,51.0,67.0,116.0,97.0,376.0,275.0,412.0,59.0,293.0,303.0,2012.0
368,13121009404,2297.0,88.0,55.0,0.0,73.0,44.0,65.0,10.0,69.0,141.0,83.0,417.0,217.0,457.0,58.0,173.0,347.0,2013.0
369,13121009404,2321.0,73.0,42.0,35.0,79.0,55.0,57.0,21.0,73.0,103.0,212.0,416.0,252.0,358.0,68.0,119.0,358.0,2014.0
370,13121009404,2388.0,116.0,22.0,26.0,150.0,44.0,71.0,48.0,89.0,100.0,182.0,361.0,204.0,396.0,92.0,109.0,378.0,2015.0
371,13121009404,2302.0,83.0,8.0,54.0,82.0,106.0,66.0,46.0,95.0,62.0,334.0,256.0,186.0,241.0,107.0,212.0,364.0,2016.0
372,13121009404,2360.0,86.0,11.0,56.0,71.0,57.0,69.0,41.0,126.0,87.0,345.0,251.0,191.0,316.0,106.0,165.0,382.0,2017.0
373,13121009502,1993.0,279.0,207.0,201.0,45.0,147.0,66.0,53.0,15.0,154.0,86.0,115.0,148.0,181.0,87.0,18.0,191.0,2012.0
374,13121009502,1867.0,196.0,135.0,157.0,60.0,95.0,69.0,87.0,26.0,87.0,141.0,113.0,298.0,161.0,56.0,25.0,161.0,2013.0
375,13121009502,1750.0,198.0,108.0,112.0,73.0,105.0,31.0,120.0,59.0,103.0,164.0,78.0,201.0,145.0,44.0,85.0,124.0,2014.0
376,13121009502,1612.0,85.0,96.0,146.0,42.0,69.0,24.0,82.0,60.0,81.0,171.0,93.0,304.0,133.0,31.0,71.0,124.0,2015.0
377,13121009502,1806.0,68.0,145.0,74.0,42.0,84.0,26.0,131.0,19.0,69.0,171.0,95.0,271.0,211.0,93.0,59.0,248.0,2016.0
378,13121009502,1896.0,115.0,107.0,75.0,65.0,77.0,13.0,85.0,37.0,68.0,82.0,120.0,336.0,228.0,92.0,95.0,301.0,2017.0
379,13121010114,2792.0,131.0,56.0,93.0,162.0,77.0,263.0,82.0,211.0,31.0,336.0,233.0,316.0,167.0,144.0,185.0,305.0,2012.0
380,13121010114,2809.0,128.0,135.0,61.0,164.0,43.0,220.0,311.0,160.0,26.0,249.0,213.0,315.0,63.0,153.0,228.0,340.0,2013.0
381,13121010114,2962.0,184.0,226.0,61.0,115.0,32.0,87.0,408.0,190.0,51.0,255.0,149.0,379.0,88.0,168.0,250.0,319.0,2014.0
382,13121010114,2987.0,151.0,251.0,16.0,98.0,15.0,148.0,321.0,204.0,70.0,219.0,173.0,395.0,151.0,138.0,265.0,372.0,2015.0
383,13121010114,2938.0,99.0,265.0,72.0,153.0,17.0,109.0,214.0,268.0,112.0,212.0,141.0,268.0,235.0,110.0,301.0,362.0,2016.0
384,13121010114,3013.0,64.0,199.0,118.0,199.0,41.0,116.0,84.0,252.0,125.0,190.0,233.0,280.0,240.0,147.0,215.0,510.0,2017.0
385,13121011800,1236.0,467.0,136.0,59.0,17.0,69.0,85.0,84.0,27.0,95.0,47.0,70.0,24.0,56.0,0.0,0.0,0.0,2012.0
386,13121011800,1188.0,550.0,114.0,75.0,34.0,13.0,81.0,72.0,25.0,47.0,51.0,65.0,24.0,37.0,0.0,0.0,0.0,2013.0
387,13121011800,1266.0,670.0,120.0,42.0,24.0,47.0,92.0,42.0,32.0,33.0,24.0,71.0,29.0,28.0,12.0,0.0,0.0,2014.0
388,13121011800,1324.0,662.0,129.0,47.0,35.0,69.0,72.0,55.0,6.0,45.0,35.0,83.0,36.0,35.0,15.0,0.0,0.0,2015.0
389,13121011800,1231.0,521.0,134.0,59.0,60.0,67.0,65.0,34.0,72.0,36.0,39.0,65.0,42.0,5.0,32.0,0.0,0.0,2016.0
390,13121011800,1096.0,457.0,81.0,55.0,68.0,58.0,38.0,46.0,61.0,51.0,40.0,58.0,41.0,9.0,11.0,22.0,0.0,2017.0
391,13089020600,780.0,109.0,70.0,40.0,86.0,14.0,22.0,55.0,31.0,10.0,35.0,56.0,67.0,92.0,39.0,49.0,5.0,2012.0
392,13089020600,807.0,100.0,51.0,74.0,81.0,27.0,43.0,31.0,33.0,12.0,43.0,62.0,95.0,70.0,39.0,42.0,4.0,2013.0
393,13089020600,851.0,133.0,24.0,84.0,54.0,66.0,49.0,23.0,66.0,17.0,30.0,66.0,74.0,67.0,46.0,48.0,4.0,2014.0
394,13089020600,950.0,154.0,26.0,76.0,40.0,94.0,66.0,32.0,57.0,7.0,33.0,102.0,77.0,96.0,40.0,45.0,5.0,2015.0
395,13089020600,1033.0,139.0,83.0,65.0,51.0,88.0,47.0,66.0,62.0,6.0,35.0,106.0,58.0,105.0,30.0,68.0,24.0,2016.0
396,13089020600,976.0,134.0,95.0,72.0,20.0,63.0,41.0,40.0,38.0,0.0,59.0,94.0,128.0,55.0,36.0,44.0,57.0,2017.0
397,13089020400,1158.0,59.0,19.0,0.0,27.0,86.0,17.0,40.0,36.0,18.0,73.0,82.0,263.0,159.0,49.0,107.0,123.0,2012.0
398,13089020400,1154.0,25.0,19.0,6.0,31.0,63.0,39.0,52.0,42.0,20.0,54.0,100.0,273.0,136.0,94.0,61.0,139.0,2013.0
399,13089020400,1169.0,17.0,43.0,8.0,39.0,36.0,36.0,48.0,99.0,32.0,55.0,111.0,193.0,145.0,64.0,75.0,168.0,2014.0
400,13089020400,1234.0,42.0,39.0,8.0,28.0,26.0,25.0,52.0,123.0,53.0,52.0,117.0,204.0,117.0,57.0,98.0,193.0,2015.0
401,13089020400,1312.0,48.0,39.0,10.0,26.0,42.0,45.0,64.0,150.0,44.0,53.0,111.0,197.0,118.0,91.0,83.0,191.0,2016.0
402,13089020400,1294.0,49.0,34.0,11.0,30.0,49.0,10.0,84.0,45.0,107.0,46.0,136.0,159.0,107.0,100.0,102.0,225.0,2017.0
403,13089020500,1349.0,177.0,84.0,162.0,54.0,71.0,85.0,65.0,15.0,15.0,105.0,131.0,111.0,125.0,33.0,58.0,58.0,2012.0
404,13089020500,1390.0,189.0,74.0,116.0,80.0,57.0,89.0,121.0,9.0,76.0,151.0,83.0,123.0,90.0,37.0,34.0,61.0,2013.0
405,13089020500,1371.0,142.0,61.0,106.0,125.0,56.0,60.0,29.0,91.0,80.0,161.0,82.0,145.0,92.0,41.0,50.0,50.0,2014.0
406,13089020500,1390.0,186.0,109.0,72.0,128.0,58.0,67.0,30.0,72.0,83.0,145.0,71.0,111.0,106.0,47.0,48.0,57.0,2015.0
407,13089020500,1483.0,298.0,145.0,74.0,78.0,50.0,27.0,0.0,70.0,95.0,89.0,102.0,164.0,146.0,27.0,53.0,65.0,2016.0
408,13089020500,1474.0,231.0,147.0,45.0,54.0,47.0,11.0,14.0,68.0,53.0,125.0,113.0,202.0,173.0,53.0,100.0,38.0,2017.0
409,13089020801,1051.0,70.0,40.0,45.0,16.0,103.0,54.0,0.0,31.0,40.0,68.0,162.0,79.0,98.0,83.0,75.0,87.0,2012.0
410,13089020801,1040.0,83.0,38.0,33.0,17.0,60.0,57.0,0.0,47.0,32.0,73.0,139.0,96.0,95.0,80.0,105.0,85.0,2013.0
411,13089020801,1041.0,57.0,28.0,11.0,34.0,89.0,19.0,29.0,43.0,26.0,79.0,135.0,130.0,84.0,89.0,102.0,86.0,2014.0
412,13089020801,1085.0,63.0,20.0,21.0,45.0,43.0,21.0,28.0,54.0,19.0,90.0,119.0,204.0,83.0,83.0,119.0,73.0,2015.0
413,13089020801,1093.0,23.0,34.0,39.0,37.0,54.0,20.0,31.0,50.0,14.0,98.0,132.0,131.0,103.0,82.0,137.0,108.0,2016.0
414,13089020801,1090.0,20.0,28.0,46.0,29.0,24.0,6.0,27.0,46.0,11.0,92.0,121.0,172.0,140.0,66.0,122.0,140.0,2017.0
415,13089020900,2484.0,348.0,229.0,139.0,100.0,112.0,100.0,288.0,55.0,82.0,68.0,158.0,156.0,264.0,126.0,143.0,116.0,2012.0
