,GEOID,GROSS RENT_Estimate!!Total,GROSS RENT_Estimate!!Total!!With cash rent,GROSS RENT_Estimate!!Total!!With cash rent!!Less than $100,GROSS RENT_Estimate!!Total!!With cash rent!!$100 to $149,GROSS RENT_Estimate!!Total!!With cash rent!!$150 to $199,GROSS RENT_Estimate!!Total!!With cash rent!!$200 to $249,GROSS RENT_Estimate!!Total!!With cash rent!!$250 to $299,GROSS RENT_Estimate!!Total!!With cash rent!!$300 to $349,GROSS RENT_Estimate!!Total!!With cash rent!!$350 to $399,GROSS RENT_Estimate!!Total!!With cash rent!!$400 to $449,GROSS RENT_Estimate!!Total!!With cash rent!!$450 to $499,GROSS RENT_Estimate!!Total!!With cash rent!!$500 to $549,GROSS RENT_Estimate!!Total!!With cash rent!!$550 to $599,GROSS RENT_Estimate!!Total!!With cash rent!!$600 to $649,GROSS RENT_Estimate!!Total!!With cash rent!!$650 to $699,GROSS RENT_Estimate!!Total!!With cash rent!!$700 to $749,GROSS RENT_Estimate!!Total!!With cash rent!!$750 to $799,GROSS RENT_Estimate!!Total!!With cash rent!!$800 to $899,GROSS RENT_Estimate!!Total!!With cash rent!!$900 to $999,"GROSS RENT_Estimate!!Total!!With cash rent!!$1,000 to $1,249","GROSS RENT_Estimate!!Total!!With cash rent!!$1,250 to $1,499","GROSS RENT_Estimate!!Total!!With cash rent!!$1,500 to $1,999","GROSS RENT_Estimate!!Total!!With cash rent!!$2,000 to $2,499","GROSS RENT_Estimate!!Total!!With cash rent!!$2,500 to $2,999",YEAR
343,13121002800,1178.0,1178.0,48.0,16.0,44.0,124.0,43.0,31.0,42.0,19.0,7.0,34.0,0.0,25.0,20.0,24.0,0.0,104.0,40.0,280.0,141.0,92.0,44.0,0.0,2016.0
344,13121002800,1244.0,1244.0,40.0,16.0,29.0,113.0,25.0,43.0,12.0,16.0,0.0,28.0,10.0,17.0,0.0,35.0,12.0,5.0,114.0,230.0,226.0,214.0,45.0,14.0,2017.0
345,13121002600,429.0,396.0,0.0,16.0,0.0,0.0,17.0,15.0,0.0,18.0,0.0,0.0,0.0,15.0,0.0,30.0,25.0,65.0,86.0,85.0,6.0,18.0,0.0,33.0,2014.0
346,13121002600,463.0,422.0,0.0,17.0,0.0,0.0,14.0,14.0,0.0,22.0,0.0,0.0,0.0,22.0,0.0,41.0,36.0,37.0,110.0,82.0,8.0,19.0,0.0,0.0,2015.0
347,13121002600,493.0,481.0,0.0,26.0,0.0,0.0,10.0,7.0,0.0,18.0,0.0,0.0,0.0,6.0,18.0,35.0,64.0,24.0,125.0,111.0,9.0,28.0,0.0,0.0,2016.0
348,13121002600,535.0,523.0,0.0,25.0,3.0,0.0,8.0,7.0,0.0,17.0,0.0,22.0,0.0,0.0,8.0,28.0,46.0,47.0,109.0,162.0,13.0,28.0,0.0,0.0,2017.0
349,13121003000,768.0,723.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,9.0,44.0,29.0,59.0,241.0,220.0,80.0,21.0,45.0,2014.0
350,13121003000,852.0,826.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,8.0,36.0,63.0,84.0,262.0,238.0,88.0,29.0,0.0,2015.0
351,13121003000,869.0,825.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,100.0,92.0,243.0,200.0,127.0,43.0,0.0,2016.0
352,13121003000,888.0,844.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,42.0,88.0,236.0,187.0,199.0,55.0,13.0,2017.0
353,13121002400,452.0,444.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,22.0,29.0,42.0,0.0,6.0,78.0,75.0,102.0,35.0,7.0,5.0,8.0,2014.0
354,13121002400,498.0,485.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,19.0,42.0,66.0,0.0,7.0,58.0,82.0,121.0,18.0,14.0,6.0,0.0,2015.0
355,13121002400,528.0,511.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,9.0,61.0,59.0,32.0,11.0,75.0,51.0,152.0,12.0,4.0,5.0,0.0,2016.0
356,13121002400,542.0,519.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,10.0,30.0,54.0,25.0,32.0,5.0,47.0,52.0,152.0,48.0,38.0,6.0,0.0,2017.0
357,13121003200,644.0,644.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,18.0,41.0,101.0,54.0,140.0,114.0,138.0,0.0,0.0,2014.0
358,13121003200,568.0,568.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,19.0,5.0,118.0,53.0,113.0,103.0,115.0,12.0,0.0,2015.0
359,13121003200,467.0,467.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,74.0,27.0,148.0,30.0,159.0,15.0,0.0,2016.0
360,13121003200,376.0,376.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,35.0,19.0,115.0,54.0,116.0,29.0,0.0,2017.0
361,13121003100,401.0,401.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,16.0,29.0,123.0,41.0,82.0,24.0,27.0,23.0,22.0,3.0,0.0,2014.0
362,13121003100,414.0,414.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,7.0,13.0,33.0,87.0,41.0,79.0,50.0,32.0,17.0,44.0,4.0,0.0,2015.0
363,13121003100,464.0,464.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,13.0,5.0,3.0,14.0,15.0,75.0,29.0,110.0,57.0,21.0,42.0,52.0,24.0,0.0,2016.0
364,13121003100,491.0,491.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,15.0,36.0,12.0,15.0,25.0,78.0,82.0,53.0,25.0,39.0,64.0,37.0,0.0,2017.0
365,13121003500,419.0,419.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,83.0,210.0,88.0,18.0,0.0,0.0,2014.0
366,13121003500,379.0,372.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,82.0,182.0,52.0,35.0,0.0,0.0,2015.0
367,13121003500,401.0,385.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,72.0,164.0,75.0,42.0,0.0,6.0,2016.0
368,13121003500,335.0,321.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,43.0,121.0,90.0,51.0,0.0,6.0,2017.0
369,13121003800,178.0,175.0,0.0,0.0,0.0,0.0,0.0,12.0,11.0,29.0,31.0,16.0,7.0,0.0,6.0,0.0,14.0,13.0,6.0,3.0,15.0,0.0,12.0,3.0,2014.0
370,13121003800,178.0,163.0,0.0,0.0,0.0,0.0,0.0,10.0,11.0,24.0,14.0,23.0,7.0,0.0,6.0,7.0,6.0,12.0,6.0,3.0,20.0,0.0,14.0,0.0,2015.0
371,13121003800,157.0,135.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,15.0,7.0,28.0,13.0,0.0,6.0,11.0,5.0,14.0,0.0,3.0,22.0,0.0,0.0,0.0,2016.0
372,13121003800,146.0,126.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,9.0,16.0,12.0,7.0,4.0,10.0,0.0,7.0,10.0,4.0,30.0,0.0,0.0,0.0,2017.0
373,13121007808,1220.0,1000.0,9.0,53.0,48.0,60.0,6.0,36.0,54.0,46.0,63.0,39.0,30.0,55.0,43.0,120.0,96.0,101.0,72.0,48.0,0.0,0.0,21.0,220.0,2014.0
374,13121007808,1254.0,1038.0,0.0,34.0,44.0,71.0,7.0,47.0,54.0,53.0,65.0,56.0,41.0,60.0,64.0,106.0,94.0,106.0,77.0,38.0,0.0,0.0,14.0,0.0,2015.0
375,13121007808,1332.0,1151.0,0.0,46.0,48.0,68.0,59.0,64.0,43.0,21.0,76.0,53.0,65.0,71.0,33.0,88.0,139.0,122.0,75.0,55.0,0.0,0.0,17.0,0.0,2016.0
376,13121007808,1313.0,1174.0,3.0,35.0,40.0,52.0,92.0,69.0,28.0,14.0,66.0,53.0,35.0,77.0,91.0,116.0,60.0,168.0,66.0,83.0,0.0,0.0,18.0,0.0,2017.0
377,13121008000,687.0,626.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,16.0,0.0,45.0,26.0,41.0,84.0,128.0,164.0,91.0,9.0,61.0,2014.0
378,13121008000,711.0,622.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,44.0,30.0,45.0,66.0,160.0,167.0,78.0,9.0,0.0,2015.0
379,13121008000,748.0,637.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,67.0,56.0,66.0,80.0,90.0,168.0,63.0,11.0,0.0,2016.0
380,13121008000,772.0,699.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,43.0,47.0,92.0,80.0,140.0,186.0,54.0,10.0,0.0,2017.0
381,13121007807,519.0,470.0,26.0,0.0,0.0,20.0,0.0,23.0,11.0,11.0,34.0,0.0,0.0,27.0,32.0,62.0,72.0,100.0,10.0,9.0,24.0,9.0,0.0,49.0,2014.0
382,13121007807,592.0,534.0,28.0,0.0,0.0,19.0,0.0,7.0,9.0,10.0,37.0,8.0,0.0,15.0,8.0,84.0,80.0,176.0,20.0,11.0,22.0,0.0,0.0,0.0,2015.0
383,13121007807,684.0,624.0,31.0,0.0,0.0,14.0,0.0,35.0,9.0,0.0,42.0,7.0,0.0,9.0,27.0,79.0,82.0,165.0,29.0,69.0,26.0,0.0,0.0,0.0,2016.0
384,13121007807,681.0,625.0,35.0,0.0,10.0,26.0,28.0,28.0,8.0,0.0,38.0,9.0,6.0,9.0,11.0,47.0,68.0,163.0,32.0,95.0,12.0,0.0,0.0,0.0,2017.0
385,13121007900,501.0,496.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,17.0,19.0,118.0,179.0,115.0,0.0,5.0,2014.0
386,13121007900,554.0,531.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,47.0,0.0,18.0,85.0,90.0,122.0,151.0,0.0,0.0,2015.0
387,13121007900,600.0,562.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,43.0,0.0,16.0,63.0,65.0,159.0,143.0,50.0,0.0,2016.0
388,13121007900,798.0,752.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,75.0,0.0,0.0,0.0,32.0,0.0,78.0,0.0,14.0,54.0,14.0,261.0,154.0,48.0,0.0,2017.0
389,13121008201,1080.0,1022.0,0.0,13.0,0.0,12.0,28.0,26.0,17.0,55.0,0.0,0.0,52.0,34.0,58.0,127.0,135.0,110.0,139.0,113.0,91.0,12.0,0.0,58.0,2014.0
390,13121008201,1200.0,1138.0,0.0,15.0,13.0,14.0,21.0,28.0,21.0,62.0,0.0,0.0,11.0,63.0,64.0,88.0,175.0,125.0,217.0,140.0,65.0,16.0,0.0,0.0,2015.0
391,13121008201,1128.0,1079.0,0.0,17.0,13.0,15.0,25.0,13.0,12.0,24.0,0.0,0.0,24.0,66.0,69.0,19.0,108.0,241.0,176.0,140.0,80.0,37.0,0.0,0.0,2016.0
392,13121008201,1138.0,1100.0,0.0,16.0,14.0,0.0,16.0,15.0,13.0,0.0,0.0,0.0,14.0,58.0,13.0,81.0,119.0,274.0,139.0,266.0,42.0,20.0,0.0,0.0,2017.0
393,13121008102,1750.0,1689.0,0.0,33.0,133.0,90.0,53.0,56.0,0.0,0.0,11.0,18.0,65.0,87.0,108.0,140.0,115.0,396.0,129.0,225.0,30.0,0.0,0.0,61.0,2014.0
394,13121008102,1814.0,1767.0,0.0,26.0,168.0,102.0,92.0,43.0,0.0,0.0,12.0,9.0,80.0,152.0,53.0,175.0,101.0,330.0,117.0,279.0,28.0,0.0,0.0,0.0,2015.0
395,13121008102,1959.0,1910.0,0.0,33.0,171.0,102.0,133.0,0.0,42.0,0.0,13.0,0.0,13.0,190.0,14.0,239.0,138.0,315.0,165.0,281.0,41.0,20.0,0.0,0.0,2016.0
396,13121008102,2000.0,1980.0,0.0,28.0,178.0,96.0,82.0,39.0,10.0,100.0,16.0,41.0,16.0,80.0,52.0,230.0,220.0,230.0,253.0,231.0,58.0,20.0,0.0,0.0,2017.0
397,13121004800,549.0,524.0,0.0,17.0,18.0,41.0,19.0,33.0,15.0,17.0,0.0,24.0,0.0,22.0,29.0,5.0,25.0,90.0,39.0,50.0,26.0,47.0,7.0,25.0,2014.0
398,13121004800,572.0,531.0,0.0,19.0,10.0,50.0,25.0,28.0,0.0,17.0,0.0,8.0,0.0,18.0,23.0,6.0,42.0,124.0,46.0,71.0,32.0,0.0,12.0,0.0,2015.0
399,13121004800,580.0,541.0,0.0,14.0,24.0,42.0,19.0,22.0,4.0,5.0,0.0,9.0,4.0,18.0,12.0,5.0,28.0,106.0,43.0,93.0,57.0,16.0,15.0,0.0,2016.0
400,13121004800,559.0,519.0,0.0,28.0,25.0,32.0,25.0,29.0,0.0,4.0,0.0,8.0,5.0,18.0,11.0,0.0,21.0,20.0,77.0,108.0,67.0,25.0,10.0,0.0,2017.0
401,13121005000,352.0,352.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,25.0,6.0,25.0,34.0,7.0,13.0,4.0,92.0,56.0,67.0,18.0,0.0,2014.0
402,13121005000,377.0,377.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,22.0,0.0,21.0,27.0,8.0,18.0,16.0,86.0,67.0,92.0,15.0,0.0,2015.0
403,13121005000,373.0,373.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,14.0,0.0,11.0,33.0,6.0,20.0,19.0,100.0,64.0,87.0,14.0,0.0,2016.0
404,13121005000,320.0,320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,7.0,17.0,18.0,19.0,34.0,95.0,51.0,41.0,18.0,5.0,2017.0
405,13121003900,331.0,312.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,45.0,0.0,4.0,22.0,30.0,20.0,19.0,23.0,74.0,31.0,29.0,0.0,19.0,2014.0
406,13121003900,375.0,346.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,15.0,25.0,0.0,4.0,24.0,44.0,26.0,40.0,24.0,84.0,39.0,11.0,0.0,0.0,2015.0
407,13121003900,440.0,408.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,12.0,27.0,0.0,5.0,23.0,40.0,38.0,26.0,73.0,82.0,40.0,31.0,0.0,0.0,2016.0
408,13121003900,514.0,469.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,12.0,36.0,0.0,5.0,27.0,24.0,38.0,72.0,81.0,79.0,51.0,30.0,0.0,0.0,2017.0
409,13121004100,509.0,499.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,21.0,12.0,33.0,5.0,5.0,76.0,13.0,22.0,108.0,0.0,79.0,64.0,51.0,5.0,10.0,2014.0
410,13121004100,483.0,464.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,26.0,11.0,0.0,15.0,8.0,47.0,18.0,31.0,128.0,0.0,82.0,13.0,66.0,5.0,0.0,2015.0
411,13121004100,475.0,457.0,0.0,0.0,0.0,0.0,0.0,19.0,6.0,0.0,13.0,0.0,12.0,7.0,35.0,37.0,8.0,92.0,21.0,95.0,34.0,73.0,5.0,0.0,2016.0
412,13121004100,447.0,427.0,0.0,0.0,0.0,0.0,0.0,18.0,7.0,0.0,0.0,0.0,12.0,0.0,13.0,26.0,63.0,36.0,17.0,128.0,22.0,85.0,0.0,0.0,2017.0
413,13121004900,448.0,417.0,0.0,22.0,19.0,39.0,57.0,5.0,0.0,0.0,0.0,0.0,36.0,7.0,14.0,0.0,23.0,3.0,8.0,41.0,38.0,61.0,44.0,31.0,2014.0
414,13121004900,407.0,407.0,0.0,27.0,14.0,58.0,52.0,8.0,0.0,0.0,0.0,0.0,43.0,1.0,0.0,0.0,32.0,4.0,9.0,43.0,47.0,32.0,37.0,0.0,2015.0
415,13121004900,434.0,434.0,0.0,0.0,11.0,30.0,66.0,0.0,0.0,0.0,0.0,0.0,45.0,3.0,0.0,0.0,24.0,53.0,7.0,52.0,50.0,53.0,40.0,0.0,2016.0
416,13121004900,354.0,354.0,0.0,0.0,9.0,18.0,57.0,0.0,0.0,0.0,0.0,0.0,44.0,3.0,0.0,0.0,11.0,0.0,29.0,65.0,31.0,68.0,19.0,0.0,2017.0
417,13121004000,364.0,342.0,0.0,0.0,5.0,10.0,4.0,0.0,0.0,3.0,0.0,7.0,5.0,8.0,7.0,25.0,0.0,50.0,30.0,123.0,43.0,22.0,0.0,22.0,2014.0
418,13121004000,422.0,400.0,0.0,0.0,6.0,0.0,6.0,5.0,0.0,7.0,0.0,6.0,5.0,11.0,10.0,48.0,17.0,69.0,51.0,99.0,47.0,13.0,0.0,0.0,2015.0
419,13121004000,502.0,479.0,0.0,0.0,6.0,0.0,6.0,3.0,0.0,9.0,0.0,0.0,15.0,38.0,5.0,64.0,62.0,36.0,53.0,124.0,48.0,10.0,0.0,0.0,2016.0
420,13121004000,571.0,549.0,0.0,14.0,5.0,5.0,5.0,5.0,0.0,15.0,0.0,5.0,14.0,31.0,10.0,32.0,64.0,78.0,87.0,103.0,70.0,6.0,0.0,0.0,2017.0
421,13121004400,885.0,841.0,0.0,71.0,24.0,43.0,71.0,95.0,35.0,6.0,44.0,0.0,0.0,80.0,3.0,55.0,0.0,85.0,86.0,102.0,15.0,0.0,26.0,44.0,2014.0
422,13121004400,988.0,935.0,0.0,22.0,24.0,30.0,66.0,70.0,92.0,4.0,57.0,0.0,0.0,86.0,15.0,43.0,37.0,114.0,86.0,95.0,68.0,0.0,26.0,0.0,2015.0
423,13121004400,1050.0,1021.0,14.0,26.0,13.0,34.0,38.0,100.0,116.0,15.0,61.0,0.0,10.0,38.0,5.0,59.0,72.0,124.0,64.0,132.0,81.0,0.0,19.0,0.0,2016.0
424,13121004400,1080.0,1053.0,12.0,14.0,117.0,42.0,49.0,58.0,110.0,41.0,41.0,0.0,11.0,42.0,0.0,37.0,121.0,57.0,91.0,71.0,65.0,57.0,17.0,0.0,2017.0
425,13121005300,520.0,470.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,161.0,20.0,144.0,94.0,50.0,2014.0
426,13121005300,542.0,491.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,15.0,190.0,37.0,149.0,66.0,6.0,2015.0
427,13121005300,471.0,427.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,25.0,6.0,143.0,53.0,132.0,27.0,8.0,2016.0
428,13121005300,465.0,445.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,103.0,5.0,103.0,37.0,131.0,40.0,9.0,2017.0
429,13121008400,966.0,959.0,0.0,0.0,0.0,74.0,47.0,28.0,18.0,0.0,29.0,55.0,57.0,144.0,82.0,48.0,59.0,127.0,27.0,99.0,48.0,17.0,0.0,7.0,2014.0
430,13121008400,938.0,918.0,0.0,0.0,0.0,43.0,19.0,28.0,20.0,10.0,17.0,42.0,59.0,132.0,112.0,80.0,83.0,63.0,51.0,93.0,52.0,14.0,0.0,0.0,2015.0
431,13121008400,948.0,921.0,0.0,0.0,26.0,29.0,20.0,36.0,30.0,48.0,10.0,41.0,26.0,153.0,110.0,33.0,63.0,80.0,51.0,133.0,32.0,0.0,0.0,0.0,2016.0
432,13121008400,1015.0,955.0,0.0,24.0,25.0,9.0,20.0,35.0,31.0,58.0,10.0,13.0,68.0,132.0,64.0,127.0,22.0,99.0,44.0,134.0,40.0,0.0,0.0,0.0,2017.0
433,13121008302,342.0,315.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,17.0,32.0,53.0,30.0,34.0,48.0,78.0,0.0,7.0,0.0,27.0,2014.0
434,13121008302,394.0,389.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,17.0,28.0,62.0,12.0,60.0,85.0,90.0,7.0,10.0,0.0,0.0,2015.0
435,13121008302,318.0,318.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,20.0,10.0,13.0,40.0,58.0,54.0,88.0,19.0,0.0,0.0,0.0,2016.0
436,13121008302,329.0,329.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,4.0,19.0,11.0,46.0,45.0,63.0,106.0,19.0,0.0,0.0,0.0,2017.0
437,13121005200,679.0,639.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,24.0,275.0,55.0,229.0,0.0,40.0,2014.0
438,13121005200,847.0,809.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,32.0,34.0,322.0,84.0,278.0,0.0,0.0,2015.0
439,13121005200,982.0,960.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,68.0,0.0,33.0,21.0,252.0,256.0,309.0,0.0,0.0,2016.0
440,13121005200,829.0,805.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,64.0,29.0,0.0,77.0,234.0,314.0,70.0,0.0,2017.0
441,13121008500,616.0,590.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,6.0,29.0,15.0,8.0,41.0,40.0,84.0,47.0,158.0,87.0,17.0,41.0,26.0,2014.0
442,13121008500,615.0,582.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,7.0,0.0,15.0,8.0,42.0,28.0,68.0,91.0,179.0,89.0,10.0,27.0,0.0,2015.0
443,13121008500,613.0,547.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,14.0,19.0,26.0,97.0,115.0,134.0,131.0,0.0,0.0,0.0,2016.0
444,13121008500,579.0,520.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,18.0,29.0,94.0,101.0,156.0,110.0,0.0,0.0,0.0,2017.0
445,13121008202,463.0,419.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,7.0,0.0,0.0,0.0,25.0,22.0,31.0,47.0,65.0,86.0,77.0,36.0,2.0,0.0,44.0,2014.0
446,13121008202,457.0,409.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,6.0,0.0,0.0,0.0,23.0,21.0,29.0,37.0,76.0,98.0,56.0,43.0,0.0,0.0,0.0,2015.0
447,13121008202,469.0,443.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,6.0,0.0,0.0,0.0,28.0,30.0,17.0,22.0,66.0,101.0,109.0,42.0,0.0,0.0,0.0,2016.0
448,13121008202,419.0,406.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,5.0,0.0,0.0,15.0,43.0,21.0,27.0,51.0,97.0,91.0,50.0,0.0,0.0,0.0,2017.0
449,13121008601,1090.0,1041.0,0.0,0.0,28.0,44.0,58.0,70.0,19.0,34.0,18.0,47.0,120.0,9.0,50.0,0.0,16.0,99.0,149.0,182.0,29.0,69.0,0.0,49.0,2014.0
450,13121008601,1125.0,1056.0,0.0,0.0,29.0,31.0,57.0,77.0,17.0,32.0,17.0,50.0,142.0,24.0,59.0,18.0,13.0,90.0,141.0,175.0,43.0,41.0,0.0,0.0,2015.0
451,13121008601,1080.0,1014.0,0.0,0.0,13.0,35.0,40.0,91.0,17.0,15.0,16.0,18.0,213.0,51.0,35.0,51.0,13.0,74.0,81.0,185.0,37.0,29.0,0.0,0.0,2016.0
452,13121008601,1122.0,1082.0,0.0,0.0,8.0,50.0,27.0,147.0,0.0,27.0,18.0,0.0,129.0,138.0,35.0,64.0,24.0,66.0,90.0,218.0,17.0,24.0,0.0,0.0,2017.0
453,13121008301,588.0,554.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,7.0,35.0,34.0,18.0,79.0,29.0,130.0,156.0,23.0,20.0,0.0,34.0,2014.0
454,13121008301,640.0,602.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,21.0,28.0,56.0,27.0,99.0,29.0,126.0,156.0,0.0,22.0,0.0,0.0,2015.0
455,13121008301,601.0,543.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,16.0,0.0,29.0,24.0,52.0,69.0,52.0,103.0,112.0,51.0,0.0,0.0,0.0,2016.0
456,13121008301,618.0,498.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,46.0,21.0,26.0,16.0,74.0,23.0,75.0,85.0,110.0,13.0,0.0,0.0,0.0,2017.0
457,13121005501,664.0,627.0,0.0,0.0,5.0,0.0,18.0,15.0,5.0,0.0,20.0,20.0,25.0,19.0,15.0,35.0,66.0,92.0,81.0,75.0,99.0,26.0,11.0,37.0,2014.0
458,13121005501,648.0,608.0,0.0,0.0,6.0,0.0,21.0,19.0,5.0,0.0,0.0,21.0,18.0,16.0,11.0,38.0,72.0,89.0,28.0,105.0,120.0,26.0,13.0,0.0,2015.0
459,13121005501,601.0,551.0,10.0,0.0,6.0,6.0,9.0,27.0,12.0,0.0,0.0,12.0,0.0,13.0,11.0,20.0,43.0,96.0,48.0,103.0,90.0,45.0,0.0,0.0,2016.0
460,13121005501,623.0,556.0,15.0,0.0,9.0,15.0,6.0,18.0,10.0,0.0,0.0,15.0,0.0,16.0,16.0,30.0,40.0,97.0,39.0,118.0,60.0,52.0,0.0,0.0,2017.0
461,13121005700,590.0,555.0,0.0,19.0,40.0,14.0,17.0,16.0,35.0,53.0,16.0,30.0,17.0,26.0,9.0,33.0,22.0,54.0,67.0,71.0,8.0,8.0,0.0,35.0,2014.0
462,13121005700,582.0,544.0,0.0,20.0,47.0,25.0,14.0,16.0,34.0,32.0,19.0,13.0,19.0,27.0,11.0,13.0,33.0,52.0,87.0,58.0,14.0,10.0,0.0,0.0,2015.0
463,13121005700,621.0,591.0,0.0,27.0,46.0,30.0,18.0,10.0,33.0,34.0,15.0,15.0,17.0,30.0,9.0,10.0,30.0,45.0,106.0,87.0,13.0,16.0,0.0,0.0,2016.0
464,13121005700,596.0,582.0,0.0,28.0,30.0,24.0,10.0,11.0,34.0,16.0,27.0,0.0,28.0,31.0,0.0,17.0,35.0,50.0,111.0,108.0,12.0,10.0,0.0,0.0,2017.0
