,GEOID,HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total,"HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!Less than $10,000","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!Less than $10,000!!Less than 20.0 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!Less than $10,000!!20.0 to 24.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!Less than $10,000!!25.0 to 29.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!Less than $10,000!!30.0 to 34.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!Less than $10,000!!35.0 to 39.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!Less than $10,000!!40.0 to 49.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!Less than $10,000!!50.0 percent or more","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!Less than $10,000!!Not computed","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$10,000 to $19,999","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$10,000 to $19,999!!Less than 20.0 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$10,000 to $19,999!!20.0 to 24.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$10,000 to $19,999!!25.0 to 29.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$10,000 to $19,999!!30.0 to 34.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$10,000 to $19,999!!35.0 to 39.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$10,000 to $19,999!!40.0 to 49.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$10,000 to $19,999!!50.0 percent or more","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$10,000 to $19,999!!Not computed","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$20,000 to $34,999","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$20,000 to $34,999!!Less than 20.0 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$20,000 to $34,999!!20.0 to 24.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$20,000 to $34,999!!25.0 to 29.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$20,000 to $34,999!!30.0 to 34.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$20,000 to $34,999!!35.0 to 39.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$20,000 to $34,999!!40.0 to 49.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$20,000 to $34,999!!50.0 percent or more","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$20,000 to $34,999!!Not computed","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$35,000 to $49,999","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$35,000 to $49,999!!Less than 20.0 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$35,000 to $49,999!!20.0 to 24.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$35,000 to $49,999!!25.0 to 29.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$35,000 to $49,999!!30.0 to 34.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$35,000 to $49,999!!35.0 to 39.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$35,000 to $49,999!!40.0 to 49.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$35,000 to $49,999!!50.0 percent or more","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$35,000 to $49,999!!Not computed","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$50,000 to $74,999",YEAR
349,13089022700,381.0,137.0,26.0,0.0,0.0,0.0,0.0,0.0,69.0,42.0,87.0,0.0,41.0,0.0,0.0,0.0,0.0,46.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,62.0,0.0,0.0,27.0,20.0,7.0,0.0,8.0,0.0,43.0,2017.0
350,13089022800,233.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,12.0,43.0,9.0,24.0,0.0,0.0,0.0,0.0,8.0,9.0,7.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,8.0,60.0,2017.0
351,13089022900,398.0,57.0,18.0,0.0,0.0,0.0,10.0,0.0,21.0,8.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,84.0,20.0,4.0,0.0,9.0,0.0,22.0,29.0,0.0,56.0,0.0,0.0,27.0,17.0,12.0,0.0,0.0,0.0,94.0,2017.0
352,13089023000,326.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,18.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,11.0,32.0,0.0,0.0,0.0,0.0,0.0,28.0,4.0,0.0,52.0,0.0,0.0,13.0,39.0,0.0,0.0,0.0,0.0,87.0,2017.0
353,13089023101,770.0,57.0,0.0,0.0,0.0,0.0,0.0,10.0,27.0,20.0,167.0,0.0,0.0,0.0,0.0,0.0,46.0,114.0,7.0,125.0,0.0,0.0,0.0,28.0,14.0,23.0,60.0,0.0,138.0,0.0,29.0,8.0,43.0,28.0,9.0,21.0,0.0,130.0,2017.0
354,13089023102,857.0,178.0,0.0,0.0,0.0,0.0,8.0,0.0,134.0,36.0,153.0,0.0,0.0,0.0,22.0,0.0,24.0,107.0,0.0,166.0,0.0,8.0,8.0,75.0,23.0,16.0,36.0,0.0,210.0,42.0,60.0,54.0,36.0,0.0,0.0,0.0,18.0,111.0,2017.0
355,13089023107,819.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,20.0,124.0,0.0,0.0,9.0,19.0,0.0,0.0,96.0,0.0,221.0,0.0,0.0,0.0,21.0,28.0,104.0,68.0,0.0,132.0,0.0,6.0,75.0,13.0,9.0,18.0,11.0,0.0,193.0,2017.0
356,13089023108,1098.0,207.0,0.0,0.0,18.0,0.0,0.0,0.0,145.0,44.0,246.0,0.0,0.0,0.0,27.0,17.0,30.0,172.0,0.0,360.0,0.0,17.0,13.0,39.0,84.0,134.0,65.0,8.0,132.0,0.0,63.0,42.0,17.0,0.0,10.0,0.0,0.0,77.0,2017.0
357,13089023111,228.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,18.0,0.0,0.0,5.0,0.0,0.0,13.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,69.0,2017.0
358,13089023112,1899.0,372.0,0.0,0.0,0.0,0.0,8.0,0.0,256.0,108.0,378.0,16.0,0.0,0.0,9.0,24.0,50.0,279.0,0.0,526.0,18.0,0.0,97.0,120.0,101.0,121.0,69.0,0.0,359.0,63.0,118.0,114.0,32.0,19.0,0.0,13.0,0.0,150.0,2017.0
359,13089023113,906.0,105.0,0.0,0.0,0.0,24.0,0.0,0.0,61.0,20.0,221.0,0.0,0.0,0.0,0.0,11.0,79.0,131.0,0.0,284.0,11.0,19.0,24.0,129.0,54.0,47.0,0.0,0.0,113.0,31.0,47.0,9.0,26.0,0.0,0.0,0.0,0.0,124.0,2017.0
360,13089023114,250.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,6.0,42.0,0.0,0.0,20.0,7.0,0.0,7.0,0.0,8.0,44.0,2017.0
361,13089023115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017.0
362,13089023204,622.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,10.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,0.0,154.0,0.0,0.0,0.0,0.0,0.0,131.0,23.0,0.0,54.0,0.0,32.0,0.0,0.0,22.0,0.0,0.0,0.0,54.0,2017.0
363,13089023206,1122.0,196.0,0.0,0.0,0.0,32.0,0.0,0.0,124.0,40.0,125.0,34.0,0.0,12.0,0.0,0.0,50.0,29.0,0.0,316.0,43.0,0.0,0.0,19.0,40.0,71.0,143.0,0.0,205.0,0.0,22.0,13.0,23.0,67.0,65.0,0.0,15.0,204.0,2017.0
364,13089023208,902.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,181.0,0.0,0.0,0.0,0.0,14.0,17.0,133.0,17.0,278.0,15.0,15.0,0.0,38.0,73.0,41.0,96.0,0.0,200.0,15.0,48.0,0.0,48.0,37.0,14.0,38.0,0.0,104.0,2017.0
365,13089023209,381.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,25.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,43.0,0.0,0.0,0.0,12.0,0.0,0.0,31.0,0.0,86.0,0.0,0.0,27.0,0.0,17.0,35.0,7.0,0.0,100.0,2017.0
366,13089023210,1371.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,0.0,299.0,0.0,0.0,0.0,0.0,0.0,32.0,267.0,0.0,301.0,0.0,47.0,0.0,14.0,54.0,96.0,90.0,0.0,275.0,38.0,57.0,23.0,0.0,138.0,19.0,0.0,0.0,231.0,2017.0
367,13089023211,634.0,18.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,9.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,0.0,195.0,0.0,0.0,0.0,9.0,0.0,176.0,0.0,10.0,111.0,20.0,48.0,24.0,12.0,0.0,0.0,0.0,7.0,111.0,2017.0
368,13089023212,516.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,58.0,0.0,0.0,0.0,0.0,0.0,43.0,15.0,0.0,174.0,0.0,11.0,0.0,34.0,59.0,26.0,44.0,0.0,26.0,0.0,12.0,0.0,0.0,0.0,14.0,0.0,0.0,114.0,2017.0
369,13089023213,1165.0,120.0,0.0,0.0,0.0,0.0,0.0,20.0,81.0,19.0,220.0,0.0,0.0,0.0,0.0,0.0,26.0,171.0,23.0,218.0,0.0,0.0,12.0,30.0,46.0,108.0,22.0,0.0,342.0,0.0,85.0,92.0,77.0,51.0,37.0,0.0,0.0,63.0,2017.0
370,13089023214,1232.0,111.0,0.0,18.0,0.0,0.0,0.0,0.0,76.0,17.0,212.0,0.0,0.0,0.0,0.0,8.0,0.0,204.0,0.0,187.0,0.0,0.0,13.0,30.0,35.0,77.0,32.0,0.0,255.0,44.0,24.0,29.0,110.0,19.0,29.0,0.0,0.0,273.0,2017.0
371,13089023303,1095.0,216.0,0.0,0.0,0.0,0.0,18.0,38.0,87.0,73.0,160.0,8.0,6.0,7.0,6.0,0.0,10.0,107.0,16.0,161.0,0.0,11.0,8.0,35.0,55.0,42.0,10.0,0.0,241.0,19.0,23.0,4.0,67.0,77.0,51.0,0.0,0.0,228.0,2017.0
372,13089023306,455.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,73.0,0.0,0.0,0.0,15.0,0.0,19.0,39.0,0.0,132.0,0.0,47.0,0.0,21.0,0.0,23.0,0.0,41.0,53.0,2017.0
373,13089023309,1758.0,177.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,67.0,140.0,0.0,0.0,0.0,0.0,0.0,51.0,89.0,0.0,496.0,38.0,32.0,0.0,0.0,94.0,158.0,174.0,0.0,513.0,0.0,62.0,202.0,33.0,62.0,154.0,0.0,0.0,135.0,2017.0
374,13089023310,2929.0,465.0,0.0,0.0,11.0,22.0,0.0,0.0,376.0,56.0,564.0,0.0,0.0,15.0,44.0,0.0,71.0,434.0,0.0,682.0,0.0,0.0,14.0,100.0,170.0,151.0,196.0,51.0,531.0,41.0,87.0,90.0,233.0,80.0,0.0,0.0,0.0,345.0,2017.0
375,13089023311,313.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,55.0,0.0,9.0,0.0,0.0,0.0,5.0,41.0,0.0,74.0,0.0,0.0,7.0,0.0,27.0,18.0,22.0,0.0,0.0,2017.0
376,13089023312,734.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,193.0,78.0,39.0,34.0,0.0,11.0,0.0,0.0,31.0,137.0,2017.0
377,13089023313,486.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,103.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0,0.0,140.0,0.0,0.0,0.0,0.0,0.0,30.0,110.0,0.0,135.0,26.0,11.0,0.0,23.0,26.0,49.0,0.0,0.0,31.0,2017.0
378,13089023314,605.0,133.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,16.0,0.0,22.0,25.0,0.0,145.0,0.0,0.0,56.0,63.0,13.0,13.0,0.0,0.0,148.0,2017.0
379,13089023315,262.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,46.0,0.0,0.0,0.0,0.0,33.0,13.0,0.0,0.0,64.0,2017.0
380,13089023316,776.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,43.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,27.0,57.0,0.0,0.0,0.0,0.0,14.0,43.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,43.0,14.0,0.0,399.0,2017.0
381,13089023410,1079.0,146.0,0.0,0.0,0.0,0.0,31.0,28.0,75.0,12.0,261.0,11.0,0.0,0.0,0.0,0.0,64.0,178.0,8.0,267.0,20.0,0.0,26.0,75.0,18.0,90.0,38.0,0.0,185.0,35.0,37.0,55.0,11.0,19.0,0.0,0.0,28.0,184.0,2017.0
382,13089023411,558.0,142.0,0.0,0.0,24.0,0.0,0.0,0.0,118.0,0.0,136.0,0.0,0.0,9.0,0.0,0.0,29.0,98.0,0.0,104.0,0.0,0.0,11.0,65.0,0.0,10.0,18.0,0.0,77.0,0.0,33.0,0.0,27.0,0.0,17.0,0.0,0.0,65.0,2017.0
383,13089023412,422.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,14.0,63.0,0.0,0.0,0.0,0.0,19.0,8.0,36.0,0.0,219.0,0.0,0.0,0.0,93.0,0.0,126.0,0.0,0.0,14.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,54.0,2017.0
384,13089023413,161.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,87.0,30.0,0.0,9.0,0.0,27.0,11.0,10.0,0.0,0.0,2017.0
385,13089023414,808.0,175.0,0.0,0.0,0.0,0.0,0.0,0.0,159.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,285.0,0.0,0.0,0.0,92.0,78.0,115.0,0.0,0.0,129.0,53.0,34.0,0.0,26.0,0.0,16.0,0.0,0.0,152.0,2017.0
386,13089023416,872.0,161.0,0.0,0.0,0.0,0.0,0.0,43.0,98.0,20.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,18.0,83.0,0.0,0.0,0.0,0.0,39.0,9.0,35.0,0.0,72.0,0.0,13.0,0.0,10.0,14.0,35.0,0.0,0.0,194.0,2017.0
387,13089023418,3303.0,184.0,0.0,0.0,0.0,0.0,0.0,0.0,184.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,518.0,0.0,0.0,0.0,0.0,74.0,249.0,195.0,0.0,1202.0,0.0,34.0,372.0,378.0,316.0,102.0,0.0,0.0,786.0,2017.0
388,13089023419,751.0,75.0,0.0,0.0,41.0,14.0,0.0,0.0,11.0,9.0,66.0,0.0,0.0,0.0,12.0,0.0,12.0,42.0,0.0,170.0,0.0,4.0,0.0,0.0,0.0,146.0,20.0,0.0,22.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,259.0,2017.0
389,13089023421,1788.0,213.0,0.0,0.0,0.0,0.0,0.0,0.0,155.0,58.0,209.0,0.0,0.0,0.0,0.0,0.0,0.0,209.0,0.0,462.0,0.0,0.0,45.0,98.0,180.0,124.0,15.0,0.0,325.0,0.0,130.0,42.0,153.0,0.0,0.0,0.0,0.0,305.0,2017.0
390,13089023422,536.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,105.0,0.0,0.0,0.0,0.0,0.0,35.0,70.0,0.0,93.0,0.0,0.0,27.0,0.0,17.0,40.0,0.0,9.0,63.0,2017.0
391,13089023423,496.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,0.0,47.0,0.0,0.0,0.0,14.0,0.0,0.0,71.0,0.0,0.0,0.0,18.0,0.0,16.0,19.0,18.0,55.0,2017.0
392,13089023424,399.0,90.0,0.0,0.0,0.0,0.0,9.0,0.0,24.0,57.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,11.0,109.0,0.0,0.0,0.0,0.0,0.0,12.0,85.0,12.0,54.0,0.0,0.0,0.0,0.0,0.0,27.0,27.0,0.0,39.0,2017.0
393,13089023425,608.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,196.0,0.0,0.0,0.0,0.0,0.0,0.0,196.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,76.0,14.0,0.0,52.0,15.0,0.0,0.0,0.0,18.0,19.0,0.0,0.0,116.0,2017.0
394,13089023426,281.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,23.0,52.0,0.0,0.0,0.0,0.0,12.0,0.0,40.0,0.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,2017.0
395,13089023427,181.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,15.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,6.0,35.0,0.0,68.0,0.0,18.0,13.0,0.0,0.0,37.0,0.0,0.0,35.0,2017.0
396,13089023428,2562.0,192.0,0.0,0.0,0.0,0.0,0.0,0.0,152.0,40.0,358.0,0.0,0.0,0.0,0.0,0.0,21.0,337.0,0.0,692.0,0.0,0.0,47.0,77.0,134.0,135.0,299.0,0.0,294.0,0.0,12.0,82.0,94.0,45.0,61.0,0.0,0.0,646.0,2017.0
397,13089023501,846.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,7.0,173.0,0.0,0.0,0.0,0.0,16.0,38.0,119.0,0.0,264.0,25.0,0.0,13.0,0.0,114.0,88.0,24.0,0.0,124.0,0.0,23.0,65.0,28.0,8.0,0.0,0.0,0.0,174.0,2017.0
398,13089023504,737.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,21.0,183.0,0.0,0.0,0.0,0.0,0.0,0.0,173.0,10.0,200.0,0.0,0.0,10.0,23.0,75.0,0.0,81.0,11.0,101.0,0.0,41.0,19.0,28.0,0.0,13.0,0.0,0.0,106.0,2017.0
399,13089023505,375.0,12.0,0.0,0.0,0.0,6.0,0.0,0.0,6.0,0.0,123.0,0.0,0.0,0.0,0.0,0.0,0.0,123.0,0.0,130.0,0.0,0.0,0.0,0.0,23.0,23.0,79.0,5.0,31.0,0.0,0.0,4.0,19.0,2.0,0.0,0.0,6.0,31.0,2017.0
400,13089023506,662.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,133.0,0.0,0.0,0.0,0.0,0.0,33.0,89.0,11.0,189.0,0.0,14.0,12.0,19.0,68.0,0.0,64.0,12.0,148.0,48.0,0.0,42.0,58.0,0.0,0.0,0.0,0.0,22.0,2017.0
401,13089023507,534.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,37.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,71.0,0.0,0.0,25.0,0.0,27.0,19.0,0.0,0.0,119.0,0.0,20.0,44.0,0.0,31.0,24.0,0.0,0.0,129.0,2017.0
402,13089023601,328.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,69.0,0.0,0.0,0.0,8.0,0.0,4.0,50.0,7.0,39.0,0.0,0.0,32.0,0.0,7.0,0.0,0.0,0.0,119.0,2017.0
403,13089023602,324.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,19.0,97.0,0.0,4.0,0.0,0.0,0.0,8.0,72.0,13.0,64.0,0.0,0.0,10.0,0.0,13.0,26.0,13.0,2.0,56.0,0.0,14.0,16.0,24.0,0.0,2.0,0.0,0.0,51.0,2017.0
404,13089023603,804.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,35.0,168.0,6.0,0.0,0.0,0.0,0.0,46.0,116.0,0.0,251.0,16.0,0.0,41.0,34.0,92.0,19.0,39.0,10.0,67.0,18.0,11.0,7.0,0.0,11.0,0.0,20.0,0.0,121.0,2017.0
405,13089023700,1398.0,323.0,0.0,0.0,20.0,0.0,0.0,0.0,236.0,67.0,222.0,0.0,0.0,0.0,0.0,0.0,0.0,222.0,0.0,169.0,0.0,0.0,0.0,49.0,29.0,16.0,75.0,0.0,266.0,20.0,48.0,103.0,95.0,0.0,0.0,0.0,0.0,178.0,2017.0
406,13089023801,528.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,51.0,0.0,0.0,0.0,8.0,9.0,0.0,23.0,11.0,73.0,24.0,0.0,11.0,0.0,30.0,8.0,0.0,0.0,164.0,28.0,32.0,13.0,14.0,40.0,21.0,0.0,16.0,70.0,2017.0
407,13089023802,905.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0,124.0,8.0,179.0,0.0,0.0,0.0,22.0,0.0,24.0,133.0,0.0,181.0,0.0,0.0,0.0,0.0,69.0,86.0,26.0,0.0,111.0,0.0,19.0,36.0,43.0,0.0,0.0,13.0,0.0,54.0,2017.0
408,13089023803,674.0,109.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,26.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,0.0,82.0,0.0,10.0,0.0,0.0,0.0,21.0,51.0,0.0,94.0,13.0,22.0,0.0,0.0,33.0,26.0,0.0,0.0,187.0,2017.0
494,13121000100,395.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,10.0,0.0,11.0,0.0,0.0,0.0,24.0,0.0,9.0,0.0,0.0,0.0,15.0,0.0,0.0,72.0,2017.0
495,13121000200,832.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,0.0,120.0,0.0,0.0,0.0,18.0,0.0,80.0,22.0,0.0,66.0,0.0,0.0,24.0,0.0,42.0,0.0,0.0,0.0,183.0,2017.0
496,13121000400,363.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,73.0,0.0,31.0,20.0,22.0,0.0,0.0,0.0,0.0,89.0,2017.0
