,GEOID,HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total,"HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!Less than $10,000","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!Less than $10,000!!Less than 20.0 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!Less than $10,000!!20.0 to 24.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!Less than $10,000!!25.0 to 29.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!Less than $10,000!!30.0 to 34.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!Less than $10,000!!35.0 to 39.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!Less than $10,000!!40.0 to 49.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!Less than $10,000!!50.0 percent or more","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!Less than $10,000!!Not computed","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$10,000 to $19,999","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$10,000 to $19,999!!Less than 20.0 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$10,000 to $19,999!!20.0 to 24.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$10,000 to $19,999!!25.0 to 29.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$10,000 to $19,999!!30.0 to 34.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$10,000 to $19,999!!35.0 to 39.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$10,000 to $19,999!!40.0 to 49.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$10,000 to $19,999!!50.0 percent or more","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$10,000 to $19,999!!Not computed","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$20,000 to $34,999","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$20,000 to $34,999!!Less than 20.0 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$20,000 to $34,999!!20.0 to 24.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$20,000 to $34,999!!25.0 to 29.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$20,000 to $34,999!!30.0 to 34.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$20,000 to $34,999!!35.0 to 39.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$20,000 to $34,999!!40.0 to 49.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$20,000 to $34,999!!50.0 percent or more","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$20,000 to $34,999!!Not computed","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$35,000 to $49,999","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$35,000 to $49,999!!Less than 20.0 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$35,000 to $49,999!!20.0 to 24.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$35,000 to $49,999!!25.0 to 29.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$35,000 to $49,999!!30.0 to 34.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$35,000 to $49,999!!35.0 to 39.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$35,000 to $49,999!!40.0 to 49.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$35,000 to $49,999!!50.0 percent or more","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$35,000 to $49,999!!Not computed","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$50,000 to $74,999",YEAR
560,13121007603,1981.0,670.0,20.0,0.0,20.0,26.0,8.0,0.0,520.0,76.0,785.0,0.0,61.0,45.0,49.0,66.0,40.0,496.0,28.0,386.0,26.0,20.0,48.0,127.0,53.0,40.0,72.0,0.0,46.0,0.0,20.0,0.0,0.0,0.0,26.0,0.0,0.0,39.0,2017.0
561,13121007604,808.0,208.0,0.0,25.0,0.0,0.0,0.0,0.0,140.0,43.0,237.0,20.0,0.0,0.0,9.0,0.0,8.0,200.0,0.0,254.0,0.0,0.0,0.0,38.0,53.0,117.0,46.0,0.0,34.0,26.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,49.0,2017.0
562,13121007703,652.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,28.0,52.0,0.0,141.0,0.0,0.0,0.0,27.0,39.0,45.0,30.0,0.0,239.0,39.0,61.0,50.0,53.0,0.0,36.0,0.0,0.0,102.0,2017.0
563,13121007704,1183.0,189.0,0.0,0.0,0.0,0.0,0.0,22.0,116.0,51.0,332.0,0.0,0.0,0.0,8.0,12.0,0.0,312.0,0.0,380.0,32.0,22.0,0.0,73.0,94.0,159.0,0.0,0.0,70.0,0.0,11.0,8.0,27.0,0.0,0.0,0.0,24.0,169.0,2017.0
564,13121007705,1343.0,305.0,0.0,0.0,16.0,17.0,0.0,19.0,149.0,104.0,406.0,26.0,55.0,81.0,23.0,0.0,35.0,178.0,8.0,359.0,7.0,37.0,31.0,78.0,0.0,132.0,74.0,0.0,126.0,0.0,9.0,38.0,67.0,0.0,12.0,0.0,0.0,85.0,2017.0
565,13121007706,3096.0,217.0,0.0,0.0,0.0,0.0,0.0,0.0,186.0,31.0,864.0,56.0,41.0,28.0,0.0,28.0,66.0,645.0,0.0,670.0,79.0,0.0,0.0,184.0,48.0,120.0,239.0,0.0,568.0,109.0,78.0,140.0,132.0,109.0,0.0,0.0,0.0,294.0,2017.0
566,13121007802,1423.0,162.0,0.0,0.0,0.0,0.0,0.0,14.0,70.0,78.0,300.0,16.0,57.0,70.0,14.0,14.0,31.0,84.0,14.0,365.0,0.0,0.0,0.0,74.0,126.0,118.0,36.0,11.0,235.0,0.0,27.0,108.0,60.0,0.0,0.0,40.0,0.0,222.0,2017.0
567,13121007805,783.0,126.0,7.0,27.0,0.0,0.0,0.0,0.0,68.0,24.0,162.0,24.0,45.0,6.0,0.0,7.0,7.0,65.0,8.0,283.0,22.0,5.0,42.0,49.0,26.0,33.0,106.0,0.0,117.0,23.0,47.0,0.0,11.0,0.0,36.0,0.0,0.0,54.0,2017.0
568,13121007806,1108.0,165.0,16.0,14.0,23.0,0.0,0.0,15.0,60.0,37.0,184.0,0.0,0.0,18.0,40.0,0.0,56.0,70.0,0.0,384.0,0.0,25.0,75.0,63.0,62.0,17.0,142.0,0.0,286.0,0.0,75.0,107.0,72.0,32.0,0.0,0.0,0.0,89.0,2017.0
569,13121007807,681.0,252.0,12.0,0.0,0.0,0.0,28.0,0.0,162.0,50.0,148.0,10.0,0.0,19.0,19.0,0.0,31.0,60.0,9.0,119.0,74.0,0.0,0.0,6.0,11.0,11.0,0.0,17.0,102.0,6.0,36.0,21.0,20.0,0.0,19.0,0.0,0.0,12.0,2017.0
570,13121007808,1313.0,552.0,0.0,29.0,16.0,47.0,0.0,37.0,191.0,232.0,405.0,56.0,0.0,13.0,8.0,0.0,56.0,262.0,10.0,153.0,35.0,0.0,5.0,71.0,0.0,22.0,20.0,0.0,46.0,26.0,5.0,15.0,0.0,0.0,0.0,0.0,0.0,119.0,2017.0
571,13121007900,798.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,95.0,0.0,0.0,22.0,0.0,0.0,0.0,73.0,0.0,93.0,0.0,0.0,39.0,0.0,54.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,35.0,246.0,2017.0
572,13121008000,772.0,124.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,44.0,153.0,0.0,0.0,0.0,0.0,0.0,0.0,148.0,5.0,128.0,17.0,0.0,0.0,20.0,10.0,0.0,51.0,30.0,54.0,0.0,23.0,23.0,0.0,0.0,8.0,0.0,0.0,177.0,2017.0
573,13121008101,123.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,23.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,28.0,18.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,12.0,5.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,24.0,2017.0
574,13121008102,2000.0,363.0,0.0,28.0,30.0,16.0,0.0,39.0,196.0,54.0,576.0,15.0,69.0,35.0,39.0,0.0,16.0,402.0,0.0,616.0,63.0,77.0,22.0,119.0,106.0,175.0,54.0,0.0,163.0,0.0,0.0,72.0,15.0,76.0,0.0,0.0,0.0,225.0,2017.0
575,13121008201,1138.0,144.0,16.0,0.0,0.0,0.0,0.0,0.0,89.0,39.0,309.0,30.0,15.0,0.0,0.0,17.0,48.0,199.0,0.0,260.0,0.0,0.0,59.0,82.0,0.0,103.0,16.0,0.0,277.0,0.0,47.0,107.0,0.0,109.0,0.0,0.0,14.0,97.0,2017.0
576,13121008202,419.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,5.0,134.0,0.0,0.0,0.0,0.0,0.0,0.0,121.0,13.0,142.0,0.0,17.0,9.0,28.0,22.0,28.0,38.0,0.0,58.0,14.0,0.0,31.0,13.0,0.0,0.0,0.0,0.0,24.0,2017.0
577,13121008301,618.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,106.0,14.0,149.0,0.0,0.0,0.0,18.0,0.0,11.0,90.0,30.0,172.0,0.0,19.0,0.0,59.0,71.0,23.0,0.0,0.0,51.0,0.0,0.0,22.0,0.0,16.0,13.0,0.0,0.0,103.0,2017.0
578,13121008302,329.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,25.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,0.0,103.0,0.0,0.0,0.0,5.0,33.0,34.0,31.0,0.0,29.0,0.0,0.0,20.0,0.0,0.0,9.0,0.0,0.0,56.0,2017.0
579,13121008400,1015.0,223.0,0.0,0.0,9.0,0.0,0.0,0.0,204.0,10.0,262.0,9.0,0.0,46.0,14.0,0.0,10.0,141.0,42.0,285.0,36.0,0.0,29.0,42.0,38.0,66.0,56.0,18.0,124.0,0.0,47.0,53.0,0.0,0.0,24.0,0.0,0.0,41.0,2017.0
580,13121008500,579.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,163.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,38.0,187.0,0.0,0.0,12.0,5.0,42.0,44.0,72.0,12.0,51.0,0.0,18.0,16.0,17.0,0.0,0.0,0.0,0.0,152.0,2017.0
581,13121008601,1122.0,331.0,0.0,0.0,28.0,16.0,7.0,35.0,229.0,16.0,253.0,0.0,0.0,0.0,38.0,0.0,81.0,108.0,26.0,305.0,14.0,31.0,0.0,50.0,26.0,102.0,68.0,14.0,99.0,0.0,17.0,25.0,57.0,0.0,0.0,0.0,0.0,104.0,2017.0
582,13121008602,404.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,14.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,152.0,0.0,6.0,4.0,48.0,16.0,56.0,22.0,0.0,138.0,5.0,0.0,33.0,83.0,6.0,0.0,11.0,0.0,23.0,2017.0
583,13121008700,1726.0,190.0,0.0,40.0,0.0,27.0,0.0,0.0,60.0,63.0,571.0,50.0,0.0,39.0,65.0,51.0,176.0,190.0,0.0,478.0,18.0,0.0,144.0,164.0,91.0,16.0,36.0,9.0,307.0,28.0,68.0,57.0,83.0,46.0,0.0,10.0,15.0,127.0,2017.0
584,13121008800,674.0,75.0,0.0,0.0,25.0,0.0,0.0,0.0,31.0,19.0,39.0,0.0,0.0,20.0,0.0,0.0,0.0,19.0,0.0,162.0,0.0,0.0,0.0,0.0,0.0,45.0,117.0,0.0,20.0,0.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,99.0,2017.0
585,13121008902,2691.0,228.0,0.0,0.0,0.0,0.0,0.0,0.0,186.0,42.0,270.0,0.0,0.0,0.0,0.0,0.0,37.0,233.0,0.0,237.0,0.0,0.0,0.0,65.0,15.0,92.0,65.0,0.0,567.0,28.0,30.0,157.0,116.0,209.0,27.0,0.0,0.0,755.0,2017.0
586,13121008903,486.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,8.0,0.0,12.0,28.0,0.0,64.0,0.0,0.0,13.0,0.0,24.0,9.0,18.0,0.0,81.0,15.0,11.0,14.0,27.0,0.0,14.0,0.0,0.0,158.0,2017.0
587,13121008904,1079.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,22.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,16.0,107.0,0.0,0.0,0.0,0.0,38.0,31.0,38.0,0.0,195.0,0.0,0.0,14.0,101.0,42.0,38.0,0.0,0.0,254.0,2017.0
588,13121009000,890.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,19.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,82.0,0.0,0.0,0.0,0.0,8.0,10.0,64.0,0.0,158.0,0.0,0.0,58.0,26.0,49.0,10.0,15.0,0.0,281.0,2017.0
589,13121009101,1589.0,107.0,6.0,0.0,20.0,0.0,0.0,0.0,52.0,29.0,133.0,14.0,15.0,0.0,0.0,0.0,0.0,104.0,0.0,48.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,17.0,155.0,0.0,12.0,95.0,12.0,20.0,16.0,0.0,0.0,475.0,2017.0
590,13121009102,1138.0,145.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,83.0,116.0,0.0,0.0,0.0,0.0,0.0,100.0,16.0,0.0,293.0,0.0,0.0,45.0,95.0,25.0,100.0,28.0,0.0,131.0,16.0,43.0,60.0,12.0,0.0,0.0,0.0,0.0,164.0,2017.0
591,13121009200,2633.0,256.0,0.0,0.0,14.0,0.0,0.0,0.0,120.0,122.0,156.0,0.0,0.0,15.0,0.0,0.0,46.0,95.0,0.0,311.0,23.0,0.0,32.0,0.0,34.0,60.0,162.0,0.0,359.0,16.0,50.0,28.0,153.0,43.0,58.0,11.0,0.0,760.0,2017.0
592,13121009300,1044.0,190.0,0.0,0.0,0.0,0.0,0.0,0.0,116.0,74.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,15.0,175.0,0.0,0.0,0.0,15.0,21.0,73.0,66.0,0.0,28.0,0.0,0.0,0.0,17.0,11.0,0.0,0.0,0.0,188.0,2017.0
593,13121009402,2130.0,194.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,82.0,120.0,0.0,0.0,0.0,19.0,0.0,23.0,78.0,0.0,261.0,0.0,0.0,0.0,0.0,0.0,72.0,189.0,0.0,182.0,0.0,0.0,41.0,27.0,9.0,56.0,49.0,0.0,503.0,2017.0
594,13121009403,2173.0,227.0,0.0,0.0,15.0,15.0,0.0,0.0,92.0,105.0,246.0,0.0,59.0,30.0,0.0,0.0,15.0,142.0,0.0,448.0,0.0,45.0,11.0,0.0,67.0,114.0,192.0,19.0,410.0,0.0,0.0,134.0,170.0,90.0,0.0,16.0,0.0,460.0,2017.0
595,13121009404,999.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,11.0,13.0,0.0,73.0,0.0,0.0,0.0,0.0,35.0,0.0,38.0,0.0,199.0,0.0,0.0,91.0,24.0,24.0,60.0,0.0,0.0,248.0,2017.0
596,13121009501,330.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,37.0,0.0,0.0,7.0,0.0,0.0,0.0,30.0,0.0,78.0,0.0,25.0,9.0,0.0,9.0,35.0,0.0,0.0,81.0,2017.0
597,13121009502,1110.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,46.0,121.0,14.0,13.0,53.0,0.0,0.0,0.0,25.0,16.0,100.0,13.0,0.0,0.0,0.0,0.0,0.0,87.0,0.0,141.0,17.0,0.0,37.0,0.0,0.0,36.0,39.0,12.0,96.0,2017.0
598,13121009601,950.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,38.0,0.0,0.0,0.0,0.0,2.0,0.0,36.0,0.0,137.0,0.0,0.0,7.0,55.0,24.0,20.0,31.0,0.0,216.0,2017.0
599,13121009602,1292.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,13.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,83.0,0.0,0.0,0.0,0.0,14.0,15.0,54.0,0.0,97.0,0.0,0.0,0.0,34.0,0.0,15.0,48.0,0.0,227.0,2017.0
600,13121009603,1516.0,159.0,0.0,0.0,15.0,0.0,0.0,0.0,66.0,78.0,126.0,0.0,0.0,14.0,14.0,0.0,16.0,82.0,0.0,234.0,0.0,0.0,45.0,64.0,0.0,76.0,49.0,0.0,155.0,0.0,23.0,104.0,6.0,0.0,9.0,13.0,0.0,248.0,2017.0
601,13121009700,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,10.0,0.0,0.0,7.0,0.0,0.0,0.0,2017.0
602,13121009801,565.0,56.0,0.0,0.0,9.0,10.0,0.0,31.0,6.0,0.0,151.0,42.0,22.0,32.0,0.0,34.0,9.0,0.0,12.0,94.0,18.0,8.0,0.0,0.0,0.0,0.0,68.0,0.0,23.0,10.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,123.0,2017.0
603,13121009802,696.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,8.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,10.0,19.0,0.0,50.0,0.0,0.0,0.0,9.0,0.0,12.0,29.0,0.0,116.0,2017.0
604,13121009900,634.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,14.0,22.0,0.0,207.0,0.0,0.0,39.0,79.0,13.0,58.0,18.0,0.0,88.0,2017.0
605,13121010001,649.0,102.0,0.0,0.0,0.0,0.0,0.0,17.0,67.0,18.0,61.0,0.0,0.0,0.0,15.0,0.0,0.0,46.0,0.0,33.0,0.0,0.0,0.0,15.0,0.0,0.0,18.0,0.0,79.0,0.0,0.0,0.0,0.0,79.0,0.0,0.0,0.0,216.0,2017.0
606,13121010002,1282.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,13.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,112.0,0.0,0.0,0.0,11.0,0.0,0.0,101.0,0.0,119.0,0.0,0.0,0.0,12.0,28.0,52.0,27.0,0.0,217.0,2017.0
607,13121010106,861.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,33.0,70.0,0.0,0.0,0.0,0.0,0.0,32.0,38.0,0.0,134.0,0.0,0.0,0.0,11.0,10.0,69.0,44.0,0.0,150.0,7.0,8.0,20.0,16.0,89.0,10.0,0.0,0.0,193.0,2017.0
608,13121010107,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,2017.0
609,13121010108,309.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,116.0,0.0,0.0,0.0,0.0,10.0,9.0,91.0,6.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,61.0,2017.0
610,13121010110,1803.0,143.0,0.0,9.0,0.0,0.0,0.0,0.0,134.0,0.0,191.0,0.0,0.0,0.0,30.0,0.0,22.0,69.0,70.0,274.0,43.0,41.0,26.0,0.0,72.0,0.0,92.0,0.0,241.0,0.0,0.0,96.0,0.0,25.0,49.0,71.0,0.0,328.0,2017.0
611,13121010113,2254.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,186.0,0.0,0.0,0.0,0.0,0.0,0.0,186.0,0.0,565.0,0.0,0.0,0.0,31.0,108.0,38.0,388.0,0.0,419.0,0.0,0.0,142.0,123.0,65.0,80.0,0.0,9.0,484.0,2017.0
612,13121010114,1692.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,238.0,0.0,0.0,0.0,0.0,0.0,0.0,238.0,0.0,356.0,0.0,0.0,0.0,74.0,30.0,74.0,178.0,0.0,315.0,24.0,23.0,134.0,23.0,87.0,13.0,0.0,11.0,329.0,2017.0
613,13121010115,488.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,73.0,0.0,0.0,0.0,0.0,28.0,0.0,45.0,0.0,105.0,0.0,0.0,37.0,31.0,0.0,0.0,37.0,0.0,73.0,2017.0
614,13121010117,1702.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,350.0,0.0,0.0,18.0,0.0,63.0,92.0,177.0,0.0,283.0,0.0,43.0,74.0,82.0,42.0,42.0,0.0,0.0,607.0,2017.0
615,13121010118,1821.0,230.0,0.0,0.0,0.0,0.0,0.0,6.0,155.0,69.0,223.0,0.0,0.0,0.0,0.0,0.0,43.0,180.0,0.0,430.0,0.0,0.0,44.0,17.0,88.0,258.0,23.0,0.0,263.0,16.0,11.0,104.0,0.0,31.0,76.0,25.0,0.0,480.0,2017.0
616,13121010119,1829.0,301.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,223.0,297.0,0.0,0.0,0.0,0.0,0.0,0.0,297.0,0.0,190.0,0.0,0.0,0.0,37.0,0.0,77.0,76.0,0.0,391.0,0.0,17.0,178.0,48.0,46.0,102.0,0.0,0.0,413.0,2017.0
617,13121010120,759.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,10.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,11.0,27.0,0.0,0.0,0.0,0.0,0.0,11.0,8.0,8.0,103.0,0.0,7.0,0.0,7.0,57.0,32.0,0.0,0.0,204.0,2017.0
618,13121010121,419.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,29.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,6.0,45.0,6.0,13.0,6.0,0.0,0.0,0.0,14.0,6.0,23.0,6.0,5.0,0.0,12.0,0.0,0.0,0.0,0.0,62.0,2017.0
619,13121010122,2260.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,17.0,127.0,0.0,0.0,0.0,0.0,0.0,0.0,127.0,0.0,275.0,0.0,0.0,0.0,0.0,35.0,41.0,199.0,0.0,265.0,0.0,0.0,54.0,72.0,94.0,33.0,0.0,12.0,456.0,2017.0
620,13121010123,1137.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,91.0,17.0,0.0,0.0,0.0,0.0,11.0,63.0,0.0,252.0,0.0,12.0,0.0,0.0,0.0,96.0,144.0,0.0,113.0,0.0,9.0,0.0,14.0,53.0,25.0,12.0,0.0,335.0,2017.0
621,13121010204,33.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017.0
622,13121010205,411.0,28.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,14.0,59.0,0.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,42.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,69.0,2017.0
